County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AlleganyCounty,10985,5742,11076,24357,9525,13402
AnneArundelCounty,103772,34496,72485,196809,66430,63664
BaltimoreCounty,144759,56294,111636,273751,101113,117476
CalvertCounty,18555,6972,9221,33428,10878,9683
CarolineCounty,6886,2328,3956,11409,4074,4413
CarrollCounty,33064,12690,17234,61044,21293,21809
CecilCounty,20731,7319,11721,36701,12761,11875
CharlesCounty,31339,11581,17271,56602,15906,13852
DorchesterCounty,5794,2035,3659,10734,4625,5771
FrederickCounty,48399,16756,26854,88009,27453,25914
GarrettCounty,5228,2281,3087,10029,4241,5231
HarfordCounty,49333,17343,28214,88787,30585,30564
HowardCounty,60371,20352,32456,110090,34771,29045
KentCounty,2926,1505,2629,5820,2920,4397
MontgomeryCounty,192695,59862,120270,360200,118981,119769
PrinceGeorgesCounty,168969,67439,135326,313043,97130,81513
QueenAnnesCounty,9272,3211,4417,17333,6424,7141
StMarysCounty,22863,7932,14201,38116,11258,10781
SomersetCounty,3683,2573,5041,8362,3151,3660
TalbotCounty,6013,2124,3572,11397,5718,8958
WashingtonCounty,27961,9352,18225,52985,17803,21104
WicomicoCounty,18291,8968,15672,31332,11623,12847
WorcesterCounty,7564,2808,4888,16034,8199,11961
Baltimorecity,110932,44278,114135,209898,68906,72812
