County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AlleganyCounty,9766,5122,9628,27282,10103,16830
AnneArundelCounty,109111,37091,79177,191440,73966,132439
BaltimoreCounty,153576,58309,110923,282410,101891,194353
Baltimorecity,98885,35338,127610,277014,79433,84887
CalvertCounty,17935,7187,9507,34966,11908,26203
CarolineCounty,10081,3383,4868,15801,6269,9638
CarrollCounty,32791,13827,21011,61558,18340,50258
CecilCounty,32974,11850,22021,56672,15826,35109
CharlesCounty,46817,17230,27887,79146,24157,55483
DorchesterCounty,7048,2267,4013,13344,6201,10020
FrederickCounty,69482,25819,42441,116763,33145,84933
GarrettCounty,4805,2009,3226,10202,4015,8507
HarfordCounty,57160,21386,35681,101239,32821,72442
HowardCounty,63494,22702,38780,120123,43986,91809
KentCounty,2756,1328,2254,6084,3201,9299
MontgomeryCounty,242067,76144,138876,423653,156125,265107
PrinceGeorgesCounty,164406,60744,156849,334423,106132,180324
QueenAnnesCounty,12438,4293,5625,23699,8419,17850
SomersetCounty,3944,2919,6149,9290,3527,5266
StMarysCounty,35307,12467,19849,62288,21571,34664
TalbotCounty,6876,2502,3964,11602,5382,16401
WashingtonCounty,40009,14030,26367,68404,21624,43775
WicomicoCounty,24860,12077,20001,40919,13576,26922
WorcesterCounty,8928,3426,5895,17263,9103,23431
