County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AlleganyCounty,10013,5180,9513,27438,7885,17368
AnneArundelCounty,104465,35574,74495,188064,64722,125427
BaltimoreCounty,149796,56102,111439,269088,93028,188548
Baltimorecity,108196,35712,116558,261831,60174,92382
CalvertCounty,18515,6018,8232,33290,9880,25113
CarolineCounty,8805,2723,4727,13586,4884,8824
CarrollCounty,33297,10868,16921,57882,17781,49454
CecilCounty,29143,9334,17622,44919,15396,30284
CharlesCounty,41587,14633,23449,65866,23587,43179
DorchesterCounty,6460,2170,4138,12015,4810,9506
FrederickCounty,62928,19243,35481,100874,31267,71004
GarrettCounty,4873,1869,3167,9624,3947,8321
HarfordCounty,54560,17603,31082,93274,29250,66077
HowardCounty,62659,21234,36904,112560,38486,76407
KentCounty,2636,1326,2299,5570,2760,8561
MontgomeryCounty,223810,67782,134500,395330,130144,234133
PrinceGeorgesCounty,163808,57281,144948,317811,98641,170162
QueenAnnesCounty,11169,3400,5125,20448,6783,16224
SomersetCounty,3642,2933,5956,8621,2992,5260
StMarysCounty,31280,9941,18264,52299,15716,28647
TalbotCounty,6546,2153,3619,11097,4749,15386
WashingtonCounty,35560,11705,24508,58138,19930,39557
WicomicoCounty,22682,10092,18247,35665,11865,25101
WorcesterCounty,8473,2933,5428,15451,8568,21094
