County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AlleganyCounty,9833,5122,9516,27205,8875,17000
AnneArundelCounty,105154,35777,75643,186885,68147,126943
BaltimoreCounty,150036,56577,109980,272691,96307,189361
Baltimorecity,102357,35154,120687,266507,68415,87632
CalvertCounty,17731,6399,8608,33197,10554,24960
CarolineCounty,9278,2989,4724,14429,5449,9082
CarrollCounty,32662,12117,18638,59003,17850,49279
CecilCounty,30091,10209,19122,48976,15152,31652
CharlesCounty,42261,15208,24492,69152,22862,46879
DorchesterCounty,6595,2168,3983,12376,5338,9539
FrederickCounty,64116,21613,37627,105233,31215,75299
GarrettCounty,4775,1912,3154,9778,3928,8302
HarfordCounty,55115,19149,32867,95905,30579,68282
HowardCounty,60660,21115,36382,111828,39569,80548
KentCounty,2649,1304,2237,5721,2921,8769
MontgomeryCounty,225621,69638,132479,396695,138172,241498
PrinceGeorgesCounty,161669,58111,148541,321168,100798,172567
QueenAnnesCounty,11470,3718,5225,21423,7354,16561
SomersetCounty,3724,2875,5946,8793,3192,5171
StMarysCounty,31857,10672,18252,54713,17650,30208
TalbotCounty,6545,2264,3695,11069,4932,15497
WashingtonCounty,36757,12488,24772,61454,20230,40551
WicomicoCounty,23178,10776,18647,37288,12388,25374
WorcesterCounty,8454,3081,5498,15874,8584,21609
