"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,2,7
2,0.709390513396191,0.290609486603809,8,2
3,0.104831537989958,0.895168462010042,8,18
4,0.29913417826355,0.70086582173645,7,6
5,0.0763722238391646,0.923627776160835,0,9
6,0.0358706710094727,0.964129328990527,6,7
7,0.208232162323636,0.791767837676364,16,31
8,0.233455388714992,0.766544611285008,1,2
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,2,4
11,0.234244334983627,0.765755665016373,4,7
12,0.280590919088623,0.719409080911377,28,36
13,0.574043705293349,0.425956294706651,3,6
14,0.296984478905375,0.703015521094625,0,1
15,0,1,0,13
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,4
18,0.595712731390873,0.404287268609127,3,6
19,0.458896381705954,0.541103618294046,2,7
20,0.153884141884506,0.846115858115494,3,5
21,0.48565728180227,0.51434271819773,1,0
22,0.634547071721447,0.365452928278553,2,1
23,0.220262195048898,0.779737804951102,0,1
24,0.143309869173441,0.856690130826559,2,2
25,0.172627570488467,0.827372429511533,3,1
26,0.319489802835267,0.680510197164733,14,10
27,0.0664638925860683,0.933536107413932,1,0
28,0.13006920545436,0.86993079454564,0,1
29,0.499509853805331,0.500490146194669,2,0
30,0.122154702334916,0.877845297665084,4,0
31,0.638128510982494,0.361871489017506,41,14
32,0.0455129427646889,0.954487057235311,4,13
33,0.370858068742016,0.629141931257984,31,15
34,0.0253609603562604,0.97463903964374,2,22
35,0.267488635666556,0.732511364333444,4,2
36,0.415719230984826,0.584280769015174,13,9
37,0.0687078468861626,0.931292153113837,1,3
38,0.301345390186715,0.698654609813286,1,0
39,0.121044054820656,0.878955945179344,5,9
40,0.30012108623948,0.69987891376052,103,70
41,0.638135074405024,0.361864925594976,34,8
43,0.00511600525594756,0.994883994744052,4,166
99,1,0,14,0
