"FAFZone","BeaverCounty","BoxElderCounty","CacheCounty","CarbonCounty","DaggettCounty","DavisCounty","DuchesneCounty","EmeryCounty","GarfieldCounty","GrandCounty","IronCounty","JuabCounty","KaneCounty","MillardCounty","MorganCounty","PiuteCounty","RichCounty","SaltLakeCounty","SanJuanCounty","SanpeteCounty","SevierCounty","SummitCounty","TooeleCounty","UintahCounty","UtahCounty","WasatchCounty","WashingtonCounty","WayneCounty","WeberCounty"
"63",538.9,823.5,824.3,726.1,888.2,760,787.5,702.2,582,774.3,502.3,659.2,542.8,598.8,779.5,584.6,838.4,731.5,718.7,659.6,612.4,763.3,735.1,830.8,699.8,731.4,444.9,653.1,779.1
"64",704.841666666666,758.35,781.508333333333,856.316666666667,922.433333333333,761.725,864.866666666667,882.783333333334,814.258333333333,957.883333333333,734.516666666667,799.875,775.05,694.583333333333,792.841666666666,802.491666666667,860.95,748.675,982.825,841.491666666667,841.316666666667,785.879166666667,728.791666666667,908.158333333334,782.491666666667,789.775,677.075,886.266666666667,780.891666666666
"65",629.05,824.35,847.55,816.3,968.8,824.3,877.7,792.45,672.25,864.5,592.5,749.4,633.05,689,849.65,674.75,913.15,803.6,839.7,749.8,702.6,838.1,794.85,921,789.95,821.6,535.05,743.3,843.5
"69",633.054838709677,744.590322580646,762.703225806452,802.967741935483,894.474193548387,736.816129032258,826.377419354838,819.046774193549,723.177419354839,892.277419354838,666.835483870968,730.348387096775,719.98064516129,644.196774193549,763.851612903225,714.587096774193,831.275806451613,724.582258064516,939.445161290323,776.103225806452,773.483870967741,760.564516129033,705.448387096774,869.68064516129,738.251612903225,756.351612903225,662.2,823.233870967741,753.516129032259
"81",568.720833333333,582.8375,538.095833333334,422.7875,396.366666666667,536.0125,401.320833333333,458.025,548.925,325.0625,605.333333333333,554.1375,614.679166666667,563.304166666667,505.4625,524.304166666667,496.570833333334,530.304166666667,460.979166666667,502.054166666667,479.933333333334,506.7875,598.8375,357.025,497.229166666667,476.479166666667,637.9875,455.75,538.495833333334
"89",560.808653846153,581.091346153847,559.883653846153,409.658653846153,401.972115384615,525.800961538461,407.150961538462,444.979807692308,540.641346153846,321.689423076924,597.443269230769,538.350961538461,578.447115384615,552.264423076924,514.535576923077,516.3875,521.316346153847,509.527884615385,367.515384615385,488.868269230769,472.041346153846,504.147115384616,577.932692307692,368.364423076923,479.341346153847,469.98173076923,615.183653846153,447.472115384615,536.725961538461
"91",2451.2,2329.9,2285.03333333333,2305.26666666667,2173.9,2286.6,2279.3,2340.5,2431.4,2207.53333333333,2487.8,2382.6,2497.13333333333,2431.7,2254.9,2406.8,2243.5,2292.3,2343.46666666667,2384.53333333333,2362.4,2257.8,2355.6,2235,2311.16666666667,2282.9,2520.46666666667,2338.2,2285.56666666667
"92",2414.86666666667,2293.6,2248.73333333333,2268.93333333333,2137.56666666667,2250.26666666667,2242.96666666667,2304.16666666667,2395.06666666667,2171.23333333333,2451.53333333333,2346.23333333333,2460.83333333333,2395.36666666667,2218.53333333333,2370.43333333333,2207.16666666667,2255.93333333333,2307.13333333333,2348.23333333333,2326.1,2221.46666666667,2319.23333333333,2198.66666666667,2274.83333333333,2246.63333333333,2484.13333333333,2301.93333333333,2249.23333333333
"99",2475.45,2354.25,2309.35,2329.55,2198.15,2310.85,2303.55,2364.85,2455.65,2231.85,2512.15,2406.85,2521.45,2455.95,2279.15,2431.05,2267.85,2316.55,2367.75,2408.85,2386.75,2282.05,2379.85,2259.35,2335.45,2307.25,2544.75,2362.55,2309.85
"101",2297.925,2192.025,2147.15,2151.975,2035.975,2148.725,2130.525,2187.225,2278.125,2054.275,2334.525,2244.675,2343.875,2292.525,2116.975,2253.475,2105.625,2154.375,2190.175,2231.275,2209.125,2119.875,2217.675,2086.225,2173.275,2145.05,2367.175,2184.95,2147.675
"109",2319.1,2224.8,2179.9,2173.1,2068.8,2181.5,2151.7,2208.4,2299.3,2075.4,2355.7,2277.4,2365,2313.7,2149.7,2274.6,2138.4,2187.1,2211.3,2252.4,2230.3,2152.7,2250.4,2107.4,2206,2177.8,2388.3,2206.1,2180.4
"111",2223.8,2129.5,2084.7,2077.9,1973.5,2086.2,2056.4,2113.1,2204,1980.2,2260.4,2182.2,2269.8,2218.4,2054.5,2179.4,2043.1,2091.9,2116.1,2157.2,2135.1,2057.4,2155.2,2012.1,2110.8,2082.6,2293.1,2110.9,2085.2
"121",2326.36666666667,2281.08333333333,2236.2,2180.43333333333,2125.03333333333,2237.73333333333,2158.96666666667,2215.68333333333,2306.58333333333,2082.71666666667,2240.23333333333,2311.83333333333,2140.9,2320.93333333333,2206.03333333333,2281.93333333333,2194.68333333333,2243.43333333333,1946.98333333333,2259.71666666667,2237.58333333333,2208.93333333333,2306.73333333333,2114.68333333333,2262.33333333333,2234.1,2175.98333333333,2213.4,2236.71666666667
"122",2557.52857142857,2512.22857142857,2467.37142857143,2411.58571428571,2356.21428571429,2468.92857142857,2390.12857142857,2446.82857142857,2537.72857142857,2313.88571428571,2446.84285714286,2543,2371.1,2552.12857142857,2437.2,2513.11428571429,2425.82857142857,2474.61428571429,2177.2,2490.88571428571,2468.74285714286,2440.12857142857,2537.9,2345.82857142857,2493.5,2465.27142857143,2406.2,2444.57142857143,2467.88571428571
"123",2399.98571428571,2354.68571428571,2309.8,2254.01428571429,2198.64285714286,2311.37142857143,2232.58571428571,2289.28571428571,2380.18571428571,2156.3,2289.28571428571,2385.44285714286,2213.52857142857,2394.57142857143,2279.62857142857,2355.57142857143,2268.28571428571,2317.07142857143,2019.6,2333.3,2311.18571428571,2282.57142857143,2380.32857142857,2188.28571428571,2335.91428571429,2307.68571428571,2248.61428571429,2287,2310.31428571429
"124",2423.5,2378.225,2333.35,2277.6,2222.2,2334.9,2256.1,2312.8,2367.325,2179.875,2283.475,2409,2207.725,2418.1,2303.2,2379.1,2291.8,2340.6,2013.825,2356.875,2334.725,2306.1,2403.9,2211.8,2359.5,2331.25,2242.825,2276.475,2333.9
"129",2280.61976744186,2260.54767441861,2215.66395348837,2140.37790697675,2104.50813953489,2217.21744186046,2135.57558139535,2175.63837209302,2216.48023255814,2052.73604651163,2176.8465116279,2271.7988372093,2098.03837209302,2280.90581395349,2185.4988372093,2204.71279069767,2174.1476744186,2218.07558139535,1904.12209302326,2219.66162790698,2197.54767441861,2188.41511627907,2281.81511627907,2091.28953488372,2223.32906976744,2213.56279069768,2133.12209302325,2127.81744186046,2216.18953488372
"131",1992.67435897436,1947.40256410257,1902.52051282051,1846.73333333333,1791.35897435898,1904.06666666667,1825.27564102564,1882.00256410256,1972.8858974359,1749.03076923077,2024.56923076923,1978.15897435898,1909.9076923077,1987.26923076923,1872.34487179487,1948.25897435898,1861.00256410256,1909.75897435898,1715.99230769231,1926.03076923077,1903.91025641025,1875.26923076923,1973.05128205128,1781.00256410256,1928.65,1900.41538461538,1986.96025641025,1879.72307692308,1903.03333333334
"132",2209.36666666667,2164.06666666667,2119.2,2063.45,2008.05,2120.76666666667,2041.96666666667,2098.66666666667,2189.56666666667,1965.73333333333,2245.98333333333,2194.85,2123.15,2203.96666666667,2089.05,2164.96666666667,2077.66666666667,2126.46666666667,1929.25,2142.75,2120.58333333333,2091.96666666667,2189.75,1997.66666666667,2145.35,2117.1,2158.25,2096.4,2119.75
"139",2101.1600877193,2055.87894736843,2010.99824561404,1955.21622807018,1899.84605263158,2012.55219298245,1933.75833333334,1990.47675438597,2072.62149122807,1857.50570175438,2110.84868421052,2086.64254385965,1995.1399122807,2095.75219298246,1980.8346491228,2056.74429824562,1969.47587719299,2018.24429824562,1801.225,2034.50657894737,2012.38903508772,1983.75175438596,2081.53070175438,1889.475,2037.13070175438,2008.89605263158,2042.6548245614,1980.17938596492,2011.51622807017
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",587.790909090909,306.014772727273,301.9125,482.253409090909,486.928409090909,341.003409090909,480.435227272728,518.317045454545,644.071590909091,592.244318181818,624.426136363636,463.167045454545,663.546590909091,524.676136363636,356.651136363637,564.4625,363.278409090909,367.394318181818,687.848863636363,477.457954545455,520.126136363637,380.1875,427.076136363636,519.989772727273,404.160227272728,405.335227272727,657.046590909091,577.914772727273,325.251136363637
"171",1528.04615384615,1406.75384615385,1361.89230769231,1382.11538461538,1250.72307692308,1363.43846153846,1356.14615384615,1417.35384615385,1508.25384615385,1284.4,1564.67692307692,1459.42307692308,1574.01538461538,1508.53076923077,1331.71538461538,1483.62307692308,1320.35384615385,1369.12307692308,1420.31538461538,1461.4,1439.27692307692,1334.63846153846,1432.41538461538,1311.85384615385,1388.01538461538,1359.77692307692,1597.31538461538,1415.09230769231,1362.41538461538
"172",1447.93333333333,1384.16666666667,1339.28888888889,1301.97777777778,1228.14444444444,1340.84444444444,1280.53333333333,1337.23333333333,1428.13333333333,1204.27777777778,1484.54444444444,1422.24444444444,1493.87777777778,1442.51111111111,1309.13333333333,1403.51111111111,1297.77777777778,1346.54444444444,1340.17777777778,1381.27777777778,1359.14444444444,1312.04444444444,1409.82222222222,1236.23333333333,1365.43333333333,1337.2,1517.17777777778,1334.95555555556,1339.81111111111
"179",1504.35125,1414.54875,1369.6675,1358.4125,1258.515,1371.22125,1335.44625,1393.669375,1484.565,1260.70125,1540.97875,1459.3225,1550.31375,1493.595,1339.50625,1459.93,1328.14625,1376.91125,1395.37625,1437.70125,1415.575,1342.42625,1440.2025,1291.165,1395.8025,1367.565,1573.615,1391.38875,1370.195
"181",1605.36,1484.06,1439.16,1459.38,1328,1440.7,1433.44,1494.66,1585.56,1361.68,1641.96,1536.7,1651.28,1585.82,1408.98,1560.9,1397.66,1446.4,1497.58,1538.68,1516.56,1411.92,1509.7,1389.16,1465.3,1437.06,1674.58,1492.38,1439.68
"182",1670.29722222222,1606.76666666667,1561.9,1524.34166666667,1450.73333333333,1563.43888888889,1505.00555555556,1559.61944444444,1650.51388888889,1426.63888888889,1706.925,1653.72777777778,1716.24166666667,1665.25833333334,1531.71111111111,1625.875,1520.36666666667,1569.13333333333,1562.54722222222,1603.63888888889,1581.525,1534.63888888889,1632.41666666667,1460.73888888889,1588.02222222222,1559.79444444444,1739.54722222222,1557.33055555556,1562.4
"183",1717.175,1595.925,1551.025,1571.2375,1439.8625,1552.5625,1545.275,1606.525,1697.4125,1473.525,1753.825,1648.55,1763.1375,1697.6625,1520.85,1672.7625,1509.525,1558.2625,1609.4375,1650.525,1628.425,1523.7625,1621.55,1501.025,1577.1375,1548.925,1786.4375,1604.225,1551.5375
"189",1659.71721311475,1585.0737704918,1540.18852459016,1513.77786885246,1429.0262295082,1541.73442622951,1491.06393442623,1549.04016393443,1639.93524590164,1416.06803278688,1696.35163934426,1627.77213114754,1705.67459016393,1650.14672131147,1510.01475409836,1615.29590163934,1498.66721311475,1547.4262295082,1551.9762295082,1593.06803278688,1570.95163934426,1512.93114754098,1610.7131147541,1446.78442622951,1566.3131147541,1538.09016393443,1728.9762295082,1546.76147540984,1540.70163934426
"190",1284.24141414141,1162.95454545455,1118.07777777778,1138.30707070707,1006.92323232323,1119.63333333333,1112.33939393939,1173.55252525253,1264.44848484848,1040.58787878788,1320.86464646465,1215.62323232323,1330.20202020202,1264.73232323232,1087.91717171717,1239.82222222222,1076.55454545455,1125.32323232323,1176.50404040404,1217.58787878788,1195.46363636364,1090.8303030303,1188.61818181818,1068.05454545455,1144.21616161616,1115.97676767677,1353.50505050505,1171.27575757576,1118.60606060606
"201",1164.73333333333,1127.92222222222,1083.05555555556,1018.78888888889,971.877777777778,1084.6,997.333333333333,1054.05555555556,1144.93333333333,921.088888888889,1201.36666666667,1147.64444444444,1210.68888888889,1159.31111111111,1052.86666666667,1120.3,1041.53333333333,1090.27777777778,1056.98888888889,1097.85,1075.96666666667,1055.78888888889,1153.56666666667,953.055555555556,1087.05555555556,1066.34444444444,1233.98888888889,1051.77777777778,1083.56666666667
"202",1087.86666666667,1094.68333333333,1049.83333333333,941.933333333333,938.633333333333,1051.33333333333,920.466666666667,977.183333333333,1068.06666666667,844.233333333333,1124.48333333333,1073.33333333333,1133.83333333333,1082.45,1019.63333333333,1043.43333333333,1008.28333333333,1057.03333333333,852.866666666667,1021.23333333333,999.1,1022.55,1120.33333333333,876.183333333333,1017.73333333333,983.033333333333,1157.13333333333,974.933333333333,1050.33333333333
"209",991.626111111112,984.458888888889,939.576666666667,845.688888888889,828.417777777778,941.128888888889,824.223333333333,880.945555555556,971.836666666667,747.976666666667,1028.25444444444,977.115555555556,1031.67,986.214444444445,909.407777777778,947.206666666667,898.057777777778,946.82,822.547222222222,924.975555555556,902.856666666667,912.327777777778,1010.10888888889,779.945555555556,919.991111111111,890.705555555556,1060.88888888889,878.665555555556,940.095555555556
"211",1774.875,1721.9625,1677.1,1628.9625,1565.95,1678.65,1607.4875,1664.1875,1755.0875,1531.2375,1811.5125,1768.25,1820.8625,1769.475,1646.95,1730.475,1635.5875,1684.35,1667.15,1708.2375,1686.1125,1649.85,1747.65,1563.1875,1703.2375,1675.0125,1844.15,1661.9125,1677.6375
"212",1705.10909090909,1659.80909090909,1614.92727272727,1559.17272727273,1503.79090909091,1616.50909090909,1537.70909090909,1594.41818181818,1685.30909090909,1461.43636363636,1741.72727272727,1690.59090909091,1751.08181818182,1699.7,1584.79090909091,1660.69090909091,1573.41818181818,1622.19090909091,1597.36363636364,1638.43636363636,1616.32727272727,1587.7,1685.49090909091,1493.41818181818,1641.09090909091,1612.82727272727,1774.36363636364,1592.12727272727,1615.48181818182
"219",1749.49851485148,1704.13712871287,1659.25346534653,1603.55792079208,1548.1004950495,1660.80742574258,1582.09950495049,1638.81633663366,1729.71039603961,1505.84356435644,1786.12673267327,1735.07970297029,1795.45693069307,1744.08960396039,1629.08465346535,1705.07574257425,1617.73613861387,1666.49653465347,1631.89900990099,1682.84356435644,1660.72722772277,1632.0103960396,1729.78762376238,1537.81633663366,1685.3905940594,1657.15445544554,1818.75148514852,1636.53465346535,1659.77524752475
"221",1673.88888888889,1880.3,1835.41111111111,1562.93333333333,1724.25555555556,1698.97777777778,1587.17777777778,1598.2,1635.75555555556,1505.53333333333,1644.91111111111,1694.35555555556,1569.14444444444,1703.47777777778,1805.24444444444,1620.67777777778,1793.9,1670.56666666667,1375.24444444444,1642.21111111111,1620.1,1808.17777777778,1743.34444444444,1542.9,1638.75555555556,1670.41111111111,1604.24444444444,1551.81111111111,1835.93333333333
"222",1603.05,1793.35,1748.45,1492.1,1637.35,1628.15,1516.35,1527.35,1564.95,1434.7,1574.05,1623.55,1498.3,1632.65,1718.3,1549.85,1706.95,1599.75,1304.4,1571.4,1549.25,1721.25,1672.55,1472.05,1567.95,1599.55,1533.4,1480.95,1749
"223",1742.81,1943.88,1899,1631.88,1787.82,1776.34,1662.64,1667.14,1704.68,1574.47,1713.85,1763.28,1638.08,1772.4,1868.82,1689.58,1857.47,1739.48,1444.18,1711.17,1689.045,1871.735,1812.28,1618.36,1707.68,1739.35,1673.18,1620.77,1899.52
"229",1571.00581395349,1760.81279069768,1715.92209302326,1458.43488372093,1604.76627906977,1602.31860465117,1487.42325581395,1493.7,1528.05348837209,1401.75930232558,1537.20348837209,1589.85697674419,1461.44418604651,1598.96860465116,1685.7534883721,1515.51976744186,1674.41279069768,1568.68837209303,1267.53255813954,1537.71627906977,1515.60348837209,1688.68023255814,1640.80697674419,1443.14302325582,1534.25581395349,1564.22209302326,1496.53255813954,1444.11162790697,1716.44302325582
"230",2729.246875,2607.971875,2563.090625,2583.309375,2451.925,2564.628125,2557.340625,2618.578125,2709.459375,2485.596875,2765.890625,2660.621875,2775.203125,2709.734375,2532.915625,2684.81875,2521.578125,2570.31875,2621.509375,2662.596875,2640.484375,2535.828125,2633.615625,2513.078125,2589.215625,2560.996875,2798.509375,2616.296875,2563.609375
"241",2237.3,2143.02142857143,2098.12142857143,2091.35,1986.98571428571,2099.7,2069.9,2126.62142857143,2217.51428571429,1993.65,2273.92142857143,2195.68571428572,2283.25,2231.9,2067.98571428571,2192.9,2056.62142857143,2105.4,2129.55,2170.65,2148.52142857143,2070.9,2168.67857142857,2025.62142857143,2124.27142857143,2096.05,2306.55,2124.32142857143,2098.65
"242",2231.38,2137.1,2092.22,2085.46,1981.06,2093.78,2063.98,2120.7,2211.6,1987.74,2268.02,2189.76,2277.36,2225.98,2062.06,2186.96,2050.7,2099.46,2123.66,2164.72,2142.6,2064.98,2162.76,2019.7,2118.36,2090.12,2300.66,2118.42,2092.76
"249",2256.075,2162.64166666667,2117.76666666667,2110.15,2006.59166666667,2119.29166666667,2088.69166666667,2145.425,2236.30833333333,2012.44166666667,2292.73333333333,2215.28333333333,2302.05,2250.66666666667,2087.575,2211.65833333333,2076.25,2124.98333333333,2148.35,2189.45,2167.325,2090.49166666667,2188.275,2044.425,2143.88333333333,2115.66666666667,2325.35,2143.13333333333,2118.275
"251",2549.5125,2428.2375,2383.35,2403.575,2272.2,2384.9125,2377.625,2438.85,2529.725,2305.875,2586.15,2480.9,2595.4875,2530,2353.1875,2505.1,2341.85,2390.6,2441.775,2482.875,2460.75,2356.1125,2453.8875,2333.35,2409.5,2381.275,2618.775,2436.5625,2383.8875
"259",2498.1,2376.83333333333,2331.95,2352.16666666667,2220.76666666667,2333.48333333333,2326.18333333333,2387.43333333333,2478.3,2254.45,2534.73333333333,2429.48333333333,2544.06666666667,2478.58333333333,2301.76666666667,2453.68333333333,2290.43333333333,2339.18333333333,2390.36666666667,2431.45,2409.35,2304.68333333333,2402.46666666667,2281.93333333333,2358.06666666667,2329.85,2567.36666666667,2385.15,2332.45
"261",1823.17,1701.9,1657.01,1677.22,1545.84,1658.55,1651.28,1712.5,1803.39,1579.51,1859.81,1754.55,1869.13,1803.65,1626.84,1778.74,1615.5,1664.24,1715.42,1756.51,1734.4,1629.76,1727.53,1607,1683.13,1654.91,1892.42,1710.21,1657.53
"262",1740.6625,1619.375,1574.5,1594.725,1463.3625,1576.0625,1568.775,1629.975,1720.875,1497.0125,1777.275,1672.0625,1786.6375,1721.1625,1544.35,1696.25,1532.975,1581.75,1632.9375,1674.0125,1651.875,1547.2625,1645.05,1524.475,1600.65,1572.4,1809.9375,1627.7,1575.0375
"269",1828.49,1699.37923076923,1655.74538461538,1682.55615384615,1551.17153846154,1663.88230769231,1656.58692307692,1717.81615384615,1808.70538461538,1584.84,1865.12230769231,1759.87461538462,1874.45,1808.98384615385,1632.16076923077,1784.07307692308,1620.81615384615,1669.57307692308,1720.75461538462,1761.84,1739.71923076923,1635.08230769231,1732.86692307692,1612.31615384615,1688.46692307692,1660.23153846154,1897.75461538462,1715.53153846154,1662.84846153846
"271",1469.83684210526,1319.97368421053,1279.36315789474,1323.90526315789,1156.92105263158,1269.63684210526,1262.35263157895,1359.16842105263,1450.06315789474,1226.20526315789,1506.47894736842,1365.62105263158,1515.80526315789,1414.73157894737,1237.92105263158,1425.41052631579,1226.58421052632,1275.32105263158,1362.10526315789,1377.80526315789,1381.07368421053,1240.82631578947,1338.62105263158,1218.08421052632,1294.22105263158,1266.01052631579,1539.10526315789,1356.88421052632,1268.62105263158
"279",1447.47794117647,1246.99852941176,1209.09264705882,1278.64264705882,1104.70147058824,1231.50588235294,1210.11323529412,1314.11176470588,1440.55294117647,1216.69852941176,1484.11176470588,1331.18970588235,1500.56029411765,1384.12794117647,1185.68970588235,1408.52352941176,1174.33529411765,1239.19705882353,1352.60735294118,1338.52352941176,1364.16470588235,1188.60882352941,1302.31764705882,1165.83529411765,1263.61029411765,1213.75294117647,1516.74705882353,1347.38382352941,1224.63529411765
"280",1720.1768292683,1766.31463414634,1721.43658536586,1590.03963414634,1610.2756097561,1714.56829268292,1611.32195121952,1625.29512195122,1666.98780487805,1511.42682926829,1677.16585365854,1721.45670731707,1598.17073170732,1730.55975609756,1691.26829268292,1668.38841463414,1679.91463414634,1685.89695121951,1404.26097560975,1669.33170731708,1647.20487804878,1694.18292682926,1753.40975609756,1567.04756097561,1669.84024390244,1687.99878048781,1633.26097560975,1582.59390243902,1721.96036585366
"291",1200.36923076923,1123.13076923077,1078.23846153846,1054.45384615385,967.092307692308,1079.8,1032.63846153846,1089.7,1180.58461538462,956.730769230769,1237,1166.53846153846,1246.34615384615,1191.68461538462,1048.08461538462,1155.96153846154,1036.73076923077,1085.49230769231,1092.65384615385,1133.73076923077,1111.6,1050.99230769231,1148.78461538462,988.361538461539,1104.38461538462,1076.13846153846,1269.65384615385,1087.41538461538,1078.78461538462
"292",1403.2375,1354.7625,1309.875,1257.275,1198.725,1311.4375,1235.8375,1292.5375,1383.4375,1159.575,1439.85,1388.7375,1449.1875,1397.8375,1279.7125,1358.8375,1268.35,1317.1375,1289.5875,1336.575,1314.4625,1282.6375,1380.4125,1191.5375,1336,1307.775,1472.4875,1290.2625,1310.4
"299",1351.1085106383,1289.87340425532,1244.99255319149,1205.16382978723,1133.83723404255,1246.54361702128,1183.20425531915,1240.42659574468,1331.3170212766,1107.45425531915,1387.7414893617,1322.52765957447,1380.98829787234,1342.41382978723,1214.82553191489,1306.68829787234,1203.47340425532,1252.23617021277,1204.4829787234,1284.45425531915,1262.33829787234,1217.74787234043,1315.52765957447,1138.92234042553,1267.72978723404,1242.89361702128,1418.02127659574,1238.14893617021,1245.5085106383
"300",846.8875,587.164285714286,555.825,734.798214285714,626.441071428571,605.189285714286,703.864285714286,770.855357142857,903.176785714286,812.417857142857,883.521428571428,723.160714285714,922.655357142857,783.778571428571,615.053571428571,823.576785714286,577.285714285714,627.766071428571,922.980357142857,736.569642857143,779.219642857143,636.5375,689.269642857143,697.828571428571,663.269642857143,661.683928571429,916.155357142857,837.594642857143,589.707142857143
"311",1088,966.716666666667,921.833333333333,942.066666666667,810.683333333333,923.383333333333,916.1,977.316666666667,1068.21666666667,844.35,1124.63333333333,1019.38333333333,1133.98333333333,1068.5,891.683333333333,1043.58333333333,880.316666666667,929.083333333333,980.266666666667,1021.35,999.233333333333,894.6,992.383333333333,871.816666666667,947.983333333333,919.733333333333,1157.26666666667,975.033333333333,922.366666666667
"319",950.635632183908,827.849425287356,782.972413793104,804.53448275862,671.811494252874,784.525287356322,774.447126436782,839.801149425288,931.565517241379,707.703448275862,987.265517241379,880.11724137931,996.930459770115,927.12183908046,752.79540229885,906.933333333334,741.444827586207,790.20459770115,843.614942528736,878.377011494253,862.582758620689,755.72183908046,853.496551724138,730.157471264368,809.093103448276,780.868965517241,1019.89195402299,838.396551724138,783.489655172414
"321",265.25,492.9,493.6,436.45,573.85,429.35,494.7,437.6,317.95,509.7,233.2,342.55,287.1,289.85,454.7,319.95,518.2,408.6,535.8,368.7,347.8,443.1,400.4,538,393.85,429.1,210.3,388.5,448.5
"329",384.94,454.973333333333,473.66,523.4,603.5,444.96,543.093333333333,551.813333333333,487.846666666667,625.28,415.106666666667,423.98,484.833333333333,379.666666666667,475.32,479.346666666667,542.806666666667,430.926666666667,714.94,501.646666666667,485.193333333333,467.766666666667,411.933333333333,586.4,456.326666666667,469.26,430.52,535.44,464.153333333333
"331",2535.38,2414.1,2369.22,2389.44,2258.06,2370.78,2363.48,2424.7,2515.58,2291.74,2572,2466.76,2581.34,2515.86,2339.04,2490.94,2327.7,2376.44,2427.64,2468.74,2446.62,2341.98,2439.74,2319.2,2395.34,2367.14,2604.64,2422.44,2369.74
"339",2520.42,2399.12,2354.24,2374.48,2243.1,2355.82,2348.52,2409.72,2500.62,2276.78,2557.04,2451.8,2566.38,2500.92,2324.1,2476,2312.72,2361.5,2412.68,2453.78,2431.64,2327,2424.78,2304.22,2380.4,2352.16,2589.68,2407.46,2354.78
