"SCTG","PctEmpty","N"
1,0.294634809006801,13
2,0.212079268719588,10
3,0.11592516848765,28
4,0.352820816199151,15
5,0.112861236163172,10
6,0.19469530707023,15
7,0.125807226438917,53
8,0.209453973305391,4
9,0.220797674677544,0
10,0.345868222703136,6
11,0.190561866838833,12
12,0.444617773408193,65
13,0.382289317879428,9
14,0.330631811974,2
15,0.362391660847527,13
16,0.411406611770122,0
17,0.405256894636644,4
18,0.30780628855648,9
19,0.440223387569747,12
20,0.319153846071907,8
21,0.163003296356002,1
22,0.381398011930285,5
23,0.329297413853261,1
24,0.259173648542417,5
25,0.430737531709114,4
26,0.310972062270205,27
27,0.207833893632727,1
28,0.216947168869503,1
29,0.142965266998763,2
30,0.150707615637309,6
31,0.389385933137857,60
32,0.198609414824218,19
33,0.287843437359467,53
34,0.349562642169392,31
35,0.159588441529491,7
36,0.320499530635893,27
37,0.179037995207116,5
38,0.253528170079209,1
39,0.106709247220949,18
40,0.181207053310353,191
41,0.231597258021986,45
43,0.0740697284481755,178
99,0.312182008913623,14
