Value,Area,Fwy,Art,Other
BusVmt,Logan,,,
TruckVmt,Logan,,,
BusVmt,SaltLakeCityWestValleyCity,,,
TruckVmt,SaltLakeCityWestValleyCity,,,
BusVmt,StGeorge,,,
TruckVmt,StGeorge,,,
