"SCTG","Payload","N"
1,12.2468285097997,9
2,7.00858241748748,10
3,13.4016197540065,26
4,10.9425908461613,13
5,15.3568767024241,9
6,11.3593338312249,13
7,14.9635171850528,47
8,10.2941785681165,3
9,12.5303662811142,0
10,12.7559630168912,6
11,17.9489834584029,11
12,17.795017962675,64
13,14.57148120894,9
14,19.7343283246373,1
15,48.3060615545178,13
16,14.0428921341034,0
17,24.3515448152176,4
18,11.7399553387464,9
19,9.3205966594687,9
20,14.6935220971178,8
21,5.12434471305138,1
22,9.93234871988097,3
23,12.2174191704086,1
24,9.66549316294252,4
25,17.5629107877451,4
26,7.13793054076181,24
27,16.5382555630002,1
28,13.1552492378572,1
29,5.51350467372506,2
30,10.307661585523,4
31,15.0856725088598,55
32,14.3548737678854,17
33,5.16787775974439,46
34,16.9295938152905,24
35,6.91185118160956,6
36,6.57333921450836,22
37,17.1134794135312,4
38,4.51852664992441,1
39,9.20062105364049,14
40,8.65534467964321,173
41,9.36064728153701,42
43,18.8132642119809,170
99,9.6590523740501,14
