,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.266529733959311
0-0-0-0-0-2,0,0,0,0,0,0.467331768388106
0-0-0-0-1-0,0,0,0,0,0.115332244008715,0
0-0-0-0-1-1,0,0,0,0,0.0976307189542484,0.0701291079812207
0-0-0-0-1-2,0,0,0,0,0.00326797385620915,0.00479264475743349
0-0-0-0-2-0,0,0,0,0,0.307325708061002,0
0-0-0-0-2-1,0,0,0,0,0.00462962962962963,0.00166275430359937
0-0-0-0-2-2,0,0,0,0,0.000816993464052288,0.000684663536776213
0-0-0-1-0-0,0,0,0,0.0787512995263948,0,0
0-0-0-1-0-1,0,0,0,0.00901004967078665,0,0.0305164319248826
0-0-0-1-0-2,0,0,0,0.00537137576527665,0,0.0367762128325509
0-0-0-1-1-0,0,0,0,0.0215432597897655,0.101579520697168,0
0-0-0-1-1-1,0,0,0,0.00202148550306111,0.00953159041394335,0.00684663536776213
0-0-0-1-1-2,0,0,0,0.000115513457317778,0.000544662309368192,0.000782472613458529
0-0-0-1-2-0,0,0,0,0.00207924223172,0.0196078431372549,0
0-0-0-1-2-1,0,0,0,5.77567286588888e-05,0.000544662309368192,0.000195618153364632
0-0-0-2-0-0,0,0,0,0.115571214046436,0,0
0-0-0-2-0-1,0,0,0,0.00349428208386277,0,0.00567292644757434
0-0-0-2-0-2,0,0,0,0.00190597204574333,0,0.00625978090766823
0-0-0-2-1-0,0,0,0,0.00311886334757999,0.0068082788671024,0
0-0-0-2-1-1,0,0,0,0.000577567286588888,0.00122549019607843,0.000880281690140845
0-0-0-2-2-0,0,0,0,0.000635324015247776,0.00272331154684096,0
0-0-0-2-2-2,0,0,0,0.000202148550306111,0.000272331154684096,0.000293427230046948
0-0-1-0-0-0,0,0,0.0563326827152461,0,0,0
0-0-1-0-0-1,0,0,0.00238559965300369,0,0,0.00430359937402191
0-0-1-0-0-2,0,0,0.00314465408805031,0,0,0.011443661971831
0-0-1-0-1-0,0,0,0.00336152678377792,0,0.00844226579520697,0
0-0-1-0-1-1,0,0,0.0026566905226632,0,0.00667211328976035,0.00479264475743349
0-0-1-0-2-0,0,0,0.00710258078507916,0,0.0356753812636166,0
0-0-1-0-2-1,0,0,0.000379527217523314,0,0.00190631808278867,0.000684663536776213
0-0-1-1-0-0,0,0,0.0291151594014314,0.0155076816449116,0,0
0-0-1-1-0-1,0,0,0.00151810887009326,0.000808594201224443,0,0.00273865414710485
0-0-1-1-0-2,0,0,0.00054218173931902,0.000288783643294444,0,0.00205399061032864
0-0-1-1-1-0,0,0,0.00699414443721535,0.00372530899849832,0.0175653594771242,0
0-0-1-1-1-1,0,0,0.000596399913250922,0.000317662007623888,0.00149782135076253,0.00107589984350548
0-0-1-1-1-2,0,0,5.4218173931902e-05,2.88783643294444e-05,0.000136165577342048,0.000195618153364632
0-0-1-1-2-0,0,0,0.00103014530470614,0.000548688922259443,0.00531045751633987,0
0-0-1-1-2-1,0,0,0.000108436347863804,5.77567286588888e-05,0.000544662309368192,0.000195618153364632
0-0-1-2-0-0,0,0,0.019355888093689,0.0211100843248238,0,0
0-0-1-2-0-1,0,0,0.000216872695727608,0.000375418736282777,0,0.000391236306729264
0-0-1-2-0-2,0,0,0.000108436347863804,0.000115513457317778,0,0.000391236306729264
0-0-1-2-1-0,0,0,0.000704836261114726,0.000866350929883331,0.00177015250544662,0
0-0-1-2-1-1,0,0,0.000108436347863804,0.000115513457317778,0.000272331154684096,0.000195618153364632
0-0-1-2-2-0,0,0,5.4218173931902e-05,0.000115513457317778,0.000272331154684096,0
0-0-2-0-0-0,0,0,0.229613966601605,0,0,0
0-0-2-0-0-1,0,0,0.00184341791368467,0,0,0.00136932707355243
0-0-2-0-0-2,0,0,0.00103014530470614,0,0,0.00176056338028169
0-0-2-0-1-0,0,0,0.00233138147907178,0,0.00258714596949891,0
0-0-2-0-1-1,0,0,0.00124701800043375,0,0.00136165577342048,0.000978090766823161
0-0-2-0-1-2,0,0,0.000108436347863804,0,0.000136165577342048,0.000195618153364632
0-0-2-0-2-0,0,0,0.00509650834959879,0,0.011437908496732,0
0-0-2-1-0-0,0,0,0.0133918889611798,0.00300334989026222,0,0
0-0-2-1-0-1,0,0,0.00054218173931902,0.000144391821647222,0,0.000489045383411581
0-0-2-1-1-0,0,0,0.00601821730644112,0.00150167494513111,0.00708061002178649,0
0-0-2-1-1-1,0,0,0.00027109086965951,5.77567286588888e-05,0.000272331154684096,0.000195618153364632
0-0-2-1-2-0,0,0,0.00054218173931902,0.000144391821647222,0.00136165577342048,0
0-0-2-2-0-0,0,0,0.0148015614834092,0.00739286126833776,0,0
0-0-2-2-0-1,0,0,0.000108436347863804,5.77567286588888e-05,0,9.78090766823161e-05
0-0-2-2-1-0,0,0,0.000596399913250922,0.000317662007623888,0.00068082788671024,0
0-0-2-2-2-0,0,0,0.000108436347863804,5.77567286588888e-05,0.000272331154684096,0
0-1-0-0-0-0,0,0.0571843514568394,0,0,0,0
0-1-0-0-0-1,0,0.00163383861305256,0,0,0,0.00176056338028169
0-1-0-0-0-2,0,0.00254152673141509,0,0,0,0.0054773082942097
0-1-0-0-1-0,0,0.00335844603794136,0,0,0.00503812636165577,0
0-1-0-0-1-1,0,0.00208768267223382,0,0,0.0031318082788671,0.00224960876369327
0-1-0-0-1-2,0,0.000181537623672506,0,0,0.000272331154684096,0.000391236306729264
0-1-0-0-2-0,0,0.00717073613506399,0,0,0.0215141612200436,0
0-1-0-0-2-1,0,0.000181537623672506,0,0,0.000544662309368192,0.000195618153364632
0-1-0-1-0-0,0,0.023690659889262,0,0.00753725308998498,0,0
0-1-0-1-0-1,0,0.0015430698012163,0,0.000490932193600554,0,0.00166275430359937
0-1-0-1-0-2,0,0.000816919306526278,0,0.000259905278964999,0,0.00176056338028169
0-1-0-1-1-0,0,0.0112553326676954,0,0.0035809171768511,0.0168845315904139,0
0-1-0-1-1-1,0,0.000272306435508759,0,8.66350929883331e-05,0.000408496732026144,0.000293427230046948
0-1-0-1-1-2,0,0.000181537623672506,0,5.77567286588888e-05,0.000272331154684096,0.000391236306729264
0-1-0-1-2-0,0,0.000998456930198784,0,0.000317662007623888,0.00299564270152505,0
0-1-0-1-2-1,0,9.07688118362531e-05,0,2.88783643294444e-05,0.000272331154684096,9.78090766823161e-05
0-1-0-2-0-0,0,0.0601797222474358,0,0.0387836432944438,0,0
0-1-0-2-0-1,0,0.00172460742488881,0,0.00118401293750722,0,0.00185837245696401
0-1-0-2-0-2,0,9.07688118362531e-05,0,8.66350929883331e-05,0,0.000195618153364632
