,Auto,LightTruck
0,0.0122918365356309,0.0337152108834452
1,0.0781192232899829,0.107281713713399
2,0.143925153359717,0.180308675242457
3,0.209442629844752,0.251974931805138
4,0.274322983211935,0.321544014994427
5,0.338255245573432,0.388539902184461
6,0.401023642115013,0.452711609187531
7,0.462452653009037,0.513815926217544
8,0.522222295844792,0.571506361644876
9,0.580029296744817,0.625375598251761
10,0.635571048394783,0.675154898956593
11,0.68840779557627,0.720754261639683
12,0.737892980488991,0.762143828201603
13,0.783239745979001,0.799341650494158
14,0.823729930342561,0.832379210184905
15,0.858906015652227,0.861272276292572
16,0.888582235157412,0.8860081739696
17,0.912833221048041,0.906607024765508
18,0.931992746276749,0.923263201954434
19,0.946676511513245,0.936397329373165
20,0.957702893814167,0.946639913114194
21,0.965932903951918,0.954711630548323
22,0.972139472532419,0.961282243124009
23,0.976935460237964,0.966857991862984
24,0.980765295968458,0.971740442602691
25,0.983942090886779,0.976114800387853
26,0.986692159607779,0.980123823813304
27,0.989175982323995,0.983880757495386
28,0.991515101044071,0.987476832248545
29,0.993777410896257,0.990974515921607
30,0.995986793907025,0.994401595509247
31,0.998164720334034,0.997764500819566
32,1,1
