County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
ArkansasCounty,3643,1212,2112,6262,2675,3115
AshleyCounty,4362,1544,2286,7224,2893,3544
BaxterCounty,6205,2106,3489,11514,6540,11659
BentonCounty,52502,14681,29205,76189,21776,26986
BooneCounty,7051,2454,4016,11831,4878,6673
BradleyCounty,2232,769,1347,3660,1459,2041
CalhounCounty,864,424,575,1831,751,923
CarrollCounty,5162,1598,2787,8498,4270,5131
ChicotCounty,2269,739,1385,3684,1574,2149
ClarkCounty,3683,2477,4527,6367,2531,3410
ClayCounty,2938,1080,1516,5185,2144,3220
CleburneCounty,4257,1513,2417,7945,3720,6118
ClevelandCounty,1791,567,927,2833,1155,1416
ColumbiaCounty,4542,2180,3796,7265,2841,3928
ConwayCounty,4216,1463,2388,6916,2698,3592
CraigheadCounty,20334,7570,16087,30632,10080,11740
CrawfordCounty,13563,4405,7240,21077,7430,8233
CrittendenCounty,12187,4056,6515,17096,5571,5477
CrossCounty,3608,1322,1904,5978,2299,2759
DallasCounty,1570,524,831,2538,1179,1474
DeshaCounty,2821,905,1499,4104,1709,1970
DrewCounty,3602,1566,2694,5735,2177,2735
FaulknerCounty,23273,8626,22335,36620,11065,11318
FranklinCounty,3636,1315,2009,5831,2327,3007
FultonCounty,2097,761,1025,3678,1942,2742
GarlandCounty,16414,6034,10227,29525,13726,20098
GrantCounty,3543,1189,2051,6259,2220,2591
GreeneCounty,8846,2890,5049,14275,4996,6034
HempsteadCounty,4962,1525,2649,7351,2726,3396
HotSpringCounty,6203,2339,3860,10858,4499,5164
HowardCounty,3023,950,1584,4473,1655,2104
IndependenceCounty,7354,2464,4506,12010,4583,5730
IzardCounty,2150,767,1227,4245,2078,3229
JacksonCounty,3088,1058,2287,6396,2312,2856
JeffersonCounty,15193,5987,10876,25276,9848,10255
JohnsonCounty,5266,1934,3416,8210,2965,3749
LafayetteCounty,1427,566,764,2389,1016,1483
LawrenceCounty,3284,1268,1992,5529,2182,3160
LeeCounty,1748,694,1370,3606,1399,1607
LincolnCounty,2237,861,2227,5449,1602,1758
LittleRiverCounty,2567,884,1368,4261,1838,2253
LoganCounty,4402,1688,2251,7234,2936,3842
LonokeCounty,15733,4709,8660,24350,7279,7625
MadisonCounty,3101,1111,1620,5273,2160,2452
MarionCounty,2384,957,1363,5025,2960,3964
MillerCounty,8863,2839,5925,14512,5341,5982
MississippiCounty,10880,3467,5943,15148,5357,5685
MonroeCounty,1458,618,797,2533,1202,1541
MontgomeryCounty,1626,590,809,2912,1424,2126
NevadaCounty,1762,610,987,2816,1234,1588
NewtonCounty,1431,493,799,2560,1346,1701
OuachitaCounty,5038,1741,2880,8304,3706,4451
PerryCounty,1933,740,1087,3541,1397,1747
PhillipsCounty,4956,1843,2502,6507,2695,3254
PikeCounty,2242,812,1195,3695,1385,1962
PoinsettCounty,4941,1708,2756,8092,3186,3900
PolkCounty,4073,1346,1966,6299,2953,4025
PopeCounty,11776,5465,10025,19366,7009,8113
PrairieCounty,1505,583,833,2827,1250,1717
PulaskiCounty,77439,23816,57101,131857,46627,45908
RandolphCounty,3397,1234,1951,5682,2344,3361
StFrancisCounty,5533,1863,3636,10315,3464,3447
SalineCounty,21877,6678,12187,37247,13254,15875
ScottCounty,2363,827,1254,3485,1389,1915
SearcyCounty,1384,455,769,2519,1323,1745
SebastianCounty,26616,8858,16974,42158,14620,16518
SevierCounty,4242,1331,2134,5414,1790,2147
SharpCounty,3013,1090,1472,4964,2591,4134
StoneCounty,2127,684,1070,3734,1953,2826
UnionCounty,8266,2765,4762,13828,5537,6481
VanBurenCounty,2886,1021,1617,5344,2504,3923
WashingtonCounty,43655,16344,39156,65044,19225,19641
WhiteCounty,15309,6204,11646,24562,8507,10848
WoodruffCounty,1361,470,723,2295,1118,1293
YellCounty,4840,1578,2588,7166,2596,3417
