County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
BeaverheadCounty,1452,789,1300,2713,1427,1565
BigHornCounty,3609,1057,1701,3771,1437,1290
BlaineCounty,1645,503,754,1926,786,877
BroadwaterCounty,1024,362,447,1899,883,997
CarbonCounty,1577,585,740,3472,1809,1895
CarterCounty,153,72,109,347,210,269
CascadeCounty,15393,5365,11852,25725,10302,12690
ChouteauCounty,1259,433,571,1702,840,1008
CusterCounty,2124,864,1350,3676,1641,2044
DanielsCounty,299,93,122,511,291,435
DawsonCounty,1538,612,1068,2822,1320,1606
DeerLodgeCounty,1365,671,963,2993,1524,1782
FallonCounty,564,162,322,935,403,504
FergusCounty,1880,672,1017,3599,1928,2490
FlatheadCounty,17500,5910,9959,30780,13676,13103
GallatinCounty,15889,6529,18691,30062,9872,8470
GarfieldCounty,239,56,94,356,213,248
GlacierCounty,3548,1115,1765,4189,1368,1414
GoldenValleyCounty,145,71,63,260,156,189
GraniteCounty,425,151,207,916,627,753
HillCounty,3609,1231,2279,4916,2023,2038
JeffersonCounty,2072,795,802,3968,2164,1605
JudithBasinCounty,333,134,157,660,357,431
LakeCounty,6068,1961,3056,8595,4232,4834
LewisandClarkCounty,11948,4134,7710,21295,9551,8757
LibertyCounty,411,160,259,738,309,462
LincolnCounty,3113,1180,1572,6107,3675,4040
McConeCounty,287,103,134,525,303,382
MadisonCounty,1107,384,648,2400,1540,1612
MeagherCounty,277,128,150,565,343,428
MineralCounty,614,238,351,1304,790,926
MissoulaCounty,18188,7827,21845,35114,13868,12457
MusselshellCounty,750,275,298,1444,917,854
ParkCounty,2536,791,1357,5716,2647,2589
PetroleumCounty,92,35,25,166,73,103
PhillipsCounty,773,299,325,1350,643,863
PonderaCounty,1274,400,614,1902,802,1161
PowderRiverCounty,274,123,118,520,312,396
PowellCounty,948,393,826,2619,1089,1152
PrairieCounty,172,50,80,316,254,307
RavalliCounty,7171,2521,3331,12757,6704,7728
RichlandCounty,1845,692,1036,3374,1351,1448
RooseveltCounty,2715,929,1363,3148,1144,1126
RosebudCounty,2257,733,1016,2891,1278,1058
SandersCounty,1832,735,837,3331,2222,2456
SheridanCounty,518,187,260,1045,592,782
SilverBowCounty,5873,2450,4516,11069,4678,5614
StillwaterCounty,1696,571,695,3085,1575,1495
SweetGrassCounty,674,233,243,1163,584,754
TetonCounty,1125,421,497,1896,873,1261
TooleCounty,877,348,646,1956,758,739
TreasureCounty,101,44,52,232,118,171
ValleyCounty,1366,494,590,2261,1133,1525
WheatlandCounty,413,147,194,623,343,448
WibauxCounty,175,56,88,291,164,243
YellowstoneCounty,29200,9450,20196,49522,18736,20868
