"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AbbevilleCounty",32,0,45,191,3107,84,401,34,73,107,10,87,3,250,924,616,0,306,106,469
"AikenCounty",190,114,483,3790,6779,1095,6274,1249,522,2101,372,3981,98,8582,5438,5811,918,4939,1275,2836
"AllendaleCounty",133,0,17,24,657,87,130,160,27,43,0,56,0,25,441,382,2,53,37,375
"AndersonCounty",109,26,302,2378,12673,2356,9459,1124,631,1041,441,1660,270,3793,6489,10269,674,6817,1600,2036
"BambergCounty",117,0,111,57,719,60,424,16,4,185,2,85,10,75,842,576,3,165,76,272
"BarnwellCounty",153,0,2,219,1434,84,666,40,36,57,79,163,3,818,717,829,14,340,203,350
"BeaufortCounty",317,3,400,3227,747,761,8479,632,450,1474,2189,2436,966,4304,4507,7189,2167,11018,3412,2255
"BerkeleyCounty",79,158,1737,3556,5174,2174,7234,3113,1304,965,610,5170,28,1662,4504,2492,574,4309,1587,2378
"CalhounCounty",193,0,67,516,925,178,173,151,1,34,22,85,0,130,301,298,30,93,77,415
"CharlestonCounty",188,19,1256,10235,15599,5918,26711,8394,4719,6329,4428,15187,1883,21647,19743,35583,4169,29528,6048,10237
"CherokeeCounty",69,12,162,658,6132,709,2599,1087,93,268,230,218,26,703,2392,1690,185,1618,370,613
"ChesterCounty",67,0,90,502,2398,522,835,399,133,148,33,329,3,102,901,535,33,514,213,683
"ChesterfieldCounty",255,62,96,560,4884,505,1226,982,74,202,29,138,62,383,1479,1711,22,870,217,916
"ClarendonCounty",332,0,4,114,401,75,1115,81,40,195,26,238,7,234,773,1387,61,606,245,663
"ColletonCounty",440,15,58,381,770,221,1233,89,108,265,139,186,3,676,1078,1768,110,1175,366,872
"DarlingtonCounty",189,0,783,764,4173,926,2361,453,66,459,80,369,329,1561,1821,2680,324,1416,1101,1076
"DillonCounty",169,0,5,122,1880,285,1270,636,16,182,51,172,3,207,1011,1122,34,771,92,569
"DorchesterCounty",69,19,171,1767,4442,605,3866,631,276,586,380,892,88,2584,4796,2700,593,2983,1217,1973
"EdgefieldCounty",732,17,73,173,1107,192,557,592,22,104,32,79,0,285,605,522,44,297,301,498
"FairfieldCounty",34,4,1160,284,2829,557,581,44,66,60,11,564,16,241,783,712,31,243,86,458
"FlorenceCounty",204,14,63,1605,5984,2471,8423,1845,729,2686,786,2514,712,3340,4763,13552,596,6668,1592,3070
"GeorgetownCounty",503,3,76,1318,2308,317,2334,263,98,418,421,736,16,1228,1638,3830,920,2990,647,1020
"GreenvilleCounty",125,64,1015,11229,29680,13417,29774,6216,7007,9768,3189,15387,5208,35765,18241,33542,3155,22557,5875,6452
"GreenwoodCounty",61,15,275,904,5152,821,3166,405,183,533,202,527,401,2120,3068,5300,355,2379,431,1158
"HamptonCounty",264,0,22,213,733,174,652,123,28,68,21,184,74,59,593,445,10,328,150,757
"HorryCounty",144,21,506,5139,2790,2447,20232,1276,2062,2592,4384,4689,506,5965,9088,10512,4856,28089,2729,5459
"JasperCounty",133,0,157,925,246,277,1364,138,20,110,59,159,6,432,645,1275,21,555,196,591
"KershawCounty",453,123,54,914,2994,173,2802,534,95,387,68,452,42,638,1559,2284,229,1278,441,705
"LancasterCounty",27,8,125,806,2975,601,2579,143,457,739,124,2288,529,1256,1964,2570,81,1601,544,1423
"LaurensCounty",91,19,297,705,6714,484,1484,1354,167,250,30,829,22,638,1924,1906,293,1118,293,1628
"LeeCounty",139,0,2,96,453,76,447,187,0,53,10,156,2,161,429,465,3,260,112,703
"LexingtonCounty",854,135,2756,5511,10417,7045,17065,7143,1804,3055,1937,4740,1324,7814,11388,16459,705,11454,3369,4379
"McCormickCounty",22,0,16,62,156,16,92,0,8,11,1,9,0,53,177,304,17,31,8,480
"MarionCounty",73,7,29,160,728,125,1130,199,20,341,48,94,12,200,921,1146,17,453,109,496
"MarlboroCounty",71,19,54,142,2369,198,715,64,28,94,59,57,1,147,695,609,3,251,162,525
"NewberryCounty",479,0,70,689,4562,293,1274,243,70,171,68,175,22,415,1244,1473,134,934,211,795
"OconeeCounty",97,2,1833,1123,5575,532,2717,98,346,523,118,603,11,1666,1751,2758,306,1727,685,880
"OrangeburgCounty",536,0,343,745,7181,669,4900,995,172,710,285,463,109,812,4156,3150,244,3319,434,1331
"PickensCounty",65,19,377,1275,5697,461,4552,123,268,584,244,860,148,1028,8524,3518,393,4230,868,1608
"RichlandCounty",714,66,912,6643,9780,7258,20510,1904,4154,21824,3260,11600,1578,18692,18784,28767,2754,20490,6439,29507
"SaludaCounty",421,3,19,121,2186,113,277,78,2,48,10,105,1,48,316,492,78,126,44,259
"SpartanburgCounty",146,136,518,6424,25727,7887,16208,6713,1339,3481,1299,4515,2041,8511,10201,14702,1075,11686,2979,3200
"SumterCounty",251,0,118,2106,5892,837,4492,724,245,820,277,1083,206,2484,3377,6215,254,3110,1193,2257
"UnionCounty",95,2,77,170,1465,102,833,761,35,211,41,119,9,398,798,903,9,502,170,636
"WilliamsburgCounty",250,0,155,577,2469,199,741,171,83,168,20,147,196,1074,1096,859,8,287,250,596
"YorkCounty",413,33,1636,3167,10871,4368,10834,1499,1613,5410,1053,3109,713,7682,9528,8367,1861,8154,2039,3587
