Msa,Fwy,Art
Chattanooga,0,0
Clarksville,0,0
Cleveland,0,0
Jackson,0,0
JohnsonCity,0,0
Knoxville,0,0
Memphis,0,0
Morristown,0,0
NashvilleDavidson,0,0
