"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.0768375166068422,0.923162483393158,1,11
2,0.510576747880863,0.489423252119137,118,72
3,0.570282414226751,0.429717585773249,28,13
4,0.200067005644606,0.799932994355394,9,20
5,0.0763722238391646,0.923627776160835,0,7
6,0.0669356020950299,0.93306439790497,5,9
7,0.105330062678392,0.894669937321608,7,32
8,0.233455388714992,0.766544611285008,0,1
9,0.134342821827482,0.865657178172518,1,0
10,0.511086890555729,0.488913109444271,1,6
11,0.56728559521384,0.43271440478616,12,5
12,0.571698125222843,0.428301874777156,53,28
13,0.574043705293349,0.425956294706651,5,1
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,2,0
17,0.0512840369554983,0.948715963044502,1,5
18,0.595712731390873,0.404287268609127,6,2
19,0.368669463443245,0.631330536556755,6,5
20,0.153884141884506,0.846115858115494,1,1
21,0.48565728180227,0.51434271819773,0,0
22,0.677387998982824,0.322612001017176,20,5
23,0.220262195048898,0.779737804951102,5,0
24,0.143309869173441,0.856690130826559,2,5
25,0.0733569875384087,0.926643012461591,2,18
26,0.217441083750538,0.782558916249462,19,23
27,0.0664638925860683,0.933536107413932,0,7
28,0.13006920545436,0.86993079454564,1,4
29,0.499509853805331,0.500490146194669,3,1
30,0.122154702334916,0.877845297665084,2,0
31,0.710758570430306,0.289241429569694,33,11
32,0.157046870145478,0.842953129854522,5,5
33,0.467392342794357,0.532607657205643,29,13
34,0.116834126313696,0.883165873686304,12,33
35,0.267488635666556,0.732511364333444,2,1
36,0.246535186826904,0.753464813173096,14,11
37,0.0687078468861626,0.931292153113837,0,4
38,0.301345390186715,0.698654609813286,0,1
39,0.187779510082017,0.812220489917983,2,7
40,0.424251111898705,0.575748888101295,142,84
41,0.905142492613496,0.0948575073865041,47,2
43,0.0951274174283102,0.90487258257169,10,24
99,1,0,11,0
