"SCTG","Payload","N"
1,18.5948086615502,12
2,15.1438376232055,190
3,11.2397073027751,41
4,16.3287788881818,29
5,15.3568767024241,7
6,8.8511911235938,14
7,15.2904935398335,39
8,10.2941785681165,1
9,12.5303662811142,1
10,12.7559630168912,7
11,12.4689941371602,17
12,14.3627750998134,81
13,14.57148120894,6
14,19.7343283246373,0
15,21.9759244651015,0
16,14.0428921341034,2
17,24.3515448152176,6
18,11.7399553387464,8
19,8.07007376948884,11
20,14.6935220971178,2
21,5.12434471305138,0
22,10.669283068974,25
23,12.2174191704086,5
24,9.66549316294252,7
25,24.4244183990363,20
26,8.41603594322405,42
27,16.5382555630002,7
28,13.1552492378572,5
29,5.51350467372506,4
30,10.307661585523,2
31,17.5826869189014,44
32,6.67330424002035,10
33,5.14013163669506,42
34,9.99386318343505,45
35,6.91185118160956,3
36,6.43950160101924,25
37,17.1134794135312,4
38,4.51852664992441,1
39,7.06406860103406,9
40,8.09223867574276,226
41,6.22759071003642,49
43,10.7283559590527,34
99,8.5415328185847,11
