"SCTG","PctEmpty","N"
1,0.602252072230373,14
2,0.41992760465652,197
3,0.281684324465429,44
4,0.333433594533495,33
5,0.199516035193507,8
6,0.148285648830783,15
7,0.163226389305419,50
8,0.209453973305391,2
9,0.220797674677544,1
10,0.345868222703136,7
11,0.33798511396277,17
12,0.429084792146412,88
13,0.382289317879428,6
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,2
17,0.405256894636644,6
18,0.30780628855648,9
19,0.304599468256731,13
20,0.319153846071907,3
21,0.163003296356002,0
22,0.384233137329397,26
23,0.329297413853261,6
24,0.259173648542417,9
25,0.364784544644056,20
26,0.237248063510535,45
27,0.207833893632727,7
28,0.216947168869503,5
29,0.142965266998763,5
30,0.150707615637309,2
31,0.331642752942302,46
32,0.228497016484361,11
33,0.215911494388006,49
34,0.246176706990905,50
35,0.159588441529491,3
36,0.351766396743497,29
37,0.179037995207116,6
38,0.253528170079209,1
39,0.198651658784435,9
40,0.156876219586005,251
41,0.284677800176767,50
43,0.203915480732147,43
99,0.349335291364759,12
