"FAFZone","AitkinCounty","AnokaCounty","BeckerCounty","BeltramiCounty","BentonCounty","BigStoneCounty","BlueEarthCounty","BrownCounty","CarltonCounty","CarverCounty","CassCounty","ChippewaCounty","ChisagoCounty","ClayCounty","ClearwaterCounty","CookCounty","CottonwoodCounty","CrowWingCounty","DakotaCounty","DodgeCounty","DouglasCounty","FaribaultCounty","FillmoreCounty","FreebornCounty","GoodhueCounty","GrantCounty","HennepinCounty","HoustonCounty","HubbardCounty","IsantiCounty","ItascaCounty","JacksonCounty","KanabecCounty","KandiyohiCounty","KittsonCounty","KoochichingCounty","LacquiParleCounty","LakeCounty","LakeoftheWoodsCounty","LeSueurCounty","LincolnCounty","LyonCounty","McLeodCounty","MahnomenCounty","MarshallCounty","MartinCounty","MeekerCounty","MilleLacsCounty","MorrisonCounty","MowerCounty","MurrayCounty","NicolletCounty","NoblesCounty","NormanCounty","OlmstedCounty","OtterTailCounty","PenningtonCounty","PineCounty","PipestoneCounty","PolkCounty","PopeCounty","RamseyCounty","RedLakeCounty","RedwoodCounty","RenvilleCounty","RiceCounty","RockCounty","RoseauCounty","StLouisCounty","ScottCounty","SherburneCounty","SibleyCounty","StearnsCounty","SteeleCounty","StevensCounty","SwiftCounty","ToddCounty","TraverseCounty","WabashaCounty","WadenaCounty","WasecaCounty","WashingtonCounty","WatonwanCounty","WilkinCounty","WinonaCounty","WrightCounty","YellowMedicineCounty"
"11",1179.6,1072.74,1265.74,1297.25,1132.6,1242.39,1017.42,1067.53,1168.1,1085.42,1233.59,1178.56,1090.3,1283.28,1298.28,1231.95,1076.1,1190.78,1052.075,1007.295,1192.95,993.81,923.23,960.42,1025.085,1222.1,1060.62,944.54,1248.4,1099.92,1211.17,1059.52,1119.89,1149,1449.5,1281.52,1231.16,1184.7,1339.9,1024.89,1155.15,1169.48,1107.6,1300.02,1379.1,1022.31,1121.52,1124.81,1156.09,942.79,1107.1,1040,1084.87,1311.08,985.655,1240.92,1347.86,1130.95,1128.56,1350.1,1191.15,1049.43,1334.63,1095.32,1140.88,1001.37,1102.79,1400.67,1167.91,1069.79,1105.1,1055.34,1140.67,978.12,1216.2,1203.75,1185.8,1242.36,998.42,1223.42,995,1040.71,1050.24,1253.68,958.37,1099.15,1155.37
"12",1337.275,1209.6,1404.9,1436.4,1271.8,1364.65,1171.9,1222.05,1325.725,1211.9,1372.7,1304.25,1247.975,1448.075,1437.4,1432.3,1230.55,1332.8,1173.375,1124.7,1332.1,1148.3,1079.85,1114.9,1142.5,1361.225,1197.5,1089.45,1387.575,1257.575,1404.925,1214.05,1277.5,1283.65,1617.7,1481.85,1353.45,1385,1533.675,1179.35,1277.4,1289.8,1236.9,1439.2,1598.05,1176.8,1256.2,1266.9,1295.2,1097.3,1261.35,1194.45,1239.1,1450.2,1105.6,1380.1,1487,1288.575,1250.8,1489.225,1330.3,1186,1473.8,1249.8,1259.65,1155.85,1225.05,1539.8,1368.25,1189.55,1244.25,1209.85,1279.8,1132.6,1355.325,1324.05,1325,1391.25,1143,1362.6,1149.45,1241.05,1204.75,1439.7,1158.7,1231.3,1312.05
"19",1228.80909090909,1111.62363636364,1304.63727272727,1336.14454545455,1171.50909090909,1280.86909090909,1060.78545454545,1110.92545454545,1217.28181818181,1118.18090909091,1272.47363636364,1215.22181818182,1139.50363636363,1322.16272727273,1337.17363636364,1289.11818181818,1119.46909090909,1230.40090909091,1083.60727272727,1036.59,1231.85363636364,1037.18181818182,967.825454545455,1003.77818181818,1054.37818181819,1260.98181818182,1096.40090909091,983.507272727273,1287.30090909091,1149.12909090909,1268.32,1102.89818181818,1169.08363636363,1184.12727272727,1498.03818181818,1338.70181818182,1269.64909090909,1241.85272727273,1397.05454545455,1068.25636363636,1193.61454545455,1205.28727272727,1141.32818181818,1338.93818181818,1417.98181818182,1065.68181818182,1156.66363636363,1164.46818181818,1194.97363636364,986.174545454546,1151.01272727273,1083.35818181818,1128.76727272727,1349.96636363636,1015.6890909091,1279.83,1386.75636363636,1180.15454545454,1167.03636363636,1388.98181818182,1230.04727272727,1086.11181818182,1373.53727272727,1138.70181818182,1171.73090909091,1044.74181818182,1141.26727272727,1439.55727272727,1225.08363636364,1100.90363636364,1143.98636363636,1098.73272727273,1179.55727272727,1021.48363636364,1255.08181818182,1234.70545454545,1224.71545454546,1285.72545454545,1037.29909090909,1262.33,1038.36,1097.89090909091,1093.62545454545,1292.56454545454,1015.52545454545,1133.55727272727,1199.27090909091
"20",515.2,594.996551724138,485.189655172414,448.544827586207,565.424137931034,522.796551724138,633.586206896552,603.841379310345,530.013793103448,602.048275862069,479.924137931034,550.120689655172,601.658620689655,456.079310344828,420.6,613.224137931035,614.1,548.234482758621,617.055172413793,656.755172413793,514.531034482759,747.810344827586,681.410344827586,662.762068965517,642.724137931035,502.193103448276,598.027586206897,712.341379310345,460.541379310345,588.155172413793,493.265517241379,717.051724137931,591.489655172414,553.231034482759,228.989655172414,286.28275862069,546.765517241379,406.58275862069,234.206896551724,633.727586206896,578.220689655172,589.068965517241,591.427586206897,419.803448275862,258.303448275862,710.027586206897,567.844827586207,583.134482758621,545.231034482759,669.427586206897,612.58275862069,620.548275862069,697.268965517241,401.855172413793,660.710344827586,504.713793103448,271.572413793103,596.648275862069,599.234482758621,385.965517241379,528.889655172414,604.989655172414,400.513793103448,597.596551724138,577.062068965517,629.265517241379,682.348275862069,231.572413793103,522.272413793103,613.355172413793,577.831034482759,606.668965517241,552.61724137931,645.3,521.586206896552,538.71724137931,529.31724137931,505.968965517241,662.427586206897,516.834482758621,655.027586206897,613.403448275862,618.841379310345,480.841379310345,686.958620689655,582.68275862069,567.979310344828
"41",1918.25,1804.15,1785.3,1900.8,1855.55,1644.5,1669,1655,1905.6,1795.65,1956.5,1647.8,1827.85,1753.8,1858.1,2046.95,1614.8,1916.55,1771.15,1733.75,1729,1665.85,1751.85,1685.9,1782.35,1732.1,1781.25,1779.25,1835.05,1824.75,1972.35,1598.4,1857.4,1664.05,1897.55,1967.2,1633.3,1999.75,1985.6,1757.55,1583.95,1591.8,1714.95,1821.1,1877.9,1627.2,1720,1850.65,1879,1712.45,1605,1684.3,1582.75,1787.5,1745.45,1766.2,1862.95,1868.45,1553.4,1822.85,1703.7,1784.05,1845.05,1647.4,1673,1734.05,1536.4,1939.6,1962.05,1767.75,1828,1692.8,1709,1712.1,1677.1,1673.05,1732.8,1671.1,1782.85,1804.7,1720.45,1796.25,1631.9,1719.55,1779.35,1815.05,1613.4
"42",1902.4,1788.3,1846.7,1962.15,1839.65,1705.9,1730.4,1716.4,1889.75,1779.8,1940.65,1709.25,1811.95,1815.15,1919.5,2031.15,1676.25,1900.75,1755.25,1717.85,1790.4,1703.45,1736,1670.05,1766.5,1793.55,1765.4,1763.45,1896.45,1808.85,1956.55,1659.75,1841.55,1725.45,1958.95,2028.65,1694.65,1983.85,2047.025,1741.75,1645.35,1653.15,1776.35,1882.5,1939.3,1688.6,1781.35,1834.8,1863.15,1696.6,1666.4,1745.75,1644.15,1848.9,1729.6,1827.6,1924.35,1852.65,1614.75,1884.25,1765.15,1768.2,1906.45,1708.75,1734.4,1718.2,1597.8,2000.975,1946.2,1751.9,1812.15,1754.2,1770.4,1696.25,1738.45,1734.45,1794.15,1732.5,1767.05,1866.1,1704.65,1780.4,1693.275,1780.95,1763.45,1799.2,1674.825
"49",1851.62272727273,1737.51363636363,1730.58636363636,1842.54545454545,1759.62272727273,1595.32272727272,1619.82272727272,1605.8409090909,1838.96818181819,1713.76818181818,1848.14090909091,1598.68636363637,1761.19545454546,1695.54545454545,1799.89545454546,1980.34090909091,1565.68636363637,1829.89545454545,1704.48636363637,1667.08636363637,1679.85,1613.02272727272,1685.19545454546,1619.26818181818,1715.70454545455,1682.99545454546,1714.59545454546,1712.65,1780.35,1758.08636363637,1892.08636363637,1549.21363636364,1790.76818181818,1614.90454545455,1835.52272727272,1909.03181818181,1584.11363636363,1933.08636363637,1923.59545454545,1677.75,1534.79545454545,1542.60909090909,1665.80454545454,1762.86818181818,1815.87727272727,1578.02272727272,1670.81363636363,1783.99545454546,1782.59545454546,1645.82272727272,1555.82272727272,1635.16818181819,1533.59545454545,1729.31363636363,1678.79545454545,1718.75,1802.91363636364,1801.83181818181,1504.21363636364,1762.80454545454,1654.56818181818,1717.42272727272,1785.01363636363,1598.21363636364,1623.82272727272,1667.42272727272,1487.22272727273,1877.5409090909,1895.39545454545,1701.14090909091,1761.38181818182,1643.62272727273,1659.85,1645.45909090909,1627.92272727273,1623.90909090909,1683.61363636363,1621.95,1716.25909090909,1753.61363636363,1653.85,1729.59545454546,1582.72272727273,1670.40909090909,1712.69545454546,1748.42272727272,1564.27727272727
"50",953.67,840.243333333333,1028.04066666667,1059.55133333333,894.911333333333,903.917333333333,784.474666666667,834.605333333333,941.180666666667,835.032666666667,995.882666666667,882.113333333333,863.400666666667,1010.72,1060.58666666666,1084.03733333333,807.621333333333,955.970666666666,806.738,765.326666666667,955.260666666667,760.866666666667,759.739333333333,727.466666666667,805.468666666666,984.394,820.630666666666,764.194,1010.71133333334,862.158,1009.738,791.141333333333,892.980666666667,906.800666666667,1156.97866666667,1094.884,892.696,1036.776,1137.446,797.625333333333,816.670666666667,829.089333333333,857.047333333333,1071.94533333333,1134.33866666667,789.366666666667,879.331333333333,890.032666666667,918.385333333334,742.026,799.750666666667,807.044,777.512,1043.24266666667,768.554,1003.232,1114.36533333334,904.045333333333,790.089333333333,1078.772,953.451333333333,819.63,1096.90266666667,838.912,872.246666666667,774.117333333333,764.32,1188.772,1003.66533333333,807.825333333333,867.399333333333,822.416,902.960666666667,751.993333333333,933.626666666667,928.162666666666,948.120666666667,930.537333333333,805.998,985.732,762.044,831.408666666667,817.304,976.874666666667,790.323333333333,854.451333333333,850.478666666667
"61",2068.02,1953.92,1910.72,2013.28,1897.78,1809.32,1833.82,1819.82,2055.36,1889.38,1990.58,1812.64,1977.6,1866.28,1970.62,2196.72,1779.64,2006.92,1920.9,1883.5,1893.82,1822.36,1901.62,1835.66,1932.12,1896.96,1931.02,1929.02,1960.46,1974.5,2046.72,1763.18,2007.16,1828.86,1996.06,2079.76,1798.1,2149.5,2084.12,1858.82,1748.76,1756.58,1879.76,1933.62,1976.42,1792,1884.78,2000.42,1919.42,1862.22,1769.82,1849.12,1747.56,1900.02,1895.22,1940.5,1968.76,2018.22,1718.18,1928.64,1868.52,1933.82,1950.86,1812.18,1837.82,1883.82,1701.22,2038.12,2111.82,1917.52,1977.78,1857.62,1873.82,1861.86,1841.9,1837.88,1897.6,1835.92,1932.64,1959,1870.24,1946.02,1796.72,1884.38,1929.1,1964.82,1778.22
"62",1867,1962.4,1741.1,1843.67142857143,1863.58571428571,1777.1,1794.2,1780.2,1912.41428571429,1849.77142857143,1820.98571428571,1782.04285714286,1986.08571428571,1696.67142857143,1801.01428571429,2053.42857142857,1740.04285714286,1837.34285714286,1929.38571428571,1891.98571428571,1785.88571428571,1782.75714285714,1910.1,1844.17142857143,1940.6,1767.07142857143,1939.5,1937.54285714286,1790.87142857143,1898.27142857143,1877.11428571429,1723.58571428571,1903.37142857143,1798.27142857143,1826.47142857143,1910.15714285714,1765.88571428571,2006.17142857143,1914.54285714286,1819.2,1716.57142857143,1725.98571428571,1840.17142857143,1764,1806.8,1752.4,1822.58571428571,1890.6,1832.75714285714,1870.7,1717.2,1809.54285714286,1693.38571428571,1730.44285714286,1903.7,1770.9,1799.17142857143,1911.2,1687.58571428571,1759.07142857143,1807.8,1942.3,1781.27142857143,1759.38571428571,1787.1,1892.3,1670.6,1868.5,1921.4,1846.41428571429,1882.5,1818,1844.01428571429,1870.37142857143,1796.65714285714,1805.67142857143,1808.47142857143,1772.8,1941.15714285714,1789.4,1878.75714285714,1954.5,1757.1,1734.48571428571,1937.58571428571,1889.9,1747.61428571429
"63",2125.1,2011,1967.8,2070.3,1954.8,1866.3,1890.8,1876.9,2112.4,1946.4,2047.6,1869.7,2034.6,1923.3,2027.7,2253.8,1836.7,2064,1977.9,1940.5,1950.9,1879.4,1958.7,1892.7,1989.2,1954,1988.1,1986.1,2017.5,2031.5,2103.8,1820.2,2064.2,1885.9,2053.1,2136.8,1855.1,2206.5,2141.2,1915.9,1805.8,1813.6,1936.8,1990.7,2033.5,1849,1941.8,2057.4,1976.5,1919.3,1826.8,1906.2,1804.6,1957.1,1952.3,1997.5,2025.8,2075.3,1775.2,1985.7,1925.6,1990.9,2007.9,1869.2,1894.8,1940.9,1758.3,2095.1,2168.9,1974.6,2034.8,1914.7,1930.9,1918.9,1898.9,1894.9,1954.6,1893,1989.7,2016,1927.3,2003.1,1853.7,1941.4,1986.1,2021.9,1835.3
