"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AndroscogginCounty",344,9,234,2394,5135,1638,6894,2563,601,1915,522,2267,1429,3430,5024,9668,349,3240,1148,1256
"AroostookCounty",1255,0,154,848,2721,627,4022,973,453,744,300,489,318,627,3117,5912,200,1945,563,1372
"CumberlandCounty",306,15,691,8186,9260,8037,22289,6332,3301,12156,3067,11461,4611,10432,15257,31948,2849,14794,5580,4316
"FranklinCounty",170,2,93,442,1772,148,1590,129,81,243,122,179,129,494,1470,1940,808,1163,152,307
"HancockCounty",208,0,57,1469,1557,363,2995,308,269,499,205,1711,91,396,2840,3088,477,1697,1053,743
"KennebecCounty",313,16,345,2067,2779,2648,8323,886,649,1210,456,2199,966,2984,5850,12551,467,4244,2025,8723
"KnoxCounty",353,0,105,1050,1641,309,2573,345,272,444,159,584,67,702,1397,2834,308,1468,691,1019
"LincolnCounty",111,0,22,717,796,186,1523,229,148,398,94,390,63,409,1168,1820,232,830,499,526
"OxfordCounty",278,9,106,899,2686,223,2342,296,99,307,121,376,210,270,2390,2732,1065,1370,415,578
"PenobscotCounty",837,3,378,2906,2976,2558,10431,2700,1221,1611,713,1975,956,4157,9070,15486,533,5868,2047,2346
"PiscataquisCounty",75,12,38,141,1073,19,781,66,39,78,30,75,1,251,623,1405,26,275,128,236
"SagadahocCounty",30,6,37,878,6133,248,1730,154,68,371,90,699,25,364,1310,1318,110,1048,479,293
"SomersetCounty",639,0,150,1582,3187,381,2324,452,100,311,174,431,61,595,2169,2885,148,982,447,593
"WaldoCounty",74,6,34,421,1205,271,1376,258,91,1144,85,239,31,1090,1292,1681,65,716,449,412
"WashingtonCounty",244,7,80,268,745,221,1464,244,87,327,72,170,30,169,1496,1864,32,562,198,840
"YorkCounty",175,49,318,3159,6631,1845,8966,1105,584,1632,680,2163,429,2097,7569,7718,818,7354,1902,2014
