"SCTG","PctEmpty","N"
1,0.404712182455824,7
2,0.409262159847782,2
3,0.354624004027843,29
4,0.40062253072999,7
5,0.268025057775432,11
6,0.302385944325485,18
7,0.44237368159146,47
8,0.120946881568023,12
9,0.220797674677544,1
10,0.345868222703136,5
11,0.473673303134057,14
12,0.408538849654472,110
13,0.461986728769183,11
14,0.330631811974,1
15,0.394477968299597,0
16,0.411406611770122,0
17,0.405256894636644,1
18,0.127808290517204,13
19,0.295637182720985,18
20,0.319153846071907,3
21,0.163003296356002,0
22,0.381398011930285,7
23,0.329297413853261,7
24,0.259173648542417,4
25,0.430737531709114,2
26,0.31482453053105,21
27,0.207833893632727,1
28,0.216947168869503,4
29,0.142965266998763,5
30,0.150707615637309,5
31,0.331605593495392,107
32,0.339185177470581,12
33,0.221419662909396,58
34,0.337557195266044,28
35,0.159588441529491,5
36,0.374155644329643,28
37,0.228127142928769,10
38,0.253528170079209,2
39,0.32219270493096,28
40,0.132067589578956,235
41,0.331272775843992,49
43,0.10976592789729,23
99,0.380583309321262,38
