"County","Metropolitan","Town","Rural"
"ChurchillCounty",0,0.6529,0.3471
"ClarkCounty",0.9666,0.0204,0.0131
"DouglasCounty",0.1006,0.5839,0.3155
"ElkoCounty",0,0.6215,0.3785
"EsmeraldaCounty",0,0,1
"EurekaCounty",0,0,1
"HumboldtCounty",0,0.6212,0.3788
"LanderCounty",0,0.6095,0.3905
"LincolnCounty",0,0,1
"LyonCounty",0.0145,0.6161,0.3694
"MineralCounty",0,0.6808,0.3192
"NyeCounty",0,0.6473,0.3527
"PershingCounty",0,0,1
"StoreyCounty",0,0.0736,0.9264
"WashoeCounty",0.9305,0.0268,0.0427
"WhitePineCounty",0,0.4667,0.5333
"CarsonCity",0.9516,0,0.0484
