"SCTG","Payload","N"
1,12.2468285097997,5
2,13.9906102244086,2
3,16.869496569495,22
4,11.2798150119434,6
5,3.12948997171581,10
6,1.76486178665357,16
7,10.7010689635341,44
8,10.2941785681165,8
9,12.5303662811142,1
10,12.7559630168912,4
11,14.0766919562878,14
12,23.6495812953352,108
13,14.57148120894,7
14,19.7343283246373,1
15,21.9759244651015,0
16,14.0428921341034,0
17,24.3515448152176,0
18,10.594317850659,12
19,14.0525199909381,17
20,14.6935220971178,2
21,5.12434471305138,0
22,9.93234871988097,5
23,12.2174191704086,7
24,9.66549316294252,3
25,17.5629107877451,2
26,10.2283653360511,20
27,16.5382555630002,1
28,13.1552492378572,4
29,5.51350467372506,5
30,10.307661585523,5
31,20.7085675115702,104
32,8.69361312360865,12
33,5.00862104728457,49
34,9.6761989930058,26
35,6.91185118160956,3
36,9.40132410109691,24
37,21.454416863458,10
38,4.51852664992441,2
39,6.85256841007085,21
40,7.28457503317211,212
41,8.36418548904117,44
43,14.0682614658828,23
99,10.5967261459889,36
