"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AlamedaCounty",741,204,4649,37248,67486,40862,66380,29617,13959,15121,10250,75826,21761,42425,67824,104975,12738,55382,24277,24649
"AlpineCounty",0,0,8,6,0,0,11,0,3,7,5,12,0,12,48,34,18,50,14,187
"AmadorCounty",356,69,128,413,878,165,1329,169,166,215,98,569,42,232,718,1142,185,1644,249,2401
"ButteCounty",2717,54,613,3128,3687,2017,8122,789,971,1446,1309,3030,375,2966,9178,16827,1579,7602,3792,3570
"CalaverasCounty",91,7,172,713,340,174,1010,116,129,150,83,223,20,231,1075,1185,224,1160,310,723
"ColusaCounty",2217,5,52,82,1006,630,449,183,20,82,55,68,0,166,518,1324,607,509,121,922
"ContraCostaCounty",863,2489,2144,22595,16841,9425,41755,5764,9673,20490,6973,24943,8706,19522,31608,60640,6542,30113,12362,14568
"DelNorteCounty",329,0,28,147,48,35,999,97,88,76,113,157,9,121,753,1463,403,698,90,2444
"ElDoradoCounty",414,46,581,3700,1715,1030,4313,380,577,2897,766,3097,125,7107,5444,6487,3421,5486,1801,3235
"FresnoCounty",42877,196,2467,13883,23323,14790,32344,9665,4344,8204,4526,11021,2486,21981,37193,55046,3814,26737,10688,18188
"GlennCounty",2171,10,164,329,540,338,595,397,4,98,39,110,0,59,816,822,82,459,135,1202
"HumboldtCounty",1304,8,393,1744,2041,990,6364,972,538,973,616,1513,226,1031,6108,7672,1179,5038,1820,5251
"ImperialCounty",8696,387,1684,3846,2436,1979,8052,1545,297,953,463,999,280,1897,5808,9689,309,4382,917,8423
"InyoCounty",47,25,238,291,240,147,867,45,53,145,70,161,8,126,610,1309,457,1260,200,1387
"KernCounty",45818,12088,1523,19135,14020,9395,24374,7838,2379,4878,3130,11027,3764,11142,29355,31769,3090,19722,7119,18017
"KingsCounty",5586,0,195,852,4486,609,3311,699,162,590,381,801,171,583,4505,5416,2041,2756,663,5189
"LakeCounty",915,61,504,421,292,185,1851,160,136,178,176,262,65,336,1492,3783,963,969,392,1263
"LassenCounty",473,0,105,144,8,76,658,64,89,67,58,110,2,94,706,986,23,709,348,3308
"LosAngelesCounty",6258,4870,30185,123730,368095,239022,433324,166094,295641,149517,80615,304959,68043,283882,362671,653962,91766,393063,151326,164526
"MaderaCounty",10639,79,303,1474,3482,914,3006,713,414,424,345,709,402,2060,3985,7654,1481,3659,848,4354
"MarinCounty",417,6,724,6336,3301,3204,12721,1677,2857,4347,2111,10371,2287,6260,9229,17785,2906,11659,5437,6004
"MariposaCounty",31,4,55,209,106,29,333,66,15,27,53,103,6,46,381,486,894,1706,156,401
"MendocinoCounty",1608,27,154,1089,2463,899,3645,554,216,561,491,642,229,788,3191,5648,805,3638,664,2830
"MercedCounty",12362,4,654,1872,9533,2126,6692,2162,326,848,535,1336,1083,1716,11012,7445,624,4640,1288,3285
"ModocCounty",407,0,44,104,47,120,219,19,22,33,14,34,0,37,235,490,120,151,122,598
"MonoCounty",51,8,74,290,52,45,519,73,35,19,322,149,4,221,455,384,117,2862,235,437
"MontereyCounty",44426,49,779,5137,5277,5042,12775,3133,1469,1833,1824,5949,958,5686,14082,17882,2654,19063,5015,9886
"NapaCounty",5068,23,205,3662,11948,1764,5573,1842,650,1370,821,2235,605,3747,4889,10431,846,10817,2001,3019
"NevadaCounty",221,47,458,2403,1537,459,3398,428,303,512,683,1412,65,812,2987,4924,1362,2829,1492,1480
"OrangeCounty",3378,710,6818,83945,160411,91674,153731,24909,27809,79784,39690,131587,31497,127384,113314,169929,44299,154345,43425,43686
"PlacerCounty",370,64,843,10421,6262,4616,20258,2044,2146,8644,3124,8440,1504,7012,11258,20189,5727,16490,5187,6288
"PlumasCounty",62,6,144,254,471,80,445,115,55,120,53,133,52,63,666,1232,145,397,169,1093
"RiversideCounty",12977,322,4351,47870,39960,26721,79106,26765,6824,11428,8898,20840,3169,39966,66806,82197,16574,78652,19223,33333
"SacramentoCounty",2626,163,5735,28288,20897,17645,59225,13324,9793,24028,8081,40200,10481,38758,48329,93175,9137,49710,19572,116297
"SanBenitoCounty",1774,185,74,927,2422,395,2361,380,84,151,149,448,15,643,1512,1620,290,942,389,669
"SanBernardinoCounty",2297,1025,5323,31398,50967,39917,80475,49930,5710,16387,7405,23201,6387,51502,62142,101387,9437,58223,18965,33037
"SanDiegoCounty",10233,420,7097,64916,98472,48223,131523,22070,26813,41913,27473,137436,23384,81544,132044,169418,37433,148902,48952,51105
"SanFranciscoCounty",185,19,9545,16703,9760,15984,45438,15213,28665,39702,13181,107336,23062,58937,54353,75880,16099,78889,28512,30807
"SanJoaquinCounty",14720,80,1492,9230,17810,11838,24886,13750,2329,4707,2575,5201,2110,11778,22642,31821,2900,16349,6377,12591
"SanLuisObispoCounty",4687,113,1441,6081,6867,2885,10337,1791,1327,1854,1873,5239,609,5752,9890,14691,1417,13975,5837,7832
"SanMateoCounty",1659,51,1553,20088,24823,12976,35010,24774,25552,14955,6530,47747,5503,23312,21235,36822,5807,34847,15233,9079
"SantaBarbaraCounty",19540,1162,1043,7613,11412,4963,14107,3414,4646,2830,2999,11163,2148,9013,19449,22554,3755,21818,5796,7443
"SantaClaraCounty",3169,290,3830,39114,150467,40871,84449,14957,69828,22011,13066,133488,12106,61442,76904,111701,14863,75385,25620,22817
"SantaCruzCounty",6390,18,494,3799,6112,3708,10718,1451,976,1962,1346,4543,1095,4587,13115,14439,2326,10350,3975,3560
"ShastaCounty",950,133,476,2578,2283,1793,8015,1260,716,1591,690,2516,513,3422,6169,12749,1345,5991,1910,4896
"SierraCounty",11,4,3,51,0,0,25,15,0,9,6,5,0,7,97,107,5,24,9,191
"SiskiyouCounty",810,51,175,376,647,252,1414,169,141,200,171,300,53,411,1808,1987,133,1286,420,987
"SolanoCounty",1682,283,785,8719,9971,5086,16170,3445,1364,3642,1377,4312,975,4895,12210,23296,3802,11529,3747,9927
"SonomaCounty",5755,217,842,10486,19863,8163,21167,3628,2837,4440,2582,9511,2058,9182,15940,30220,3880,20344,6560,3055
"StanislausCounty",12333,40,1553,7498,20938,6499,20020,7224,995,2951,2200,5744,1615,7587,20485,29537,1833,15012,4485,4847
"SutterCounty",3046,66,187,980,1466,1202,3656,702,220,575,511,761,203,1423,2873,4072,395,2358,708,1699
"TehamaCounty",1326,1,146,566,2226,321,1505,1229,61,214,119,316,75,417,2143,2273,758,1145,428,1185
"TrinityCounty",32,8,56,60,173,19,330,8,29,39,6,72,1,15,366,341,16,266,101,550
"TulareCounty",39474,53,877,4617,12090,4350,13619,5687,798,2425,1311,2469,821,6712,15982,17777,1412,9499,2950,8131
"TuolumneCounty",141,70,159,534,887,158,1752,159,171,259,311,543,19,372,1244,2976,1252,1646,446,1441
"VenturaCounty",30890,1306,1567,14024,31015,13757,31637,4728,5564,13281,4109,16281,1765,17240,26675,37052,5671,26959,8577,11496
"YoloCounty",5454,141,297,2748,5953,4839,7233,5568,1101,1142,1331,4513,1057,2565,18681,7878,976,8178,2437,3575
"YubaCounty",696,70,107,548,628,256,1103,730,145,188,74,522,65,452,3055,2410,177,980,221,1971
