"County","CNS01","CNS02","CNS03","CNS04","CNS05","CNS06","CNS07","CNS08","CNS09","CNS10","CNS11","CNS12","CNS13","CNS14","CNS15","CNS16","CNS17","CNS18","CNS19","CNS20"
"AdaCounty",778,202,1011,11432,16841,10705,26480,5098,3990,9734,2813,12457,3818,20747,15498,35209,3374,18524,6133,15648
"AdamsCounty",48,0,6,20,144,13,119,8,19,9,4,4,0,20,106,62,170,54,21,142
"BannockCounty",80,2,111,1082,2152,986,4334,497,493,1829,276,1115,473,2389,4597,6189,483,3242,703,2203
"BearLakeCounty",4,4,15,28,46,70,227,19,33,36,4,23,1,5,232,325,29,163,17,203
"BenewahCounty",133,6,17,63,613,26,339,263,33,44,26,57,27,41,245,519,1,149,79,517
"BinghamCounty",1205,9,70,696,2363,1052,1264,393,63,299,111,217,16,237,1701,1281,179,635,355,1262
"BlaineCounty",109,29,31,1214,457,229,1347,159,153,189,255,795,21,509,949,719,355,2237,467,658
"BoiseCounty",44,0,6,90,19,56,116,40,27,7,11,18,1,50,157,61,389,114,45,198
"BonnerCounty",171,119,158,641,2152,212,2274,203,197,251,160,570,84,218,964,1633,411,1101,532,736
"BonnevilleCounty",543,3,99,2426,2934,3726,7820,1482,936,1330,417,7534,146,3957,3306,8066,488,4698,1497,2308
"BoundaryCounty",260,0,7,177,326,51,426,44,22,52,17,171,0,87,180,543,9,307,52,393
"ButteCounty",36,0,0,5,4,18,76,2,11,9,6,27,0,3,99,83,27,31,15,64
"CamasCounty",38,0,0,14,2,50,17,3,5,4,0,0,0,4,43,6,5,8,1,51
"CanyonCounty",2700,27,316,4209,8040,2559,7648,2592,756,1165,554,1662,634,2945,6818,6179,335,3833,1590,2941
"CaribouCounty",116,255,34,307,735,116,189,27,26,44,135,74,0,83,323,266,28,126,40,176
"CassiaCounty",1557,60,83,460,1372,481,1330,858,129,184,25,151,12,391,709,1291,124,415,223,401
"ClarkCounty",45,0,1,1,8,2,18,5,9,1,0,0,0,1,62,0,0,3,1,72
"ClearwaterCounty",172,16,19,82,192,118,245,38,45,31,17,46,0,28,229,571,16,163,47,340
"CusterCounty",60,212,47,69,6,23,147,8,58,15,10,22,1,17,143,83,37,145,33,98
"ElmoreCounty",475,0,26,240,471,89,778,139,80,149,43,135,6,232,606,562,25,634,145,641
"FranklinCounty",218,40,62,178,217,214,458,124,86,83,13,60,1,16,549,364,25,203,50,177
"FremontCounty",341,3,43,276,36,64,256,102,27,51,43,57,0,44,313,168,9,177,73,626
"GemCounty",158,15,15,229,153,120,354,91,12,45,25,76,8,58,355,825,20,207,106,405
"GoodingCounty",1920,5,32,217,616,209,415,226,2,72,23,64,12,14,612,449,59,237,178,321
"IdahoCounty",163,67,31,393,452,154,479,168,42,123,14,58,2,55,373,692,60,267,104,479
"JeffersonCounty",714,1,29,538,1099,323,533,301,34,96,25,68,45,88,728,372,28,239,81,418
"JeromeCounty",2403,0,79,269,1677,437,894,1067,90,96,51,83,6,272,636,311,24,381,224,399
"KootenaiCounty",201,107,361,3550,5025,1500,8245,875,630,2281,606,2275,349,3260,4095,8997,2163,5790,1329,2596
"LatahCounty",320,16,10,392,370,304,1740,84,213,240,126,587,26,311,3801,1449,94,1727,273,485
"LemhiCounty",39,3,4,118,76,24,331,29,32,33,18,65,6,64,191,347,27,188,124,219
"LewisCounty",80,0,0,43,157,92,178,49,10,28,12,4,0,16,183,153,79,66,18,85
"LincolnCounty",444,0,56,120,104,5,76,19,4,2,3,22,1,117,203,118,0,30,12,160
"MadisonCounty",341,0,51,401,910,1340,1646,454,115,261,267,837,17,453,3040,1510,313,918,197,504
"MinidokaCounty",1239,5,98,339,1157,726,633,322,147,94,33,113,0,43,581,486,35,539,190,355
"NezPerceCounty",199,96,89,701,3703,565,2372,697,442,1187,173,489,126,539,1558,3905,492,1716,540,1444
"OneidaCounty",34,155,0,12,21,4,145,44,19,61,5,10,0,5,137,235,5,84,17,74
"OwyheeCounty",1156,15,42,105,134,105,196,27,25,16,10,25,16,91,401,147,10,125,10,203
"PayetteCounty",494,0,54,277,1208,356,380,154,259,174,58,173,25,346,595,586,21,212,231,347
"PowerCounty",763,10,20,155,847,299,177,337,45,35,10,38,13,48,354,206,3,41,59,149
"ShoshoneCounty",11,791,47,151,146,80,834,171,28,61,73,217,5,80,415,436,70,239,89,392
"TetonCounty",146,0,8,244,110,70,291,52,49,47,60,127,0,141,291,245,93,391,125,141
"TwinFallsCounty",1815,11,186,1111,4097,1310,4557,1323,491,889,303,1451,203,3414,2909,5616,417,2967,930,1326
"ValleyCounty",39,37,23,248,25,12,519,29,58,130,113,63,9,41,294,240,26,738,108,650
"WashingtonCounty",256,0,16,83,544,93,290,19,80,39,17,46,30,21,321,359,20,135,67,216
