"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.0382329468427612,0.961767053157239,3,33
2,0.518191614129008,0.481808385870992,152,98
3,0.512738734681174,0.487261265318826,16,8
4,0.383805471355055,0.616194528644945,13,10
5,0,1,0,38
6,0.0198276848237211,0.980172315176279,5,79
7,0.115694207253936,0.884305792746064,8,23
8,0.233455388714992,0.766544611285008,0,3
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,2,0
11,0.532061763030145,0.467938236969855,4,0
12,0.576127144206645,0.423872855793355,19,7
13,0.574043705293349,0.425956294706651,5,1
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,0
18,0.595712731390873,0.404287268609127,5,2
19,0.458896381705954,0.541103618294046,7,0
20,0.153884141884506,0.846115858115494,1,0
21,0.48565728180227,0.51434271819773,0,0
22,0.792532061578013,0.207467938421987,19,3
23,0.220262195048898,0.779737804951102,7,2
24,0.0969141246826498,0.90308587531735,4,7
25,0.172627570488467,0.827372429511533,1,0
26,0.304442546116016,0.695557453883984,7,2
27,0.0664638925860683,0.933536107413932,1,0
28,0.13006920545436,0.86993079454564,0,1
29,0.499509853805331,0.500490146194669,1,0
30,0.122154702334916,0.877845297665084,3,0
31,0.695420020071476,0.304579979928524,35,8
32,0.111509729259209,0.888490270740792,2,3
33,0.230759584255195,0.769240415744805,12,6
34,0.110883832610773,0.889116167389227,6,19
35,0.267488635666556,0.732511364333444,4,0
36,0.420887184422503,0.579112815577497,9,3
37,0.0687078468861626,0.931292153113837,0,2
38,0.301345390186715,0.698654609813286,0,1
39,0.187779510082017,0.812220489917983,3,0
40,0.29208100097417,0.70791899902583,73,65
41,0.88499381721329,0.11500618278671,23,1
43,0.0103469362286332,0.989653063771367,6,197
99,0.646446399835973,0.353553600164027,3,1
