"FAFZone","AdamsCounty","AntelopeCounty","ArthurCounty","BannerCounty","BlaineCounty","BooneCounty","BoxButteCounty","BoydCounty","BrownCounty","BuffaloCounty","BurtCounty","ButlerCounty","CassCounty","CedarCounty","ChaseCounty","CherryCounty","CheyenneCounty","ClayCounty","ColfaxCounty","CumingCounty","CusterCounty","DakotaCounty","DawesCounty","DawsonCounty","DeuelCounty","DixonCounty","DodgeCounty","DouglasCounty","DundyCounty","FillmoreCounty","FranklinCounty","FrontierCounty","FurnasCounty","GageCounty","GardenCounty","GarfieldCounty","GosperCounty","GrantCounty","GreeleyCounty","HallCounty","HamiltonCounty","HarlanCounty","HayesCounty","HitchcockCounty","HoltCounty","HookerCounty","HowardCounty","JeffersonCounty","JohnsonCounty","KearneyCounty","KeithCounty","KeyaPahaCounty","KimballCounty","KnoxCounty","LancasterCounty","LincolnCounty","LoganCounty","LoupCounty","McPhersonCounty","MadisonCounty","MerrickCounty","MorrillCounty","NanceCounty","NemahaCounty","NuckollsCounty","OtoeCounty","PawneeCounty","PerkinsCounty","PhelpsCounty","PierceCounty","PlatteCounty","PolkCounty","RedWillowCounty","RichardsonCounty","RockCounty","SalineCounty","SarpyCounty","SaundersCounty","ScottsBluffCounty","SewardCounty","SheridanCounty","ShermanCounty","SiouxCounty","StantonCounty","ThayerCounty","ThomasCounty","ThurstonCounty","ValleyCounty","WashingtonCounty","WayneCounty","WebsterCounty","WheelerCounty","YorkCounty"
"63",1473.5,1540.9,1319.6,1255.4,1433.6,1541.7,1318.2,1565.5,1482.1,1436.5,1624.5,1549.7,1602.7,1637.5,1277.8,1436,1243.9,1505.3,1565.9,1608.4,1408.8,1649.3,1307,1386.1,1268.6,1637.6,1587.9,1604.8,1278.3,1529.3,1469.1,1383.9,1407.6,1596.7,1309.3,1468.1,1403.5,1345.9,1479.4,1469.2,1489.3,1427.2,1338.2,1311.4,1530.4,1387.1,1490,1578.2,1602,1446.8,1286.8,1511.6,1228.8,1577.2,1556.9,1334.6,1365.3,1455.1,1355.9,1588.1,1501.8,1280.7,1520.8,1623.6,1518.9,1592.2,1625.7,1283.6,1427.2,1575.1,1551.4,1523.1,1340.3,1648.8,1503.5,1555.4,1601,1583.7,1276.7,1539.3,1366.3,1470.3,1306.3,1592.1,1555,1398.4,1631.5,1451.5,1619.9,1613.5,1493.7,1497.3,1511.4
"64",1539.63333333334,1607.04166666666,1385.70833333334,1267.27916666667,1499.725,1607.80833333333,1343.39166666667,1631.625,1548.25,1502.63333333334,1690.68333333333,1615.83333333334,1668.85,1703.63333333334,1389.19166666667,1467.46666666666,1288.84166666666,1571.49166666666,1632.08333333334,1674.58333333334,1474.95833333334,1715.46666666666,1329.53333333334,1452.25,1315.53333333334,1703.74166666666,1654.06666666667,1670.95833333334,1426.28333333334,1595.44166666667,1535.225,1450.05833333333,1494.99166666666,1662.84166666666,1348.07916666667,1534.25,1469.68333333333,1412.03333333334,1545.55833333333,1535.34166666666,1555.49166666666,1520.75,1429.49166666666,1439.125,1596.59166666666,1453.26666666667,1556.19166666667,1644.39166666667,1668.15833333334,1512.99166666666,1352.89166666667,1577.74166666666,1240.65833333334,1643.30833333333,1623.05833333333,1400.725,1431.43333333333,1521.225,1422.06666666667,1654.29166666666,1567.90833333334,1305.79166666666,1586.93333333333,1689.77916666667,1585.03333333334,1658.39166666667,1691.89166666667,1371.225,1493.38333333334,1641.29166666666,1617.58333333334,1589.27916666667,1472.58333333334,1714.94166666667,1569.63333333334,1621.57916666667,1667.18333333333,1649.83333333334,1288.525,1605.43333333333,1391.45833333334,1536.47916666666,1317.94166666667,1658.24166666666,1621.18333333333,1464.525,1697.65833333334,1517.63333333334,1686.10833333333,1679.63333333334,1559.85,1563.43333333333,1577.55833333333
"65",1563.7,1631.1,1409.75,1324.85,1523.75,1631.85,1394.3,1655.65,1572.3,1526.7,1714.7,1639.9,1692.9,1727.7,1368.05,1515.25,1329.85,1595.55,1656.1,1698.6,1499,1739.5,1381.7,1476.3,1355.55,1727.8,1678.1,1695,1368.5,1619.5,1559.25,1474.1,1497.8,1686.9,1392.2,1558.3,1493.7,1436.1,1569.6,1559.4,1579.55,1517.4,1428.45,1401.6,1620.65,1477.3,1580.25,1668.45,1692.2,1537.05,1376.95,1601.8,1298.25,1667.35,1647.1,1424.75,1455.5,1545.3,1446.1,1678.35,1591.95,1356.75,1611,1713.8,1609.05,1682.45,1715.95,1373.8,1517.4,1665.35,1641.6,1613.3,1430.55,1739,1593.7,1645.6,1691.2,1673.9,1346.05,1629.5,1442.35,1560.5,1375.6,1682.3,1645.2,1488.55,1721.7,1541.7,1710.15,1703.7,1583.9,1587.5,1601.6
"69",1504.46129032258,1571.86774193548,1350.54838709678,1244.38064516129,1464.55483870968,1572.65806451613,1317.49032258065,1598.58387096774,1513.07741935484,1467.46129032258,1655.53225806451,1580.65806451613,1633.67419354839,1668.46129032258,1341.94516129032,1440.13225806452,1258.44838709677,1536.33225806451,1596.93225806452,1639.43225806452,1439.78064516129,1680.29677419355,1304.20322580645,1417.07096774193,1284.70967741936,1668.56129032258,1618.89677419355,1635.78064516129,1369.18709677419,1560.26129032258,1498.96129032259,1414.88387096774,1453.48064516129,1624.01612903226,1319.1,1499.07096774193,1434.53225806451,1376.86451612903,1510.38387096774,1500.16129032258,1520.34838709678,1477.64193548387,1388.66451612903,1387.64193548387,1561.44193548387,1418.0935483871,1521.04193548387,1605.24516129032,1632.98387096774,1477.84838709678,1317.74838709677,1542.56129032258,1217.74193548387,1608.15806451613,1587.88387096774,1365.55483870968,1396.25806451613,1486.05806451613,1386.89677419355,1619.12903225807,1532.75483870968,1279.90967741935,1551.75806451613,1651.53225806451,1546.49032258064,1623.23548387097,1652.36451612903,1330.08387096774,1458.22258064516,1606.12903225807,1582.43225806452,1554.12258064516,1419.94838709677,1675.56129032258,1534.46129032258,1586.40967741935,1632.03225806451,1614.65806451613,1265.61612903226,1570.25806451613,1365.54032258064,1501.31129032258,1295.06774193548,1623.06129032258,1582.13870967742,1429.35483870968,1662.48387096774,1482.46129032258,1650.94516129032,1644.46129032258,1523.63870967742,1528.25806451613,1542.38387096774
"81",417.091666666667,489.016666666667,267.679166666667,202.9125,381.679166666667,487.645833333333,266.566666666666,513.579166666667,430.225,382.466666666667,570.5125,495.654166666666,548.691666666667,583.4625,225.9625,384.133333333333,192.008333333333,448.470833333334,511.920833333334,554.420833333333,356.925,595.291666666667,316.883333333333,334.208333333333,216.745833333334,583.566666666667,533.9,550.783333333333,225.795833333334,472.554166666667,395.2375,330.025,333.391666666667,530.279166666666,257.454166666666,416.208333333333,347.979166666667,294.008333333333,427.525,415.1625,435.329166666666,366.508333333333,284.545833333334,257.841666666667,478.5625,335.241666666667,436.020833333333,499.6875,543.766666666667,390.345833333334,234.870833333334,459.708333333333,176.454166666667,525.279166666666,502.883333333333,282.679166666667,313.379166666666,403.204166666666,304.033333333333,534.120833333334,447.745833333334,229.041666666667,466.745833333334,565.291666666667,441.866666666667,538.220833333334,566.004166666666,231.6875,370.9,524.029166666666,497.420833333334,469.1,286.5625,591.283333333333,451.608333333333,498.729166666667,547.0125,529.654166666666,224.1375,485.245833333334,314.629166666666,416.3125,256.0125,538.066666666667,476.654166666666,346.479166666667,577.491666666667,399.608333333333,565.9375,559.4625,420.5,445.379166666666,457.383333333333
"89",512.021153846154,604.744230769231,387.119230769231,333.901923076923,500.713461538462,598.446153846154,390.922115384615,629.823076923077,549.246153846154,493.273076923077,681.310576923077,606.457692307692,658.959615384615,694.271153846154,343.130769230769,503.192307692308,318.104807692308,541.674038461538,622.7125,665.2125,472.828846153846,706.090384615385,440.829807692307,448.559615384615,334.8,694.369230769231,644.696153846154,661.5875,336.795192307693,567.448076923077,470.840384615385,434.282692307692,424.35,606.628846153846,374.869230769231,532.455769230769,445.330769230769,413.455769230769,544.3,525.969230769231,546.140384615385,445.960576923077,391.538461538461,366.305769230769,594.797115384615,454.673076923077,546.825,570.323076923077,634.613461538462,484.884615384615,354.317307692308,578.730769230769,307.914423076923,641.013461538461,613.679807692308,401.828846153846,432.648076923077,519.442307692308,423.478846153846,644.913461538462,558.55,353.413461538461,577.557692307692,658.717307692308,518.919230769231,648.353846153846,650.915384615385,350.134615384615,466.052884615385,638.705769230769,608.2125,579.898076923077,393.353846153846,679.907692307692,567.848076923077,593.625,657.8125,640.457692307692,355.147115384616,596.057692307692,439.929807692307,527.1,388.345192307692,648.869230769231,547.530769230769,465.744230769231,688.2875,515.617307692308,676.732692307692,670.271153846154,496.613461538461,562.711538461538,568.179807692308
"91",1521.43333333333,1486.9,1708.2,1813.43333333333,1584.93333333333,1465.4,1809.63333333333,1550.6,1607.2,1545.8,1387.46666666667,1421.2,1388.96666666667,1471.6,1736.46666666667,1702.8,1757.4,1500.76666666667,1422.13333333333,1410.46666666667,1584.7,1423.03333333333,1804.7,1583.86666666667,1715.63333333333,1440.3,1384.13333333333,1366.7,1708.1,1477,1564.9,1632.6,1615.36666666667,1456.2,1739.23333333333,1528.93333333333,1590.03333333333,1734.5,1504.4,1505.53333333333,1481.6,1594.7,1701.86666666667,1669.9,1546.23333333333,1644.4,1496.36666666667,1477.5,1433.96666666667,1542.7,1688.1,1610.36666666667,1789.3,1505.9,1410.9,1634.9,1656.5,1553.6,1673,1457.76666666667,1469.1,1772.13333333333,1465.2,1412.53333333333,1528.2,1405.8,1449.86666666667,1699.5,1567.33333333333,1469.8,1439.63333333333,1444.5,1644.8,1438.7,1594.36666666666,1457.63333333333,1366.86666666667,1391.46666666667,1808.1,1435,1770.5,1546.1,1849.8,1437.9,1502.76666666667,1616.9,1415.6,1529.5,1364.2,1447.46666666667,1553.3,1509,1459.1
"92",1485.13333333333,1450.56666666667,1671.86666666667,1777.13333333333,1548.63333333333,1429.06666666667,1773.33333333333,1514.26666666667,1570.83333333333,1509.46666666667,1351.13333333333,1384.86666666667,1352.63333333333,1435.23333333333,1700.13333333333,1666.46666666667,1721.06666666667,1464.43333333333,1385.83333333333,1374.13333333333,1548.4,1386.73333333333,1768.4,1547.53333333333,1679.33333333333,1403.96666666667,1347.83333333333,1330.4,1671.83333333333,1440.66666666667,1528.56666666667,1596.26666666667,1579.03333333333,1419.86666666667,1702.93333333333,1492.63333333333,1553.73333333333,1698.16666666667,1468.06666666667,1469.23333333333,1445.23333333333,1558.4,1665.53333333333,1633.56666666667,1509.93333333333,1608.06666666667,1460.03333333333,1441.16666666667,1397.63333333333,1506.36666666667,1651.73333333333,1574.03333333333,1752.96666666667,1469.56666666667,1374.63333333333,1598.56666666667,1620.16666666667,1517.26666666667,1636.66666666667,1421.43333333333,1432.76666666667,1735.83333333333,1428.86666666667,1376.23333333333,1491.86666666667,1369.43333333333,1413.53333333333,1663.13333333333,1531.03333333333,1433.46666666667,1403.33333333333,1408.16666666667,1608.46666666667,1402.36666666667,1558.05,1421.33333333333,1330.53333333333,1355.13333333333,1771.76666666667,1398.66666666667,1734.23333333333,1509.8,1813.46666666667,1401.56666666667,1466.43333333333,1580.56666666667,1379.26666666667,1493.16666666667,1327.9,1411.13333333333,1517.03333333333,1472.66666666667,1422.8
"99",1545.75,1511.25,1732.45,1837.75,1609.25,1489.65,1833.95,1574.85,1631.45,1570.1,1411.75,1445.45,1413.25,1495.85,1760.75,1727.05,1781.7,1525.05,1446.45,1434.75,1609.05,1447.35,1829.05,1608.15,1739.95,1464.6,1408.45,1391.05,1732.45,1501.3,1589.15,1656.85,1639.65,1480.45,1763.55,1553.25,1614.35,1758.8,1528.7,1529.85,1505.85,1619.05,1726.15,1694.25,1570.55,1668.65,1520.65,1501.8,1458.25,1566.95,1712.35,1634.65,1813.55,1530.15,1435.25,1659.15,1680.75,1577.85,1697.25,1482.05,1493.35,1796.45,1489.45,1436.85,1552.45,1430.05,1474.15,1723.75,1591.65,1494.05,1463.95,1468.8,1669.05,1462.95,1618.65,1481.95,1391.15,1415.75,1832.35,1459.25,1794.85,1570.4,1874.1,1462.2,1527.05,1641.15,1439.85,1553.8,1388.55,1471.75,1577.65,1533.25,1483.45
"101",1383.575,1349.025,1570.275,1675.575,1447.075,1327.525,1671.775,1412.725,1469.275,1407.925,1249.575,1283.325,1251.075,1333.675,1598.575,1564.875,1619.525,1362.875,1284.275,1272.575,1446.825,1285.175,1666.825,1445.975,1577.775,1302.425,1246.275,1228.825,1570.275,1339.125,1427.025,1494.725,1477.475,1275.775,1601.375,1391.075,1452.175,1596.625,1366.525,1367.675,1343.675,1456.825,1563.975,1532.025,1408.375,1506.475,1358.475,1339.625,1249.925,1404.775,1550.175,1472.475,1651.375,1368.025,1273.025,1497.025,1518.625,1415.725,1535.125,1319.875,1331.225,1634.275,1327.275,1224.875,1390.325,1267.875,1243.425,1561.575,1429.475,1331.925,1301.775,1306.625,1506.925,1214.875,1456.5,1319.775,1228.975,1253.575,1670.225,1297.125,1632.625,1408.225,1711.925,1300.025,1364.875,1479.025,1277.725,1391.625,1226.325,1309.575,1415.425,1371.125,1321.225
"109",1416.3,1381.8,1603.1,1708.3,1479.8,1360.3,1704.5,1445.5,1502,1440.7,1282.3,1316.1,1283.8,1366.4,1631.3,1597.7,1652.3,1395.6,1317,1305.3,1479.6,1317.9,1699.6,1478.7,1610.5,1335.2,1279,1261.6,1603,1371.9,1459.8,1527.5,1510.2,1296.9,1634.1,1423.8,1484.9,1629.4,1399.3,1400.4,1376.4,1489.6,1596.7,1564.8,1441.1,1539.3,1391.2,1315.7,1271.1,1437.6,1582.9,1505.2,1684.2,1400.8,1305.8,1529.8,1551.4,1448.5,1567.9,1352.6,1364,1667,1360.1,1246,1423.1,1300.6,1264.6,1594.3,1462.2,1364.7,1334.5,1339.4,1539.7,1236.1,1489.25,1352.5,1261.7,1286.3,1703,1329.9,1665.4,1441,1744.7,1332.8,1397.6,1511.8,1310.5,1424.4,1259.1,1342.3,1448.2,1403.9,1354
"111",1321.1,1286.5,1507.8,1613.1,1384.6,1265,1609.3,1350.2,1406.8,1345.4,1187.1,1220.8,1188.6,1271.2,1536.1,1502.4,1557,1300.4,1221.8,1210.1,1384.3,1222.7,1604.3,1383.5,1515.3,1239.9,1183.8,1166.3,1507.8,1276.6,1364.5,1432.2,1415,1201.7,1538.9,1328.6,1389.7,1534.1,1304,1305.2,1281.2,1394.3,1501.5,1469.5,1345.9,1444,1296,1220.5,1175.8,1342.3,1487.7,1410,1588.9,1305.5,1210.55,1434.5,1456.1,1353.2,1472.6,1257.4,1268.7,1571.8,1264.8,1150.8,1327.8,1205.4,1169.3,1499.1,1367,1269.4,1239.3,1244.1,1444.4,1140.8,1394,1257.3,1166.5,1191.1,1607.7,1234.6,1570.2,1345.7,1649.4,1237.5,1302.4,1416.5,1215.2,1329.1,1163.8,1247.1,1352.9,1308.6,1258.8
