"County","FIPS","StateFIPS","CountyFIPS"
"AdamsCounty",31001,31,1
"AntelopeCounty",31003,31,3
"ArthurCounty",31005,31,5
"BannerCounty",31007,31,7
"BlaineCounty",31009,31,9
"BooneCounty",31011,31,11
"BoxButteCounty",31013,31,13
"BoydCounty",31015,31,15
"BrownCounty",31017,31,17
"BuffaloCounty",31019,31,19
"BurtCounty",31021,31,21
"ButlerCounty",31023,31,23
"CassCounty",31025,31,25
"CedarCounty",31027,31,27
"ChaseCounty",31029,31,29
"CherryCounty",31031,31,31
"CheyenneCounty",31033,31,33
"ClayCounty",31035,31,35
"ColfaxCounty",31037,31,37
"CumingCounty",31039,31,39
"CusterCounty",31041,31,41
"DakotaCounty",31043,31,43
"DawesCounty",31045,31,45
"DawsonCounty",31047,31,47
"DeuelCounty",31049,31,49
"DixonCounty",31051,31,51
"DodgeCounty",31053,31,53
"DouglasCounty",31055,31,55
"DundyCounty",31057,31,57
"FillmoreCounty",31059,31,59
"FranklinCounty",31061,31,61
"FrontierCounty",31063,31,63
"FurnasCounty",31065,31,65
"GageCounty",31067,31,67
"GardenCounty",31069,31,69
"GarfieldCounty",31071,31,71
"GosperCounty",31073,31,73
"GrantCounty",31075,31,75
"GreeleyCounty",31077,31,77
"HallCounty",31079,31,79
"HamiltonCounty",31081,31,81
"HarlanCounty",31083,31,83
"HayesCounty",31085,31,85
"HitchcockCounty",31087,31,87
"HoltCounty",31089,31,89
"HookerCounty",31091,31,91
"HowardCounty",31093,31,93
"JeffersonCounty",31095,31,95
"JohnsonCounty",31097,31,97
"KearneyCounty",31099,31,99
"KeithCounty",31101,31,101
"KeyaPahaCounty",31103,31,103
"KimballCounty",31105,31,105
"KnoxCounty",31107,31,107
"LancasterCounty",31109,31,109
"LincolnCounty",31111,31,111
"LoganCounty",31113,31,113
"LoupCounty",31115,31,115
"McPhersonCounty",31117,31,117
"MadisonCounty",31119,31,119
"MerrickCounty",31121,31,121
"MorrillCounty",31123,31,123
"NanceCounty",31125,31,125
"NemahaCounty",31127,31,127
"NuckollsCounty",31129,31,129
"OtoeCounty",31131,31,131
"PawneeCounty",31133,31,133
"PerkinsCounty",31135,31,135
"PhelpsCounty",31137,31,137
"PierceCounty",31139,31,139
"PlatteCounty",31141,31,141
"PolkCounty",31143,31,143
"RedWillowCounty",31145,31,145
"RichardsonCounty",31147,31,147
"RockCounty",31149,31,149
"SalineCounty",31151,31,151
"SarpyCounty",31153,31,153
"SaundersCounty",31155,31,155
"ScottsBluffCounty",31157,31,157
"SewardCounty",31159,31,159
"SheridanCounty",31161,31,161
"ShermanCounty",31163,31,163
"SiouxCounty",31165,31,165
"StantonCounty",31167,31,167
"ThayerCounty",31169,31,169
"ThomasCounty",31171,31,171
"ThurstonCounty",31173,31,173
"ValleyCounty",31175,31,175
"WashingtonCounty",31177,31,177
"WayneCounty",31179,31,179
"WebsterCounty",31181,31,181
"WheelerCounty",31183,31,183
"YorkCounty",31185,31,185
