Value,Area,Fwy,Art,Other
BusVmt,Lincoln,,,
TruckVmt,Lincoln,,,
BusVmt,Omaha,,,
TruckVmt,Omaha,,,
BusVmt,SiouxCity,,,
TruckVmt,SiouxCity,,,
