,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.377075522228174
0-0-0-0-0-2,0,0,0,0,0,0.461091131685668
0-0-0-0-1-0,0,0,0,0,0.144172586161536,0
0-0-0-0-1-1,0,0,0,0,0.111681136543015,0.0649628892799755
0-0-0-0-1-2,0,0,0,0,0.00118389897395422,0.00145382202157778
0-0-0-0-2-0,0,0,0,0,0.435543278084715,0
0-0-0-0-2-1,0,0,0,0,0.00368324125230203,0.00107123727905731
0-0-0-1-0-0,0,0,0,0.104174990011986,0,0
0-0-0-1-0-1,0,0,0,0.011119989346118,0,0.0255566608003673
0-0-0-1-0-2,0,0,0,0.00512718071647356,0,0.0237967709847731
0-0-0-1-1-0,0,0,0,0.0298641630043947,0.117995264404104,0
0-0-0-1-1-1,0,0,0,0.00216406978292715,0.00855038147855827,0.00497360165276609
0-0-0-1-1-2,0,0,0,9.98801438274071e-05,0.000394632991318074,0.000459101691024562
0-0-0-1-2-0,0,0,0,0.00229724330803036,0.0181531176006314,0
0-0-0-1-2-1,0,0,0,0.000133173525103209,0.00105235464351486,0.000306067794016375
0-0-0-2-0-0,0,0,0,0.176654681049407,0,0
0-0-0-2-0-1,0,0,0,0.00409508589692369,0,0.00466753385874971
0-0-0-2-0-2,0,0,0,0.0014649087761353,0,0.00306067794016375
0-0-0-2-1-0,0,0,0,0.00299640431482221,0.00552486187845304,0
0-0-0-2-1-1,0,0,0,0.000266347050206419,0.000526177321757432,0.000306067794016375
0-0-0-2-2-0,0,0,0,0.000199760287654814,0.000526177321757432,0
0-0-1-0-0-0,0,0,0.159516179055102,0,0,0
0-0-1-0-0-1,0,0,0.00310141631344981,0,0,0.00229550845512281
0-0-1-0-0-2,0,0,0.00144732761294324,0,0,0.00214247455811462
0-0-1-0-1-0,0,0,0.00475550501395637,0,0.00605103920021047,0
0-0-1-0-1-1,0,0,0.00227437196319653,0,0.00289397526966588,0.00168337286709006
0-0-1-0-2-0,0,0,0.00785692132740618,0,0.0199947382267824,0
0-0-1-0-2-1,0,0,0.000206761087563321,0,0.000526177321757432,0.000153033897008187
0-0-1-1-0-0,0,0,0.0488989972087253,0.0157477693434545,0,0
0-0-1-1-0-1,0,0,0.0010338054378166,0.000332933812758024,0,0.000765169485040937
0-0-1-1-0-2,0,0,0.000413522175126641,0.000133173525103209,0,0.000612135588032749
0-0-1-1-1-0,0,0,0.00961439057169441,0.00309628445864962,0.0122336227308603,0
0-0-1-1-1-1,0,0,0.000827044350253282,0.000266347050206419,0.00105235464351486,0.000612135588032749
0-0-1-1-1-2,0,0,0.00010338054378166,3.32933812758024e-05,0.000131544330439358,0.000153033897008187
0-0-1-1-2-0,0,0,0.000827044350253282,0.000266347050206419,0.00210470928702973,0
0-0-1-1-2-1,0,0,0.00010338054378166,3.32933812758024e-05,0.000263088660878716,7.65169485040937e-05
0-0-1-2-0-0,0,0,0.0294634549777732,0.0193434545212412,0,0
