"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.174237102988831,0.825762897011169,7,15
2,0.291778853092011,0.708221146907989,18,27
3,0.456677616399352,0.543322383600648,62,46
4,0.332470018869444,0.667529981130556,12,16
5,0.0763722238391646,0.923627776160835,2,0
6,0.32218669721474,0.67781330278526,8,2
7,0.160018935416233,0.839981064583767,15,17
8,0.233455388714992,0.766544611285008,4,1
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,1,0
11,0.532061763030145,0.467938236969855,0,1
12,0.463525871813974,0.536474128186026,15,10
13,0.574043705293349,0.425956294706651,3,2
14,0.296984478905375,0.703015521094625,1,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,1
17,0.0512840369554983,0.948715963044502,0,1
18,0.595712731390873,0.404287268609127,3,0
19,0.458896381705954,0.541103618294046,2,5
20,0.153884141884506,0.846115858115494,0,0
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,8,1
23,0.220262195048898,0.779737804951102,0,0
24,0.143309869173441,0.856690130826559,7,2
25,0.0947634565051555,0.905236543494845,6,18
26,0.117958812496332,0.882041187503668,12,37
27,0.0664638925860683,0.933536107413932,0,3
28,0.13006920545436,0.86993079454564,0,2
29,0.499509853805331,0.500490146194669,6,0
30,0.122154702334916,0.877845297665084,3,1
31,0.322996400106849,0.677003599893151,10,6
32,0.111509729259209,0.888490270740792,5,0
33,0.808705991568973,0.191294008431027,38,8
34,0.129620587548458,0.870379412451542,8,15
35,0.267488635666556,0.732511364333444,6,0
36,0.734203268848059,0.265796731151941,12,2
37,0.108215892354579,0.891784107645421,2,8
38,0.301345390186715,0.698654609813286,2,0
39,0.460084472492128,0.539915527507872,14,3
40,0.382488858899715,0.617511141100285,140,57
41,0.816613400812106,0.183386599187894,31,2
43,0.00692262658773768,0.993077373412262,2,23
99,0.646446399835973,0.353553600164027,2,1
