Value,Area,Fwy,Art,Other
BusVmt,Bend,,,
TruckVmt,Bend,,,
BusVmt,Corvallis,,,
TruckVmt,Corvallis,,,
BusVmt,Eugene,,,
TruckVmt,Eugene,,,
BusVmt,Longview,,,
TruckVmt,Longview,,,
BusVmt,Medford,,,
TruckVmt,Medford,,,
BusVmt,Portland,,,
TruckVmt,Portland,,,
