"County","FIPS","StateFIPS","CountyFIPS"
"BakerCounty",41001,41,1
"BentonCounty",41003,41,3
"ClackamasCounty",41005,41,5
"ClatsopCounty",41007,41,7
"ColumbiaCounty",41009,41,9
"CoosCounty",41011,41,11
"CrookCounty",41013,41,13
"CurryCounty",41015,41,15
"DeschutesCounty",41017,41,17
"DouglasCounty",41019,41,19
"GilliamCounty",41021,41,21
"GrantCounty",41023,41,23
"HarneyCounty",41025,41,25
"HoodRiverCounty",41027,41,27
"JacksonCounty",41029,41,29
"JeffersonCounty",41031,41,31
"JosephineCounty",41033,41,33
"KlamathCounty",41035,41,35
"LakeCounty",41037,41,37
"LaneCounty",41039,41,39
"LincolnCounty",41041,41,41
"LinnCounty",41043,41,43
"MalheurCounty",41045,41,45
"MarionCounty",41047,41,47
"MorrowCounty",41049,41,49
"MultnomahCounty",41051,41,51
"PolkCounty",41053,41,53
"ShermanCounty",41055,41,55
"TillamookCounty",41057,41,57
"UmatillaCounty",41059,41,59
"UnionCounty",41061,41,61
"WallowaCounty",41063,41,63
"WascoCounty",41065,41,65
"WashingtonCounty",41067,41,67
"WheelerCounty",41069,41,69
"YamhillCounty",41071,41,71
