,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
0-0-0-0-0-1,0,0,0,0,0,0.319881331530038
0-0-0-0-0-2,0,0,0,0,0,0.442650844204005
0-0-0-0-1-0,0,0,0,0,0.163450128036975,0
0-0-0-0-1-1,0,0,0,0,0.108862656923365,0.0760438026264125
0-0-0-0-1-2,0,0,0,0,0.00399725188932609,0.00606430783997208
0-0-0-0-2-0,0,0,0,0,0.364561863718693,0
0-0-0-0-2-1,0,0,0,0,0.00924364499406658,0.00318485231883426
0-0-0-0-2-2,0,0,0,0,0.000874398850790082,0.000698049823306138
0-0-0-1-0-0,0,0,0,0.11788778460712,0,0
0-0-0-1-0-1,0,0,0,0.0127036293826731,0,0.0350770036211335
0-0-0-1-0-2,0,0,0,0.00494556716017001,0,0.0280092491601588
0-0-0-1-1-0,0,0,0,0.033655137543649,0.133033539441634,0
0-0-0-1-1-1,0,0,0,0.00248068384711403,0.00980575854100306,0.00684961389119148
0-0-0-1-1-2,0,0,0,0.000316010681161023,0.0012491412154144,0.00183238078617861
0-0-0-1-2-0,0,0,0,0.00202246835943055,0.0160514646180751,0
0-0-0-1-2-1,0,0,0,0.00014220480652246,0.00131159827618512,0.000392653025609703
0-0-0-1-2-2,0,0,0,6.32021362322046e-05,0.000562113546936481,0.000392653025609703
0-0-0-2-0-0,0,0,0,0.206623583877135,0,0
0-0-0-2-0-1,0,0,0,0.00619380935075606,0,0.00815845730989049
0-0-0-2-0-2,0,0,0,0.00175385928044368,0,0.00497360499105624
0-0-0-2-1-0,0,0,0,0.00393433298045474,0.0074323902317157,0
0-0-0-2-1-1,0,0,0,0.000505617089857637,0.000936855911560802,0.000654421709349505
0-0-0-2-1-2,0,0,0,9.4803204348307e-05,0.00018737118231216,0.000305396797696436
0-0-0-2-2-0,0,0,0,0.000758425634786456,0.00293548185622385,0
0-0-0-2-2-1,0,0,0,9.4803204348307e-05,0.000437199425395041,0.000130884341869901
0-0-0-2-2-2,0,0,0,6.32021362322046e-05,0.000312285303853601,0.000218140569783168
0-0-1-0-0-0,0,0,0.115090824406148,0,0,0
0-0-1-0-0-1,0,0,0.00330693991616209,0,0,0.00309759609092099
0-0-1-0-0-2,0,0,0.00167675826734979,0,0,0.00318485231883426
0-0-1-0-1-0,0,0,0.0055891942244993,0,0.00749484729248642,0
0-0-1-0-1-1,0,0,0.00204937121564974,0,0.00274811067391169,0.00191963701409188
0-0-1-0-1-2,0,0,4.65766185374942e-05,0,6.24570607707201e-05,8.72562279132673e-05
0-0-1-0-2-0,0,0,0.00656730321378668,0,0.0178002623196552,0
0-0-1-0-2-1,0,0,0.000279459711224965,0,0.000749484729248642,0.000261768683739802
