,0to20K,20Kto40K,40Kto60K,60Kto80K,80Kto100K,100KPlus
0,0.00195919134395093,0.00618892647214814,0.00587193707682674,0.00545476932882722,0.00369659104847898,0.00950723484331955
1,0.00390339003520305,0.0120674333188551,0.0116006841880093,0.0104575734579975,0.00697994521424985,0.0175539235144278
2,0.00403832611498147,0.0122307701709235,0.0119189279925955,0.0104518372060349,0.00688338820008557,0.0169364200960715
3,0.00426091543457024,0.0124578611122408,0.0124362119075931,0.0104209635449499,0.00671908857841145,0.0158949402128141
4,0.00452570594689369,0.0126658616716303,0.0130127311396121,0.0103425405123882,0.00651350380051201,0.0146277518330671
5,0.00478988131502514,0.0127949306553734,0.0134844664489344,0.0101931362200901,0.00629138136387749,0.0133467012058943
6,0.00504002770922788,0.012844966994621,0.0137321602362638,0.00995202609879079,0.00605691249111922,0.0121593452522644
7,0.00528156135477306,0.0128543607554542,0.0136826439618036,0.00960480937857744,0.00579746679089346,0.0110915204225489
8,0.00552748043971704,0.0128676549613388,0.0133210892050586,0.00914806666197488,0.00549052452192161,0.0101069656358748
9,0.00578300816245409,0.0129003195165598,0.0126891860275828,0.00859314652341567,0.00511523648121772,0.00914492600406782
10,0.00603323111263077,0.0129192607987112,0.0118678099894699,0.0079669846679257,0.00466362382125879,0.00815823784178021
11,0.00624094282870116,0.0128495656815038,0.0109500901522708,0.00730803509502818,0.00414651553927608,0.00713507504212332
12,0.00635648209420518,0.0126031147494788,0.0100136241122578,0.00665716678978258,0.00359213210273143,0.00610031735909498
13,0.0063353980100402,0.0121137153390601,0.0091014645643042,0.00604596118673339,0.00303840584976134,0.00510227507109631
14,0.00615585465583721,0.0113617284126566,0.00821848732258215,0.00548694483654426,0.00252249158210701,0.00419433068431314
15,0.00582764424997207,0.0103785381845248,0.00734353080815517,0.00497046076887999,0.00207163332058775,0.00341928945769391
16,0.00538857739255132,0.00923243314727603,0.0064509760962007,0.00447048676825631,0.00169850135615914,0.00280000676782666
17,0.00488996230144685,0.00800583906602374,0.00553153833091276,0.00395760751010093,0.0014019023407081,0.00233641611788518
18,0.00437795076688173,0.00677533702372139,0.00460299115643903,0.00341363787782253,0.00117145615775577,0.00200771361215679
19,0.00387929476639111,0.0056012254407441,0.00370686586370582,0.00284127951130696,0.000993480933946998,0.00177846807125632
20,0.00339768441668456,0.00452655300758874,0.00289398500206118,0.00226448585527367,0.000855438024959124,0.0016074256646297
21,0.00292152096424782,0.00358087075211282,0.00220648684501047,0.00171975218859626,0.000747617247437154,0.00145715416577593
22,0.0024383723964247,0.0027834157003454,0.00166459204521047,0.00124282455568654,0.000662452668497726,0.00130196285228296
23,0.00194831654837387,0.00214319657110877,0.00126305042644614,0.000857058789121384,0.000593011586577699,0.00113170198930235
24,0.00146942504776275,0.00165697757394655,0.000977211147296328,0.000568150127986903,0.000532257095321282,0.000950455562764851
25,0.0010330894483445,0.00130807890248773,0.000774590337911701,0.000366316753820637,0.000473769046786166,0.00077116541756265
26,0.000672236305225467,0.00106841492939974,0.000626307717453799,0.000233410531091158,0.000413386914519649,0.000608736317317352
27,0.000408826574431516,0.000904108914382785,0.00051395725289102,0.000150700350336799,0.000350499431820739,0.000474373809023201
28,0.000246725098029372,0.000782915405675794,0.000430292284250856,0.000103788781693269,0.000287881491314122,0.000372835842099942
29,0.000172545525790417,0.000680732109366049,0.000375027331781276,8.34457580111326e-05,0.00022990643088921,0.000302680767441927
30,0.000162699169173435,0.000584920161366827,0.000348855762047782,8.35428468909014e-05,0.000180026608439031,0.000258373625252072
31,0.000192102568833279,0.000493446617220026,0.000348877634751601,9.84431665900297e-05,0.000138968721215748,0.000232762304196888
32,0.000240528976216411,0.000409871340279067,0.000367509480066583,0.000121962275751545,0.000104568379950223,0.000218827186831971
