"SCTG","Payload","N"
1,12.2468285097997,4
2,13.9906102244086,7
3,9.91314331799211,54
4,7.34487117022301,11
5,9.48414223589127,14
6,5.46576717240711,11
7,12.9775559718195,9
8,10.2941785681165,7
9,12.5303662811142,1
10,12.7559630168912,3
11,9.40476211974346,19
12,14.1397561387492,153
13,14.57148120894,2
14,19.7343283246373,0
15,21.9759244651015,0
16,14.0428921341034,0
17,24.3515448152176,6
18,10.2572663509749,48
19,7.20287781234437,10
20,14.6935220971178,1
21,5.12434471305138,0
22,9.93234871988097,4
23,12.2174191704086,2
24,9.66549316294252,4
25,17.3233644308611,66
26,10.1480312508177,46
27,16.5382555630002,6
28,13.1552492378572,5
29,5.51350467372506,0
30,10.307661585523,3
31,12.1226675422194,36
32,12.2402812906222,5
33,3.40635959833204,49
34,9.90398253150309,16
35,6.91185118160956,2
36,4.49578168975436,16
37,17.1134794135312,7
38,4.51852664992441,1
39,7.06406860103406,3
40,6.5480550372449,167
41,6.2051268250665,51
43,16.6344819186119,8
99,10.8934974922361,8
