"FAFZone","AndroscogginCounty","AroostookCounty","CumberlandCounty","FranklinCounty","HancockCounty","KennebecCounty","KnoxCounty","LincolnCounty","OxfordCounty","PenobscotCounty","PiscataquisCounty","SagadahocCounty","SomersetCounty","WaldoCounty","WashingtonCounty","YorkCounty"
"69",3213.89032258065,3453.82903225807,3187.79677419355,3221.15322580646,3338.61935483871,3241.8435483871,3262.57741935484,3233.12580645161,3154.25161290322,3337.95806451613,3352.23225806452,3215.03548387097,3304.33225806452,3288.71612903226,3388.20967741936,3110.45483870968
"81",2131.38333333333,2371.29583333334,2105.27916666667,2146.6875,2256.07916666666,2159.33333333333,2180.06666666667,2150.5875,2073.45416666666,2255.45,2269.70416666666,2132.52083333333,2221.79583333334,2206.17916666666,2305.67916666666,2035.15416666666
"89",2226.15673076923,2466.07115384616,2200.03653846154,2260.29807692308,2350.85673076923,2254.11153846154,2274.82884615385,2245.375,2174.39807692307,2350.21538461539,2364.48076923077,2227.29615384615,2316.58269230769,2300.95673076924,2400.44807692307,2146.8076923077
"91",235.616666666667,475.566666666667,209.5,300.916666666667,360.366666666667,263.566666666667,284.266666666667,254.866666666667,261.366666666667,359.666666666667,373.966666666667,236.766666666667,326.066666666667,310.466666666667,409.9,184.166666666667
"92",280.016666666667,519.9,253.9,345.316666666667,404.7,307.966666666667,328.7,299.2,305.766666666667,404.066666666667,418.3,281.166666666667,370.4,354.8,454.3,228.566666666667
"99",221.8,461.7,195.65,287.1,346.45,249.75,270.45,241,247.55,345.85,360.15,222.95,312.25,296.55,396.05,170.35
"101",493.15,733.05,467.5,558.45,617.85,521.1,541.85,512.4,518.9,617.225,631.5,494.3,583.6,567.95,667.45,442.15
"109",549.85,789.8,523.7,615.15,674.5,577.8,598.5,569.1,575.6,673.9,688.2,551,640.3,624.7,724.1,498.4
"111",573.85,813.8,547.8,639.15,698.6,601.8,622.6,593.1,599.6,698,712.2,575,664.3,648.7,748.2,522.5
"121",1320.69166666667,1560.6,1294.58333333333,1385.99166666666,1445.38333333333,1348.65,1369.36666666667,1339.88333333333,1346.45,1444.76666666667,1459.01666666667,1321.83333333333,1411.11666666667,1395.48333333333,1494.98333333333,1269.25
"122",1562.87857142857,1802.82857142857,1536.8,1628.17857142857,1687.6,1590.84285714286,1611.58571428571,1582.12857142857,1588.62857142857,1686.95714285714,1701.22857142857,1564.02857142857,1653.32857142857,1637.7,1737.2,1511.44285714286
"123",1416.32142857143,1656.25714285714,1390.2,1481.62142857143,1541.05714285714,1444.27142857143,1464.98571428571,1435.55714285714,1442.07142857143,1540.37142857143,1554.67142857143,1417.47142857143,1506.77142857143,1491.14285714286,1590.6,1364.87142857143
"124",1482.6625,1722.6,1456.6,1547.9625,1607.4,1510.625,1531.4,1501.9,1508.425,1606.75,1621,1483.8,1573.1,1557.5,1657,1431.225
"129",1485.71976744186,1725.64534883721,1459.61744186047,1551.02325581395,1610.43372093023,1513.68023255814,1534.39651162791,1504.94302325581,1511.47325581395,1609.78604651163,1624.05465116279,1486.86162790698,1576.15232558139,1560.53604651163,1660.02906976744,1434.28023255814
"131",1235.75897435898,1475.67692307692,1209.64358974359,1301.05897435897,1360.4641025641,1263.71538461538,1284.4358974359,1254.97179487179,1261.50769230769,1359.82307692308,1374.07948717949,1236.89230769231,1326.18461538462,1310.5641025641,1410.06153846154,1184.31538461538
"132",1183.65,1423.6,1157.58333333333,1248.96666666667,1308.38333333333,1211.63333333333,1232.36666666667,1202.9,1209.41666666667,1307.73333333333,1322,1184.8,1274.1,1258.48333333333,1357.98333333333,1132.23333333333
"139",1280.22675438596,1520.14649122807,1254.11578947368,1345.52675438596,1404.93640350877,1308.18245614035,1328.90526315789,1299.44298245614,1305.97631578947,1404.29649122807,1418.55614035088,1281.36842105263,1370.65175438596,1355.03728070175,1454.52587719298,1228.78684210526
"151",,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,
"160",2749.81022727273,2989.7375,2723.7125,2755.12840909091,2874.52613636364,2777.77840909091,2798.50568181818,2769.03068181818,2689.4625,2873.88977272728,2888.14431818182,2750.95227272727,2840.24431818182,2824.62840909091,2924.11704545454,2644.63522727272
"171",1171.58076923077,1411.51538461538,1145.49230769231,1176.90769230769,1296.31538461538,1199.53076923077,1220.28461538462,1190.81538461538,1111.23076923077,1295.64615384615,1309.91538461538,1172.72307692308,1262.02307692308,1246.40769230769,1345.90769230769,1066.41538461538
"172",1305.19444444444,1545.12222222222,1279.07777777778,1370.49444444444,1429.9,1333.14444444444,1353.86666666667,1324.42222222222,1266.94444444444,1429.25555555556,1443.52222222222,1306.33333333333,1395.62222222222,1380.02222222222,1479.47777777778,1253.74444444444
"179",1268.7125,1508.62625,1242.595,1313.07,1393.41625,1296.669375,1317.386875,1287.9325,1223.15375,1392.778125,1407.04,1269.85125,1359.14125,1343.5175,1443.00625,1198.518125
"181",1105.39,1345.32,1079.28,1110.7,1230.1,1133.34,1154.06,1124.62,1045.04,1229.44,1243.72,1106.54,1195.84,1180.2,1279.7,1000.22
"182",1074.2,1314.1,1048.07222222222,1139.5,1198.88888888889,1102.15555555556,1122.87222222222,1093.41111111111,1037.97777777778,1198.26111111111,1212.51111111111,1075.33888888889,1164.61666666667,1148.98333333333,1248.47777777778,1022.75555555556
"183",987.84375,1227.75,961.725,1030.65625,1112.55,1015.8125,1036.525,1007.05,936.675,1111.9125,1126.1625,988.975,1078.2625,1062.65,1162.15,916.25
"189",1096.00491803279,1335.92540983607,1069.89262295082,1156.38442622951,1220.71393442623,1123.96393442623,1144.68606557377,1115.22295081968,1056.00409836066,1220.07459016393,1234.33032786885,1097.14016393442,1186.43360655738,1170.81475409837,1270.30409836065,1040.16311475409
"190",1479.03131313132,1718.95404040404,1452.91767676767,1484.34393939393,1603.74393939393,1506.99242424242,1527.71060606061,1498.25303030303,1418.68333333333,1603.0994949495,1617.36212121212,1480.17323232323,1569.46212121213,1553.84393939393,1653.3303030303,1373.85404040405
"201",1595.91666666667,1835.82222222222,1569.8,1661.22222222222,1720.61111111111,1623.87777777778,1644.58888888889,1615.12222222222,1557.66666666667,1719.98888888889,1734.23333333333,1597.05555555556,1686.33333333333,1670.71111111111,1770.21111111111,1544.47777777778
"202",1762.50833333334,2002.41666666667,1736.41666666667,1827.81666666667,1887.21666666667,1790.46666666667,1811.2,1781.71666666667,1724.26666666667,1886.58333333333,1900.83333333333,1763.65,1852.93333333333,1837.31666666667,1936.81666666667,1711.06666666667
"209",1801.56777777778,2041.49055555556,1775.45833333333,1861.53722222222,1926.27944444444,1829.52611111111,1850.25055555555,1820.78722222222,1761.47611111112,1925.63944444444,1939.90055555556,1802.70944444445,1891.99944444445,1876.37611111111,1975.86833333334,1745.34944444444
"211",1020.08125,1260.0125,993.9875,1085.38125,1144.8125,1048.0375,1068.775,1039.3125,989.8875,1144.15,1158.4125,1021.2125,1110.5125,1094.9125,1194.4125,968.6375
"212",1106.14545454545,1346.08181818182,1080.05454545455,1171.44545454546,1230.87272727273,1134.1,1154.82727272727,1125.38181818182,1074.13636363636,1230.21818181818,1244.49090909091,1107.29090909091,1196.59090909091,1180.97272727273,1280.46363636364,1054.7
"219",1128.1297029703,1368.04900990099,1102.01831683168,1193.43069306931,1252.83415841584,1156.08861386139,1176.80445544555,1147.35198019802,1127.36782178218,1252.19653465346,1266.4608910891,1129.26881188119,1218.56138613861,1202.93613861386,1302.42821782178,1076.68861386138
"221",1708.26111111111,1948.16666666667,1682.13333333333,1773.56111111111,1832.94444444444,1736.22222222222,1756.93333333333,1727.46666666667,1734.01111111111,1832.32222222222,1846.58888888889,1709.41111111111,1798.68888888889,1783.03333333333,1882.53333333333,1656.82222222222
"222",1863.65,2103.6,1837.55,1928.95,1988.4,1891.6,1912.35,1882.9,1889.4,1987.7,2002,1864.8,1954.1,1938.5,2038,1812.2
"223",1671.115,1911.01,1645,1736.4,1795.81,1699.07,1719.79,1690.32,1696.85,1795.19,1809.42,1672.24,1761.53,1745.91,1845.41,1619.68
"229",1737.48604651163,1977.39534883721,1711.36627906976,1802.78372093023,1862.18837209302,1765.44186046512,1786.15581395349,1756.7023255814,1763.23255813954,1861.5511627907,1875.81162790698,1738.62209302325,1827.91395348837,1812.28604651163,1911.77441860465,1686.03953488372
"241",545.335714285714,785.257142857143,519.242857142857,610.635714285714,670.057142857143,573.3,594.042857142857,564.557142857143,571.085714285714,669.414285714286,683.657142857143,546.471428571429,635.757142857143,620.157142857143,719.642857142857,493.885714285714
"242",589.23,829.16,563.16,654.53,713.96,617.22,637.94,608.48,614.98,713.32,727.58,590.38,679.68,664.06,763.56,537.8
"249",582.654166666666,822.558333333333,556.7,647.958333333333,707.358333333333,610.625,631.333333333333,601.858333333333,608.408333333333,706.725,720.9625,583.783333333333,673.075,657.45,756.95,531.375
"251",167.2125,407.125,141.1125,232.5125,291.9125,195.1875,215.9,186.4125,192.9625,291.2875,305.525,168.35,257.65,242.0125,341.5125,115.7625
"259",232.133333333333,472.05,206.016666666667,297.433333333333,356.833333333333,260.1,280.816666666667,251.366666666667,252.166666666667,356.2,370.466666666667,233.283333333333,322.566666666667,306.95,406.433333333333,180.7
"261",968.95,1208.83,942.8,974.23,1093.63,996.9,1017.6,988.13,908.6,1093,1107.24,970.07,1059.34,1043.73,1143.2,863.73
"262",1085.35,1325.2875,1059.2125,1090.6625,1210.0375,1113.3,1134.0125,1104.5625,1025,1209.4,1223.6875,1086.5,1175.7875,1160.1625,1259.6375,980.1875
"269",1173.56615384615,1413.48230769231,1147.45461538461,1178.87615384615,1298.27615384616,1201.53,1222.24846153846,1192.78384615384,1113.21307692307,1297.64153846154,1311.89307692308,1174.70230769231,1263.99461538461,1248.37615384615,1347.86538461538,1068.38230769231
"271",1570.32894736842,1810.23684210526,1544.22631578947,1575.63684210526,1695.03684210526,1598.30526315789,1619.02105263158,1589.53684210526,1509.97368421053,1694.41578947368,1708.64736842105,1571.45789473684,1660.75263157895,1645.13684210526,1744.63684210526,1465.13684210526
"279",1669.41838235294,1909.33823529412,1643.29852941176,1674.725,1794.125,1697.37352941176,1718.09117647059,1688.63382352941,1609.06617647059,1793.48088235294,1807.74852941176,1670.55735294118,1759.84705882353,1744.225,1843.71029411765,1564.23676470588
"280",1532.18658536585,1772.10426829268,1506.08170731708,1597.48841463415,1656.89451219512,1560.1506097561,1580.87317073171,1551.40182926829,1557.93597560975,1656.26158536585,1670.51768292683,1533.3243902439,1622.61158536586,1606.99573170732,1706.48841463415,1480.7506097561
"291",1557.98846153846,1797.91538461538,1531.88461538462,1620.93846153846,1682.70769230769,1585.95384615385,1606.67692307692,1577.23076923077,1520.3,1682.07692307692,1696.33076923077,1559.13846153846,1648.43076923077,1632.8,1732.28461538462,1504.68461538462
"292",1353.375,1593.3125,1327.2625,1418.675,1478.1,1381.3375,1402.05,1372.625,1315.125,1477.45,1491.725,1354.525,1443.825,1428.1875,1527.675,1301.9375
"299",1485.2585106383,1725.17553191489,1459.15106382979,1543.53989361702,1609.97234042553,1513.2170212766,1533.94042553191,1504.48085106383,1444.50106382979,1609.33085106383,1623.58617021277,1486.39680851064,1575.68617021277,1560.07127659574,1659.55957446809,1427.53191489362
"300",2472.22410714286,2712.14464285714,2446.10714285714,2477.53392857143,2596.92857142857,2500.18214285714,2520.89642857143,2491.44107142857,2411.875,2596.29107142857,2610.55357142857,2473.36071428571,2562.65,2547.03392857143,2646.52142857143,2367.04821428571
"311",1600.26666666667,1840.21666666667,1574.18333333333,1605.61666666667,1725.01666666667,1628.23333333333,1648.98333333333,1619.51666666667,1539.91666666667,1724.36666666667,1738.61666666667,1601.41666666667,1690.71666666667,1675.11666666667,1774.61666666667,1495.11666666667
"319",1789.00114942528,2028.91609195402,1762.89655172414,1794.30574712644,1913.70574712643,1816.96379310345,1837.68850574712,1808.21264367816,1728.65229885057,1913.07413793104,1927.33045977011,1790.14195402299,1879.42816091954,1863.80574712644,1963.30287356322,1683.81494252873
"321",2888,3127.9,2861.9,2893.3,3012.7,2915.95,2936.7,2907.2,2827.65,3012.1,3026.3,2889.15,2978.45,2962.8,3062.3,2782.8
"329",2931.53666666667,3171.46666666667,2905.46,2936.86666666667,3056.26666666667,2959.5,2980.24666666667,2950.76666666667,2871.18666666667,3055.62,3069.86666666667,2932.66666666667,3021.96666666667,3006.36666666667,3105.86666666667,2826.36666666667
"331",115.23,355.18,89.14,180.53,239.96,143.18,163.9,134.48,119.74,239.3,253.58,116.38,205.68,190.06,289.56,58.48
"339",130.14,369.58,117.02,176.28,254.38,160.66,188.88,160.34,110.68,253.74,263.36,142.14,211.62,207.4,303.94,100.94
"341",386.721428571429,626.642857142857,360.607142857143,452.021428571429,511.435714285714,414.671428571429,435.392857142857,405.942857142857,412.471428571429,510.785714285714,525.057142857143,387.871428571429,477.171428571429,461.521428571429,561.014285714286,335.271428571429
"342",459.435714285714,699.342857142857,433.328571428571,524.728571428572,584.142857142857,487.385714285714,508.128571428571,478.642857142857,485.171428571429,583.5,597.757142857143,460.557142857143,549.842857142857,534.242857142857,633.742857142857,407.985714285714
"350",2372.17424242424,2612.10757575757,2346.07878787879,2437.47272727273,2496.90151515152,2400.13484848485,2420.86515151515,2391.40454545454,2333.92272727273,2496.25,2510.5106060606,2373.31666666666,2462.61666666666,2446.99848484849,2546.4893939394,2320.73484848485
"361",312.465,552.9,289.12,341.83,437.7,340.94,363.9,334.43,275.57,437.07,450.07,316.34,393.56,387.79,487.29,233.64
"362",603.65,843.566666666667,577.5,622.033333333333,728.333333333333,631.6,652.3,622.833333333333,556.433333333333,727.7,741.966666666667,604.8,694.066666666667,678.4,777.9,508.1
"363",343.388461538462,583.276923076924,317.261538461539,408.684615384616,468.076923076923,371.353846153847,392.061538461538,362.584615384616,365.969230769231,467.461538461539,481.692307692308,344.515384615385,433.792307692308,418.176923076924,517.669230769231,291.953846153846
"364",525.35,765.3,499.275,538.9,650.0875,553.3125,574.0625,544.6,473.2,649.4375,663.7,526.5,615.8,600.2,699.6875,428.4
"369",428.119642857143,669.65,410.382142857143,443.603571428572,554.439285714286,459.867857142857,484.789285714286,455.689285714286,389.335714285714,553.814285714286,558.578571428571,437.614285714286,509.346428571429,506.621428571429,604.032142857143,357.539285714286
"371",991.955555555556,1231.87222222222,965.827777777778,1057.25555555556,1116.67222222222,1019.90555555555,1040.61666666667,1011.17222222222,1017.7,1116.00555555556,1130.27222222222,993.094444444444,1082.38333333333,1066.76111111111,1166.23888888889,940.505555555555
"372",917.55,1157.48,891.47,982.855,1042.28,945.51,966.23,936.78,943.31,1041.62,1055.88,918.68,1007.98,992.38,1091.88,866.11
"373",847.331818181818,1087.25454545455,821.218181818182,912.631818181818,972.036363636364,875.3,896.009090909091,866.554545454546,873.072727272727,971.409090909091,985.672727272727,848.472727272727,937.754545454545,922.145454545455,1021.63636363636,795.9
"379",920.583571428572,1160.51071428572,894.705714285715,985.886428571428,1045.29928571428,948.551428571428,969.271428571428,939.810714285714,946.336428571429,1044.65642857142,1058.91857142857,921.725714285714,1011.01857142857,995.400714285714,1094.88928571429,869.375714285714
"380",1981.35660377358,2221.26603773585,1955.24150943396,1986.65660377358,2106.05660377358,2009.31698113208,2030.02830188679,2000.56226415094,1921.00377358491,2105.42452830189,2119.67547169811,1982.49245283019,2071.77547169811,2056.15660377359,2155.64716981132,1876.16603773585
"391",983.766666666667,1223.68333333333,957.633333333333,1049.06666666667,1108.45,1011.71666666667,1032.43333333333,1002.98333333333,951.583333333333,1107.81666666667,1122.1,984.916666666667,1074.18333333333,1058.55,1158.05,932.316666666667
"392",784.469230769231,1024.39615384615,758.357692307693,819.988461538461,909.188461538462,812.419230769231,833.142307692307,803.696153846154,746.092307692308,908.530769230769,922.796153846154,785.611538461538,874.903846153846,859.280769230769,958.773076923077,706.611538461538
"393",883.10294117647,1122.94705882353,856.994117647059,948.40294117647,1007.81470588235,911.055882352941,931.776470588235,902.320588235294,866.961764705883,1007.16470588236,1021.4205882353,884.232352941176,973.526470588235,957.914705882353,1057.4,831.664705882353
"394",956.257142857143,1196.17857142857,930.15,1021.55714285714,1080.97857142857,984.207142857143,1004.93571428571,975.478571428572,918.007142857143,1080.32142857143,1094.60714285714,957.407142857143,1046.70714285714,1031.07857142857,1130.57142857143,904.807142857142
"399",879.344444444444,1119.26888888889,853.233333333333,932.646666666667,1004.06,907.31,928.025555555555,898.572222222222,860.395555555556,1003.41666666667,1017.67888888889,880.49,969.781111111111,954.157777777778,1053.64666666667,817.156666666667
"401",1825.8,2065.6875,1799.675,1891.1,1950.475,1853.7625,1874.475,1844.975,1787.55,1949.8625,1964.1125,1826.9125,1916.2125,1900.575,2000.075,1774.3625
"402",1723.995,1963.88,1697.85,1789.295,1848.68,1751.95,1772.65,1743.18,1685.75,1848.05,1862.3,1725.13,1814.4,1798.77,1898.27,1672.55
"409",1851.95423728814,2091.86949152542,1825.84576271186,1917.25084745763,1976.66440677966,1879.91355932203,1900.63728813559,1871.17457627119,1815.46779661017,1976.02542372881,1990.28305084746,1853.09322033898,1942.38305084746,1926.76610169492,2026.25593220339,1800.51694915254
"411",3273.55,3513.46111111111,3247.45,3278.86111111111,3398.26111111112,3301.51666666667,3322.23888888888,3292.76111111112,3213.19444444444,3397.61666666666,3411.87222222222,3274.68333333334,3363.97222222222,3348.36111111111,3447.86111111111,3168.37222222222
"419",3178.52777777778,3418.45555555556,3152.41111111111,3183.83703703704,3303.24074074074,3206.48888888889,3227.20740740741,3197.75555555556,3118.17777777778,3302.6,3316.86666666667,3179.67407407407,3268.96666666667,3253.33703703704,3352.82962962963,3073.35185185185
"421",457.8,697.733333333333,431.683333333333,523.1,582.5,485.766666666667,506.483333333333,477.016666666667,483.55,581.866666666667,596.133333333333,458.933333333333,548.233333333333,532.6,632.1,406.366666666667
"422",701.3,941.211111111111,675.188888888889,766.6,826,729.266666666667,749.977777777778,720.5,727.055555555556,825.366666666667,839.633333333333,702.444444444444,791.722222222222,776.1,875.588888888889,649.855555555555
"423",425.49,665.4,399.34,490.78,550.18,453.44,474.14,444.68,451.22,549.54,563.82,426.62,515.9,500.26,599.74,374.04
"429",567.48829787234,807.410638297872,541.372340425532,626.651063829788,692.197872340426,595.442553191489,616.16170212766,586.710638297872,578.808510638298,691.551063829787,705.821276595745,568.634042553191,657.921276595745,642.3,741.789361702128,509.104255319149
"441",210.6,450.52,184.52,275.91,335.32,238.56,259.3,229.82,236.36,334.68,348.92,211.74,301.04,285.42,384.92,159.18
"451",1099.81666666667,1339.73333333333,1073.7,1165.11666666667,1224.5,1127.76666666667,1148.5,1119.03333333333,1125.56666666667,1223.86666666667,1238.13333333333,1100.93333333333,1190.23333333333,1174.63333333333,1274.1,1048.36666666667
"452",1097.77,1337.7,1071.65,1163.07,1222.5,1125.73,1146.44,1117,1123.52,1221.83,1236.1,1098.92,1188.21,1172.59,1272.08,1046.33
"459",1067.85151515152,1307.77878787879,1041.75151515152,1133.15303030303,1192.57878787879,1095.81212121212,1116.52727272727,1087.08181818182,1093.60303030303,1191.91212121212,1206.19090909091,1068.99696969697,1158.29090909091,1142.67575757576,1242.16666666667,1016.40606060606
"460",1864.06439393939,2103.98333333333,1837.95303030304,1869.37878787879,1988.77272727272,1892.02272727272,1912.74393939393,1883.28484848485,1803.71439393939,1988.13333333334,2002.39090909091,1865.20151515151,1954.49242424242,1938.87878787879,2038.36363636364,1758.88484848484
"471",1429.31666666667,1669.26666666667,1403.26666666667,1494.61666666667,1554.06666666667,1457.26666666667,1478.06666666667,1448.56666666667,1438.8,1553.4,1567.66666666667,1430.46666666667,1519.76666666667,1504.16666666667,1603.66666666667,1377.9
"472",1250.31176470588,1490.23529411765,1224.21764705882,1315.61470588235,1375.03529411765,1278.27058823529,1298.99411764706,1269.53529411765,1269.78823529412,1374.38235294118,1388.63529411765,1251.45294117647,1340.73529411765,1325.13529411765,1424.62941176471,1198.87058823529
"473",1067.11923076923,1307.02307692308,1041.00769230769,1132.41923076923,1191.81538461538,1095.06923076923,1115.8,1086.33076923077,1092.86923076923,1191.17692307692,1205.44615384615,1068.26153846154,1157.55384615385,1141.92307692308,1241.41538461538,1015.66923076923
"479",1223.25403225807,1463.18629032258,1197.14274193548,1288.55483870968,1347.96693548387,1251.21693548387,1271.93467741936,1242.48951612904,1239.01048387096,1347.32177419355,1361.59758064516,1224.39919354839,1313.69596774193,1298.06532258064,1397.55725806451,1171.8185483871
"481",2111.09,2351.04,2085,2176.39,2235.82,2139.06,2159.8,2130.34,2136.84,2235.16,2249.44,2112.24,2201.54,2185.92,2285.42,2059.64
"482",1887.225,2127.1375,1861.1125,1952.525,2011.9375,1915.1875,1935.9125,1906.4375,1912.9875,2011.2875,2025.5375,1888.3375,1977.6375,1962.0375,2061.525,1835.7875
"483",2212.36666666667,2452.26666666667,2186.25,2277.66666666667,2337.06666666667,2240.33333333333,2261.05,2231.56666666667,2238.11666666667,2336.43333333333,2350.68333333333,2213.51666666667,2302.76666666667,2287.16666666667,2386.66666666667,2160.91666666667
"484",1922.43157894737,2162.35789473684,1896.32105263158,1987.73157894737,2047.14210526316,1950.38947368421,1971.09473684211,1941.65263157895,1937.38947368421,2046.49473684211,2060.75789473684,1923.57368421053,2012.85789473684,1997.24210526316,2096.73157894737,1870.98947368421
"485",2518.825,2758.75,2492.7,2584.125,2643.55,2546.8,2567.5,2538.05,2483.85,2642.9,2657.15,2519.95,2609.25,2593.65,2693.15,2467.4
"486",2005.11071428571,2245.05,1979.01428571429,2070.41785714286,2129.83571428571,2033.07857142857,2053.79285714286,2024.34285714286,2030.87142857143,2129.18571428571,2143.45714285714,2006.25714285714,2095.55,2079.94285714286,2179.42857142857,1953.67857142857
"487",2334.05,2574,2307.9,2399.35,2458.8,2362,2382.7,2353.3,2359.8,2458.1,2472.4,2335.2,2424.5,2408.9,2508.4,2282.6
"488",2191.8375,2431.7625,2165.7125,2257.1375,2316.525,2219.7875,2240.5,2211.05,2217.5875,2315.9,2330.175,2192.9875,2282.275,2266.6375,2366.125,2140.3875
"489",2094.29435897435,2334.21282051282,2068.18256410257,2159.59333333334,2219.00615384616,2122.25333333333,2142.97076923077,2113.51282051282,2091.61794871795,2218.36153846154,2232.6241025641,2095.4323076923,2184.72153846153,2169.10461538462,2268.59410256411,2042.85333333333
"491",2527.145,2767.06,2501.05,2532.45,2651.86,2555.13,2575.84,2546.36,2466.78,2651.24,2665.46,2528.26,2617.56,2601.95,2701.45,2421.96
"499",2577.18157894737,2817.11052631579,2551.07368421053,2582.50526315789,2701.88947368421,2605.13684210526,2625.85789473684,2596.41052631579,2516.83157894737,2701.25263157895,2715.52105263158,2578.32631578947,2667.61578947368,2652.00526315789,2751.48421052632,2472.00526315789
"500",189.357142857143,418.528571428571,189.192857142857,203.9,303.328571428571,217.428571428571,258.55,233.85,157.307142857143,302.678571428571,301.985714285714,215.735714285714,250.092857142857,263.857142857143,352.921428571429,182.778571428571
"511",705.008823529412,944.929411764706,678.911764705882,770.308823529412,829.729411764706,732.958823529412,753.688235294118,724.229411764706,730.758823529412,829.070588235294,843.341176470588,706.147058823529,795.435294117647,779.829411764706,879.311764705882,653.564705882353
"512",715.935714285714,955.875,690.414285714285,781.246428571429,840.667857142857,743.903571428571,764.621428571429,735.167857142857,741.696428571428,840.003571428572,854.275,717.075,806.375,790.767857142858,890.257142857143,665.078571428572
"513",621.032352941176,860.955882352941,594.920588235294,686.332352941177,745.738235294117,648.985294117647,669.714705882353,640.25,646.779411764706,745.108823529411,759.355882352942,622.167647058823,711.455882352941,695.844117647059,795.332352941177,569.591176470588
"519",790.095930232559,1030.01162790698,764.007558139535,855.395930232558,914.798255813954,818.051744186047,838.766279069768,809.309302325581,815.846511627907,914.157558139535,928.422674418605,791.24011627907,880.522674418605,864.894186046512,964.381976744186,738.681976744186
"531",3244.83888888889,3484.76666666667,3218.73333333333,3250.16666666667,3369.56666666667,3272.78888888889,3293.52222222222,3264.07777777778,3184.48888888889,3368.9,3383.18888888889,3245.98888888889,3335.27777777778,3319.66666666667,3419.16666666667,3139.67777777778
"532",3245.76666666667,3485.7,3219.63333333333,3251.06666666667,3370.46666666667,3273.73333333333,3294.43333333333,3265,3185.43333333333,3369.83333333333,3384.1,3246.9,3336.2,3320.56666666667,3420.03333333333,3140.56666666667
"539",3108.27037037037,3348.1962962963,3082.17777777778,3113.5962962963,3232.99259259259,3136.22962962963,3156.95555555556,3127.5,3047.92222222222,3232.35555555556,3246.60740740741,3109.40740740741,3198.70740740741,3183.0962962963,3282.58888888889,3003.10740740741
"540",813.749090909091,1053.66909090909,787.641818181818,879.046363636363,938.463636363636,841.709090909091,862.432727272727,832.969090909091,839.5,937.823636363636,952.072727272727,814.885454545455,904.174545454545,888.565454545454,988.056363636364,762.310909090909
"551",1244.08125,1483.9875,1217.975,1249.3875,1368.7875,1272.0375,1292.75,1263.2875,1183.7375,1368.1375,1382.4,1245.2125,1334.5,1318.8875,1418.375,1138.8875
