"County","Metropolitan","Town","Rural"
"AndroscogginCounty",0.5507,0.0156,0.4337
"AroostookCounty",0,0.1973,0.8027
"CumberlandCounty",0.5835,0.0555,0.361
"FranklinCounty",0,0.17,0.83
"HancockCounty",0,0.0989,0.9011
"KennebecCounty",0,0.3717,0.6283
"KnoxCounty",0,0.3207,0.6793
"LincolnCounty",0,0,1
"OxfordCounty",0,0.1689,0.8311
"PenobscotCounty",0.3977,0.0258,0.5765
"PiscataquisCounty",0,0,1
"SagadahocCounty",0,0.3832,0.6168
"SomersetCounty",0,0.1952,0.8048
"WaldoCounty",0,0.0866,0.9134
"WashingtonCounty",0,0.0762,0.9238
"YorkCounty",0.3209,0.1107,0.5684
