"SCTG","PctEmpty","N"
1,0.404712182455824,4
2,0.409262159847782,7
3,0.30020389615134,56
4,0.350594890690313,13
5,0.300347316335918,15
6,0.0843226835350842,15
7,0.213242182838227,13
8,0.171424233488597,11
9,0.220797674677544,1
10,0.345868222703136,3
11,0.345666427280111,25
12,0.371874709314553,171
13,0.382289317879428,2
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,0
17,0.405256894636644,6
18,0.295817779988528,51
19,0.154352756104098,10
20,0.319153846071907,1
21,0.163003296356002,0
22,0.381398011930285,4
23,0.329297413853261,2
24,0.259173648542417,5
25,0.405447960916946,73
26,0.304463523641252,52
27,0.207833893632727,6
28,0.216947168869503,9
29,0.142965266998763,0
30,0.150707615637309,3
31,0.261313102849017,39
32,0.217604044021483,5
33,0.120905104307975,62
34,0.417211947007129,22
35,0.159588441529491,3
36,0.366097227193372,23
37,0.179037995207116,7
38,0.253528170079209,1
39,0.198651658784435,4
40,0.170917370591711,198
41,0.236813481499601,57
43,0.0690267608499285,10
99,0.377666020609811,8
