"County","Density"
"AndroscogginCounty",108.2
"AroostookCounty",8.7
"CumberlandCounty",143.9
"FranklinCounty",15.1
"HancockCounty",31
"KennebecCounty",91.9
"KnoxCounty",75.8
"LincolnCounty",75.6
"OxfordCounty",23.2
"PenobscotCounty",26.5
"PiscataquisCounty",4.4
"SagadahocCounty",89.2
"SomersetCounty",10.7
"WaldoCounty",48.7
"WashingtonCounty",11.9
"YorkCounty",121
