"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,3,1
2,0.473499644401482,0.526500355598518,6,1
3,0.826547599080257,0.173452400919743,46,8
4,0.662641461987997,0.337358538012003,8,3
5,0.695912006412104,0.304087993587896,11,3
6,0.118019568346392,0.881980431653608,9,2
7,0.181825774258031,0.818174225741969,3,6
8,0.233455388714992,0.766544611285008,6,1
9,0.134342821827482,0.865657178172518,1,0
10,0.511086890555729,0.488913109444271,3,0
11,0.907108498257359,0.0928915017426408,18,1
12,0.910890166301383,0.0891098336986166,140,13
13,0.574043705293349,0.425956294706651,2,0
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,3,3
18,0.661060599976725,0.338939400023275,35,13
19,0.850879885167554,0.149120114832446,9,1
20,0.153884141884506,0.846115858115494,0,1
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,3,1
23,0.220262195048898,0.779737804951102,1,1
24,0.143309869173441,0.856690130826559,4,0
25,0.406534188334519,0.593465811665481,39,27
26,0.368981973899518,0.631018026100482,31,15
27,0.0664638925860683,0.933536107413932,0,6
28,0.13006920545436,0.86993079454564,0,5
29,0.499509853805331,0.500490146194669,0,0
30,0.122154702334916,0.877845297665084,3,0
31,0.8780176270179,0.1219823729821,33,3
32,0.111509729259209,0.888490270740792,3,2
33,0.742616521409863,0.257383478590137,44,5
34,0.164778292717979,0.835221707282021,7,9
35,0.267488635666556,0.732511364333444,2,0
36,0.436854618381301,0.563145381618699,12,4
37,0.0687078468861626,0.931292153113837,2,5
38,0.301345390186715,0.698654609813286,0,1
39,0.187779510082017,0.812220489917983,2,1
40,0.718488386761476,0.281511613238524,142,25
41,0.670464930942835,0.329535069057165,44,7
43,0.0168182985519259,0.983181701448074,0,8
99,0.646446399835973,0.353553600164027,4,4
