"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,1,0
2,0.473499644401482,0.526500355598518,1,4
3,0.189742370466913,0.810257629533087,10,17
4,0.329426802845101,0.670573197154899,1,1
5,0.0763722238391646,0.923627776160835,6,2
6,0.560271322349642,0.439728677650358,14,2
7,0.145887825339848,0.854112174660152,11,29
8,0.233455388714992,0.766544611285008,2,3
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,3,1
11,0.532061763030145,0.467938236969855,5,1
12,0.819322597163773,0.180677402836227,29,6
13,0.574043705293349,0.425956294706651,4,0
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.195127171233377,0.804872828766623,3,12
18,0.702695447077554,0.297304552922446,15,5
19,0.458896381705954,0.541103618294046,2,0
20,0.153884141884506,0.846115858115494,3,5
21,0.48565728180227,0.51434271819773,2,0
22,0.634547071721447,0.365452928278553,2,0
23,0.0729685123949952,0.927031487605005,2,9
24,0.143309869173441,0.856690130826559,2,1
25,0.172627570488467,0.827372429511533,4,1
26,0.707850354599846,0.292149645400154,14,4
27,0.0664638925860683,0.933536107413932,1,3
28,0.13006920545436,0.86993079454564,2,3
29,0.499509853805331,0.500490146194669,4,1
30,0.122154702334916,0.877845297665084,0,4
31,0.883041694681692,0.116958305318308,29,5
32,0.155494842154364,0.844505157845636,5,5
33,0.638472136716908,0.361527863283092,48,14
34,0.186291571369764,0.813708428630236,10,14
35,0.267488635666556,0.732511364333444,1,4
36,0.436469036757101,0.563530963242899,19,13
37,0.0687078468861626,0.931292153113837,0,4
38,0.301345390186715,0.698654609813286,2,0
39,0.291505135129742,0.708494864870258,9,6
40,0.462194022364766,0.537805977635234,139,74
41,0.712655377928369,0.287344622071631,46,13
43,0.00612770017516808,0.993872299824832,2,49
99,0.646446399835973,0.353553600164027,1,0
