"County","Density"
"AtlanticCounty",79.2
"BergenCounty",63.1
"BurlingtonCounty",51.7
"CamdenCounty",122.4
"CapeMayCounty",87.8
"CumberlandCounty",86.7
"EssexCounty",31.2
"GloucesterCounty",147
"HudsonCounty",NA
"HunterdonCounty",172.4
"MercerCounty",139.8
"MiddlesexCounty",95.9
"MonmouthCounty",143.5
"MorrisCounty",166.6
"OceanCounty",44.4
"PassaicCounty",133.6
"SalemCounty",96.6
"SomersetCounty",150.2
"SussexCounty",131.9
"UnionCounty",NA
"WarrenCounty",126.9
