"FAFZone","AtlanticCounty","BergenCounty","BurlingtonCounty","CamdenCounty","CapeMayCounty","CumberlandCounty","EssexCounty","GloucesterCounty","HudsonCounty","HunterdonCounty","MercerCounty","MiddlesexCounty","MonmouthCounty","MorrisCounty","OceanCounty","PassaicCounty","SalemCounty","SomersetCounty","SussexCounty","UnionCounty","WarrenCounty"
"11",916.74,977.99,913.24,892.4,933.87,897.7,963.05,886.49,967.96,927.33,942.4,959.58,971.05,947.89,944.64,970.74,876.4,943.67,951.57,961.94,922.25
"12",1113.8,1209.35,1110.3,1089.45,1130.9,1094.75,1194.4,1083.55,1199.3,1158.7,1173.75,1190.9,1202.4,1179.25,1141.7,1202.1,1073.45,1175,1182.9,1193.3,1153.6
"19",955.727272727273,1031.55454545455,952.227272727273,931.396363636364,972.876363636364,936.7,1016.59090909091,925.503636363636,1021.5,980.872727272727,995.947272727273,1013.13454545455,1024.59090909091,1001.43818181818,983.632727272727,1024.28,915.410909090909,997.229090909091,1005.11818181818,1015.49090909091,975.790909090909
"20",1402.56551724138,1386.11379310345,1390.34827586207,1376.91034482759,1406.66551724138,1382.96896551724,1380.06206896552,1377.01034482759,1388.36551724138,1369.80689655172,1382.54827586207,1389.31724137931,1404.15172413793,1368.61724137931,1409.12413793103,1381.34482758621,1369.01724137931,1378.88620689655,1364.59655172414,1384.55862068966,1353.33448275862
"41",2433.05,2451.85,2414.4,2393.9,2439.35,2403.15,2436.85,2394.05,2441.75,2401.15,2412.85,2433.45,2441.45,2421.75,2443.05,2444.55,2381.85,2417.5,2435.1,2435.75,2396.05
"42",2417.2,2435.975,2398.55,2378.05,2423.45,2387.3,2421.025,2378.175,2425.95,2385.3,2396.975,2417.55,2425.625,2405.85,2427.2,2428.7,2366,2401.65,2419.25,2419.925,2380.225
"49",2382.46818181819,2401.23181818182,2363.79545454545,2343.28636363636,2388.72272727273,2352.54090909091,2386.28636363636,2343.43181818182,2391.18636363637,2350.55,2362.23181818182,2382.82272727272,2390.86818181818,2371.12272727272,2392.46818181819,2393.96818181819,2331.24090909091,2366.91818181818,2384.50454545455,2385.18636363637,2345.48636363637
"50",1212.406,1264.15333333334,1206.676,1186.294,1228.24533333334,1192.06666666667,1249.19,1181.11866666666,1254.106,1213.47533333333,1227.20133333334,1245.74,1255.83533333333,1234.04133333333,1237.34333333333,1256.88466666667,1170.77466666666,1229.828,1239.14933333334,1248.09,1208.38733333333
"61",2761.22,2784.02,2742.56,2722.06,2767.48,2731.32,2765.02,2722.22,2769.92,2729.32,2741.02,2761.6,2769.62,2756.62,2771.22,2776.72,2710.02,2745.7,2754.38,2763.92,2724.22
"62",2824.2,2799.1,2805.57142857143,2785.04285714285,2830.47142857143,2794.28571428571,2789.87142857143,2785.2,2802.54285714286,2774.2,2793.67142857143,2803.98571428571,2826.64285714286,2772.38571428571,2834.21428571429,2791.8,2773,2788.08571428571,2766.27142857143,2796.71428571429,2749.08571428571
"63",2795.4,2814.1,2776.7,2756.2,2801.6,2765.4,2799.2,2756.4,2804.1,2763.5,2775.1,2795.7,2803.8,2784,2805.4,2806.9,2744.2,2779.8,2797.4,2798.1,2758.4
"64",2936.45833333333,2913.79166666667,2917.8,2897.29166666667,2942.725,2906.54166666667,2904.56666666666,2897.43333333334,2917.25,2888.90833333334,2908.35,2918.68333333334,2941.33333333333,2887.09166666666,2946.46666666666,2906.53333333334,2885.24166666666,2902.775,2880.96666666666,2911.44166666666,2863.775
"65",2916.35,2937.85,2897.7,2877.2,2922.6,2886.45,2920.2,2877.35,2925.1,2884.45,2896.15,2916.7,2924.8,2911.15,2926.35,2930.6,2865.15,2900.8,2905,2919.1,2879.4
"69",2888.28064516129,2874.59677419355,2869.62903225807,2849.11612903226,2894.54677419355,2858.36774193549,2863.03225806452,2849.26129032258,2873.9564516129,2842.86451612903,2860.37419354839,2873.20967741936,2892.23548387097,2847.77741935484,2898.28387096774,2867.31612903226,2837.07419354839,2857.28548387096,2842.27741935484,2868.1064516129,2822.25
"81",1793.54583333333,1789.89583333334,1774.90833333333,1754.37083333333,1799.8125,1763.62083333333,1779.73333333333,1754.52083333334,1788.98333333333,1756.32916666667,1771.20416666667,1787.14583333334,1800.57916666667,1762.62916666667,1803.57916666667,1782.64583333334,1742.32916666667,1771.24166666667,1759.76666666667,1783.125,1738.94583333334
"89",1870.75,1878.73173076923,1852.09326923077,1831.57019230769,1876.99807692308,1840.8173076923,1866.52692307692,1831.7201923077,1871.68653846154,1834.52307692307,1848.73173076923,1865.82115384616,1877.6923076923,1850.74615384615,1880.75576923077,1871.46923076923,1819.53846153846,1849.91153846154,1854.52596153847,1864.49615384615,1825.73461538462
"91",244.733333333333,129.133333333333,199,209.633333333333,268.7,254.133333333333,144.266666666667,223.233333333333,129.666666666667,189.566666666667,179.4,153.433333333333,174.033333333333,155.466666666667,198.233333333333,141.866666666667,240.333333333333,179.333333333333,158.133333333333,143.433333333333,189.066666666667
"92",204.2,86.2333333333333,158.466666666667,169.066666666667,228.166666666667,213.566666666667,101.333333333333,182.666666666667,89.1,146.633333333333,138.866666666667,112.866666666667,133.466666666667,112.533333333333,157.666666666667,98.9333333333333,199.766666666667,136.433333333333,120.8,103.9,146.133333333333
"99",265.15,149.25,219.35,229.95,289.05,274.45,164.4,243.55,150.05,209.65,199.75,173.75,194.4,175.55,218.55,162,260.65,199.45,182.15,163.85,209.15
"101",82.8,156.6,79.3,58.45,100.4,63.75,141.35,52.55,141.85,119.25,94.65,115.65,121.05,151.55,111.15,165.05,42.45,120.55,164.8,132.05,143.75
"109",139.5,212.8,136,115.1,50.8,120.4,197.6,109.2,198.1,177.1,151.3,171.9,177.3,209.4,167.4,222.9,99.2,178.4,222.6,188.3,201.6
"111",163.5,236.9,160,139.2,180.7,144.5,221.6,133.3,222.1,197.9,175.4,195.9,201.3,230.2,191.4,243.7,123.2,199.3,250.3,212.3,220.9
"121",910.316666666667,983.683333333333,906.816666666667,885.983333333333,927.466666666667,891.283333333333,968.433333333333,880.083333333333,968.95,944.7,922.183333333333,942.733333333333,948.133333333333,977.033333333333,938.233333333333,990.533333333333,869.983333333333,946.05,999.166666666667,959.133333333333,969.833333333333
"122",1152.52857142857,1225.9,1149.02857142857,1128.2,1169.68571428571,1133.5,1210.62857142857,1122.3,1211.12857142857,1186.91428571429,1164.4,1184.92857142857,1190.32857142857,1219.22857142857,1180.42857142857,1232.72857142857,1112.2,1188.22857142857,1241.35714285714,1201.32857142857,1212.02857142857
"123",1005.95714285714,1079.32857142857,1002.45714285714,981.614285714286,1023.08571428571,986.928571428571,1064.07142857143,975.7,1064.57142857143,1040.35714285714,1017.82857142857,1038.37142857143,1043.77142857143,1072.65714285714,1033.87142857143,1086.17142857143,965.642857142857,1041.67142857143,1094.77142857143,1054.77142857143,1065.47142857143
"124",1072.3,1145.7,1068.8,1048,1089.5,1053.3,1130.4,1042.1,1130.925,1106.7,1084.2,1104.7,1110.1,1139,1100.2,1152.5,1032,1108.05,1161.15,1121.1,1131.8
"129",1068.96860465116,1144.99186046512,1065.46860465116,1044.63837209302,1086.10581395349,1049.93372093023,1130.2011627907,1038.73837209302,1131.72906976744,1103.01744186046,1089.78488372093,1109.69651162791,1116.22906976744,1132.32209302326,1096.86860465116,1148.21744186046,1028.64302325582,1108.19534883721,1148.62790697674,1122.81046511628,1119.3011627907
"131",796.438461538462,884.158974358974,792.938461538462,772.105128205128,813.587179487179,777.402564102564,869.194871794872,766.210256410256,874.107692307692,833.471794871795,848.553846153846,865.74358974359,876.830769230769,854.04358974359,824.335897435897,876.887179487179,756.120512820513,849.833333333333,857.723076923077,868.1,828.397435897436
"132",773.3,846.683333333333,769.8,748.983333333333,790.466666666667,754.283333333333,831.4,743.083333333333,831.916666666667,811.116666666667,785.183333333333,805.7,811.1,841.483333333333,801.2,856.533333333333,732.983333333333,809.016666666667,860.533333333333,822.1,831.2
"139",851.423684210527,932.008333333333,847.923684210527,827.097368421053,868.574561403509,832.397368421053,916.299122807018,821.199122807018,920.049122807018,883.45701754386,873.913157894737,894.218859649123,900.375438596491,906.49649122807,879.325438596491,928.185964912281,811.107894736842,897.134210526316,912.17850877193,912.328070175439,882.847368421053
"151",,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,
"160",2436.14431818182,2411.02613636364,2417.50568181818,2396.97386363636,2442.41022727273,2406.22159090909,2401.80568181818,2397.12840909091,2414.47159090909,2386.14431818182,2405.58977272727,2415.91704545455,2438.5625,2384.31477272727,2446.15113636364,2403.75227272727,2384.9375,2400.01022727272,2378.20113636363,2408.65568181818,2361.01022727272
"171",857.923076923077,832.815384615385,839.276923076923,818.765384615385,864.184615384615,828.015384615385,823.569230769231,818.907692307692,836.230769230769,807.923076923077,827.346153846154,837.707692307692,860.330769230769,806.107692307692,867.930769230769,825.530769230769,806.715384615385,821.807692307692,799.961538461538,830.430769230769,782.807692307692
"172",931.522222222222,950.288888888889,912.877777777778,892.35,937.777777777778,901.611111111111,935.344444444444,892.5,940.244444444445,899.622222222222,911.288888888889,931.877777777778,939.944444444444,920.177777777778,941.544444444444,943.044444444444,880.322222222222,915.977777777778,933.577777777778,934.244444444445,894.544444444444
"179",907.9625,918.375,889.666875,869.16,914.4925,878.31,904.6725,869.1575,911.549375,873.3675,886.41125,905.165,915.855,889.50875,918.32875,911.1075,857.025,889.2575,895.096875,905.56375,863.4075
"181",784.52,766.6,765.84,745.33,790.76,754.58,757.36,745.48,770.04,739.58,758.08,769.84,789.34,739.88,794.52,759.34,733.3,753.92,733.78,764.5,716.58
"182",703.211111111111,721.983333333333,684.566666666667,664.030555555556,709.466666666667,673.277777777778,707.038888888889,664.177777777778,711.95,671.305555555556,682.983333333333,703.572222222222,711.638888888889,691.866666666667,713.227777777778,714.727777777778,651.994444444444,687.666666666667,700.516666666667,705.944444444444,666.25
"183",674.5625,649.05,655.9125,635.4,680.825,644.65,639.8125,635.55,652.5125,624.1625,647.625,653.95,676.6,622.35,684.575,641.775,623.35,638.05,616.225,646.7,599.05
"189",740.820491803279,747.177049180328,722.179508196721,701.653278688525,747.087704918033,710.903278688525,734.620491803279,701.804918032787,741.695081967213,704.923770491803,718.829508196721,736.664754098361,748.248360655738,718.122131147541,750.831967213114,739.910655737704,689.611475409836,720.758196721311,720.997540983607,735.743442622951,693.818852459017
"190",1163.3196969697,1140.24494949495,1144.66919191919,1124.15353535354,1169.57323232324,1133.40454545454,1131.0095959596,1124.30303030303,1143.68838383839,1115.17828282828,1133.49343434344,1144.97323232324,1167.08939393939,1113.52727272727,1173.33383838383,1132.97424242424,1112.11262626262,1129.05808080808,1107.40757575758,1137.88333333334,1090.21666666666
"201",1222.23333333333,1241.01111111111,1203.58888888889,1183.06111111111,1228.48888888889,1192.31111111111,1226.06666666667,1183.21111111111,1230.97777777778,1190.33333333333,1202.01111111111,1222.6,1230.66666666667,1210.91111111111,1232.24444444444,1233.74444444444,1171.01111111111,1206.7,1224.28888888889,1224.96666666667,1185.27777777778
"202",1388.83333333333,1407.61666666667,1370.2,1349.66666666667,1395.11666666667,1358.91666666667,1392.65,1349.81666666667,1397.56666666667,1356.93333333333,1368.61666666667,1389.21666666667,1397.26666666667,1377.51666666667,1398.83333333333,1400.33333333333,1337.61666666667,1373.31666666667,1390.91666666667,1391.55,1351.86666666667
"209",1428.71388888888,1448.40277777778,1410.06388888889,1389.54277777778,1434.97277777777,1398.79277777777,1434.01833333334,1389.68722222223,1437.49722222222,1396.49722222222,1408.495,1428.70944444445,1437.13388888888,1418.30611111112,1438.725,1441.13166666666,1377.50388888888,1412.80111111111,1429.94833333334,1431.49277777778,1393.22166666666
"211",649.8625,668.5,631.0375,612.5625,656.625,620.4625,653.5125,610.825,658.425,617.8125,629.5,650.1,658.1125,638.3875,659.7125,661.2125,599.1625,634.175,642.0375,652.4125,612.7125
"212",727.972727272727,754.572727272727,716.545454545455,695.563636363637,742.318181818182,706.154545454545,739.590909090909,692.954545454545,744.490909090909,703.890909090909,714.990909090909,736.163636363636,743.618181818182,724.445454545454,745.218181818182,747.290909090909,684.863636363636,720.218181818182,728.118181818182,738.490909090909,698.790909090909
"219",736.912871287129,776.529207920792,737.355940594059,711.402475247525,753.467821782178,717.289603960396,761.567821782178,706.067821782178,766.479702970297,725.85,739.615346534654,758.117326732673,768.257920792079,746.417326732673,767.107920792079,769.261881188119,696.001485148515,742.205445544555,750.097524752475,760.467821782178,720.765841584158
"221",1295.38888888889,1356.63333333333,1291.88888888889,1271.03333333333,1312.52222222222,1276.33333333333,1341.71111111111,1265.13333333333,1346.61111111111,1305.96666666667,1321.03333333333,1338.23333333333,1349.71111111111,1326.53333333333,1323.27777777778,1349.38888888889,1255.03333333333,1322.33333333333,1330.22222222222,1340.6,1300.91111111111
"222",1450.8,1512.05,1447.3,1426.5,1467.95,1431.8,1497.1,1420.55,1502,1461.4,1476.5,1493.65,1505.1,1481.95,1478.7,1504.8,1410.5,1477.7,1485.6,1496,1456.3
"223",1258.23,1319.51,1254.73,1233.91,1275.39,1239.21,1304.53,1228.01,1309.45,1268.82,1283.91,1301.1,1312.53,1289.41,1286.13,1312.23,1217.91,1285.2,1293.09,1303.43,1263.74
"229",1324.61162790698,1385.87790697675,1321.11162790698,1300.27441860465,1341.75813953488,1305.58139534884,1370.92441860465,1294.37790697675,1375.83488372093,1335.2023255814,1350.27441860465,1367.46627906977,1378.92441860465,1355.76976744186,1352.50930232558,1378.61162790698,1284.28604651163,1351.55813953488,1359.4511627907,1369.82790697674,1330.12209302325
"230",537.275,421.38125,491.4875,502.0875,561.19375,546.615625,436.5625,515.7375,422.175,481.8375,471.88125,445.89375,466.5625,447.74375,490.74375,434.15625,532.825,471.5875,448.69375,435.96875,481.3375
"241",131.785714285714,206.271428571429,128.285714285714,107.485714285714,148.971428571429,112.771428571429,191.028571428571,101.585714285714,190.414285714286,166.014285714286,143.685714285714,164.185714285714,169.614285714286,196.642857142857,159.685714285714,211.471428571429,91.4857142857143,170.4,210.2,180.614285714286,181.514285714286
"242",178.42,249.34,174.92,154.1,195.58,159.4,234.12,148.2,235.5,208,188.48,209.54,214.94,237.98,206.32,253.34,138.1,212.36,256.48,226.46,227.14
"249",176.175,242.15,175.825,151.858333333333,167.741666666667,157.158333333333,226.958333333333,145.958333333333,228.575,202.1,186.975,206.825,213.733333333333,231.491666666667,206.7,247.3125,135.858333333333,207.233333333333,243.375,219.708333333333,219.558333333333
