"FAFZone","AtlanticCounty","BergenCounty","BurlingtonCounty","CamdenCounty","CapeMayCounty","CumberlandCounty","EssexCounty","GloucesterCounty","HudsonCounty","HunterdonCounty","MercerCounty","MiddlesexCounty","MonmouthCounty","MorrisCounty","OceanCounty","PassaicCounty","SalemCounty","SomersetCounty","SussexCounty","UnionCounty","WarrenCounty"
"471",1016.46666666667,1077.76666666667,1012.96666666667,992.166666666667,1033.63333333333,997.466666666667,1062.76666666667,986.266666666667,1067.66666666667,1027.06666666667,1042.16666666667,1059.36666666667,1070.76666666667,1047.66666666667,1044.36666666667,1070.46666666667,976.166666666667,1043.46666666667,1051.3,1061.66666666667,1021.96666666667
"472",838,898.729411764706,834.5,813.694117647059,855.170588235294,818.994117647059,883.747058823529,807.794117647059,888.664705882353,848.035294117647,862.929411764706,880.317647058823,891.547058823529,868.623529411765,866.782352941176,891.435294117647,797.7,864.405882352941,872.288235294118,882.647058823529,842.947058823529
"473",654.246153846154,715.507692307692,650.746153846154,629.915384615385,671.4,635.207692307692,700.569230769231,624.007692307692,705.469230769231,664.830769230769,679.915384615385,697.1,708.569230769231,685.407692307692,682.146153846154,708.246153846154,613.915384615385,681.192307692308,689.076923076923,699.461538461538,659.769230769231
"479",812.515322580645,871.657258064516,808.999193548387,788.175,829.652419354839,793.475,856.699193548387,782.275,861.602419354839,820.986290322581,835.342741935484,853.241935483871,863.984677419355,841.541935483871,840.449193548387,864.395967741935,772.184677419355,837.331451612903,845.225,855.599193548387,815.899193548387
"481",1698.24,1759.5,1694.74,1673.92,1715.38,1679.22,1744.54,1668,1749.44,1708.84,1723.92,1741.1,1752.54,1729.4,1726.14,1752.24,1657.92,1725.2,1733.08,1743.44,1703.74
"482",1474.3375,1535.625,1470.8375,1450.025,1491.5125,1455.325,1520.6625,1444.125,1525.5625,1484.9375,1500.025,1517.2125,1528.6625,1505.5125,1502.2375,1528.3375,1434.0375,1501.3125,1509.1875,1519.5625,1479.8375
"483",1799.48333333333,1860.76666666667,1795.98333333333,1775.16666666667,1816.65,1780.45,1845.81666666667,1769.26666666667,1850.71666666667,1810.06666666667,1825.16666666667,1842.35,1853.81666666667,1830.65,1827.38333333333,1853.48333333333,1759.16666666667,1826.45,1834.35,1844.71666666667,1804.98333333333
"484",1509.90526315789,1570.48421052632,1508.58947368421,1485.57894736842,1527.04210526316,1490.87894736842,1555.52105263158,1479.67894736842,1560.43684210526,1519.80526315789,1534.52631578947,1552.06842105263,1563.16315789474,1540.37894736842,1539.7,1563.21052631579,1469.59473684211,1536.15263157895,1545.06842105263,1554.42105263158,1514.73157894737
"485",2105.95,2167.25,2102.45,2081.65,2123.1,2086.95,2152.25,2075.75,2157.2,2116.55,2131.65,2148.85,2160.25,2137.15,2133.85,2159.95,2065.65,2132.9,2140.8,2151.15,2111.45
"486",1592.25,1653.52142857143,1588.75,1567.93571428571,1609.39285714286,1573.22857142857,1638.55714285714,1562.02142857143,1643.47142857143,1602.85,1617.93571428571,1635.10714285714,1646.55714285714,1623.40714285714,1620.15714285714,1646.25,1551.94285714286,1619.19285714286,1627.08571428571,1637.45714285714,1597.75714285714
"487",1921.2,1982.5,1917.7,1896.9,1938.3,1902.2,1967.5,1891,1972.4,1931.8,1946.9,1964.1,1975.5,1952.3,1949.1,1975.2,1880.9,1948.1,1956,1966.4,1926.7
"488",1778.975,1840.225,1775.475,1754.625,1796.1,1759.9125,1825.275,1748.725,1830.1875,1789.575,1804.625,1821.8125,1833.275,1810.1,1806.875,1832.975,1738.6375,1805.9,1813.7875,1824.1875,1784.4875
"489",1693.2941025641,1742.10410256411,1685.60743589744,1664.77846153846,1707.52564102564,1671.3476923077,1727.1458974359,1660.75487179488,1732.05307692308,1691.42282051282,1705.32615384615,1723.69384615385,1733.96743589744,1711.99384615384,1716.17666666667,1734.8341025641,1650.05435897436,1707.78384615385,1718.52743589744,1726.04512820512,1686.34358974359
"491",2213.46,2188.36,2194.84,2174.31,2219.75,2183.56,2179.14,2174.45,2191.82,2163.46,2182.94,2193.25,2215.9,2161.65,2223.47,2181.07,2162.26,2177.35,2155.54,2185.99,2138.35
"499",2251.76315789474,2238.38947368421,2233.11578947368,2212.5947368421,2258.02105263158,2221.84736842105,2229.16842105263,2212.74210526316,2241.83684210526,2213.52105263158,2229.96842105263,2243.28421052632,2259.50526315789,2211.68421052632,2261.76842105263,2231.12631578947,2200.55789473684,2227.36842105263,2205.55789473684,2236.03157894737,2188.36842105263
"500",410.285714285714,288.757142857143,368.171428571429,379.485714285714,437.992857142857,422.821428571429,304.135714285714,391.921428571429,299.964285714286,340.007142857143,346.321428571429,323.707142857143,343.364285714286,305.914285714286,367.542857142857,292.335714285714,410.214285714286,329.778571428571,292.935714285714,310.128571428571,339.507142857143
"511",294.629411764706,368.017647058824,291.129411764706,270.317647058824,311.8,275.617647058824,352.747058823529,264.417647058824,353.258823529412,329.029411764706,306.517647058824,327.041176470588,332.452941176471,361.335294117647,322.541176470588,374.835294117647,254.329411764706,330.364705882353,384.194117647059,343.452941176471,354.864705882353
"512",305.575,379.535714285715,302.075,281.253571428571,249.242857142857,286.553571428572,364.253571428571,275.364285714286,364.760714285714,342.607142857143,317.460714285715,338.553571428571,343.953571428571,374.910714285714,334.053571428571,388.410714285714,265.267857142858,343.935714285715,394.114285714286,354.953571428571,372.367857142857
"513",205.902941176471,280.59705882353,202.402941176471,181.567647058823,223.05,186.867647058824,265.408823529412,175.673529411764,266.95,238.867647058824,218.926470588236,239.261764705883,245.020588235294,268.379411764706,233.802941176471,285.173529411765,165.579411764705,243.744117647058,282.60294117647,256.473529411765,253.285294117647
"519",372.180232558139,443.440697674419,368.680232558139,347.840116279069,384.424418604651,353.143604651162,428.141279069768,341.937209302326,430.517441860466,396.823837209302,391.765697674418,410.999418604652,419.165697674419,421.434302325581,400.110465116279,441.672093023255,331.855813953489,408.114534883721,429.909883720931,420.276162790698,401.108720930232
"531",2931.18888888889,2906.06666666667,2912.52222222222,2892.01666666667,2937.42222222222,2901.26666666667,2896.82222222222,2892.16666666667,2909.48888888889,2881.18888888889,2900.6,2910.95555555556,2933.58888888889,2879.36666666667,2941.18888888889,2898.78888888889,2879.96666666667,2895.05555555556,2873.21111111111,2903.68888888889,2856.05555555556
"532",2932.1,2906.96666666667,2913.43333333333,2892.91666666667,2938.33333333333,2902.16666666667,2897.73333333333,2893.06666666667,2910.43333333333,2882.1,2901.53333333333,2911.83333333333,2934.53333333333,2880.26666666667,2942.1,2899.7,2880.86666666667,2895.93333333333,2874.13333333333,2904.6,2856.93333333333
"539",2794.60740740741,2769.49259259259,2775.95555555556,2755.44259259259,2800.87777777778,2764.68888888889,2760.25925925926,2755.5962962963,2772.93703703704,2744.60740740741,2764.05185185185,2774.38518518519,2797.01481481481,2742.78148148148,2804.61111111111,2762.20740740741,2743.4037037037,2758.47407407407,2736.66296296296,2767.12222222222,2719.47407407407
"540",417.931818181818,462.861818181818,421.302727272727,392.533636363637,434.304545454546,398.124545454546,447.892727272727,387.075454545454,452.805454545455,412.176363636364,426.485454545455,443.983636363636,455.065454545455,432.596363636364,451.328181818182,455.585454545455,376.83,428.545454545455,436.092727272727,446.790909090909,407.094545454545
"551",930.3875,905.2875,911.75,891.2375,936.6625,900.4875,896.0375,891.3875,908.7375,880.3875,899.8375,910.1875,932.8375,878.575,940.4125,898.0125,879.1875,894.2625,872.45,902.925,855.2625
"559",1090.09375,1064.97265625,1071.44765625,1050.9234375,1096.35390625,1060.17578125,1055.74453125,1051.07734375,1068.43046875,1040.09375,1059.53671875,1069.85859375,1092.51953125,1038.26484375,1100.10859375,1057.71015625,1038.88359375,1053.95546875,1032.14453125,1062.62109375,1014.95390625
"560",1963.83913043478,1938.70869565217,1945.17391304348,1924.65869565217,1970.08695652174,1933.90869565217,1929.47391304348,1924.80869565217,1942.15652173913,1913.83913043478,1933.26956521739,1943.60869565217,1966.25652173913,1912.00869565217,1973.84782608696,1931.44347826087,1912.62173913043,1927.68695652174,1905.87826086957,1936.35217391304,1888.68695652174
