"County","FIPS","StateFIPS","CountyFIPS"
"AtlanticCounty",34001,34,1
"BergenCounty",34003,34,3
"BurlingtonCounty",34005,34,5
"CamdenCounty",34007,34,7
"CapeMayCounty",34009,34,9
"CumberlandCounty",34011,34,11
"EssexCounty",34013,34,13
"GloucesterCounty",34015,34,15
"HudsonCounty",34017,34,17
"HunterdonCounty",34019,34,19
"MercerCounty",34021,34,21
"MiddlesexCounty",34023,34,23
"MonmouthCounty",34025,34,25
"MorrisCounty",34027,34,27
"OceanCounty",34029,34,29
"PassaicCounty",34031,34,31
"SalemCounty",34033,34,33
"SomersetCounty",34035,34,35
"SussexCounty",34037,34,37
"UnionCounty",34039,34,39
"WarrenCounty",34041,34,41
