Value,Area,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
EcoReduction,AnnistonOxford,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,AnnistonOxford,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,AnnistonOxford,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,AnnistonOxford,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Birmingham,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Birmingham,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Birmingham,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Columbus,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Columbus,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Columbus,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Decatur,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Decatur,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Decatur,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Decatur,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Dothan,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Dothan,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Dothan,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Dothan,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Florence,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Florence,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Florence,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Florence,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Huntsville,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Huntsville,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Huntsville,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Huntsville,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Mobile,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Mobile,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Mobile,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Mobile,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Montgomery,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Montgomery,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Montgomery,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Pensacola,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Pensacola,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Pensacola,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Pensacola,0,0,0,0,0,0,0,0,0,0,0,0,0
EcoReduction,Tuscaloosa,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054,0.054
ImpPropGoal,Tuscaloosa,0,0,0,0,0,0,0,0,0,0,0,0,0
ImpReduction,Tuscaloosa,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
PropWrkEco,Tuscaloosa,0,0,0,0,0,0,0,0,0,0,0,0,0
