County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
AtlanticCounty,51872,19854,33544,96276,34101,38902
BergenCounty,166628,57558,98198,331103,114526,137103
BurlingtonCounty,84716,30330,52509,163350,55639,62190
CamdenCounty,102600,36017,67159,180927,61229,65725
CapeMayCounty,14565,6093,10382,29963,15285,20977
CumberlandCounty,31127,10845,21984,55717,17430,19795
EssexCounty,161356,54903,105911,285974,85538,90287
GloucesterCounty,57304,20981,35198,104508,34598,35699
HudsonCounty,109170,37526,115917,243407,62180,66066
HunterdonCounty,24107,8791,11470,49149,18488,16344
MercerCounty,68072,27457,51090,130713,42834,46347
MiddlesexCounty,152600,57626,112420,296713,91037,99462
MonmouthCounty,121434,44044,66721,229802,81688,86691
MorrisCounty,95852,32678,49327,184027,62237,68155
OceanCounty,112777,34785,62270,174685,70946,121104
PassaicCounty,102791,37604,69526,175402,55579,60324
SalemCounty,12531,4719,7442,22572,8902,9917
SomersetCounty,65888,21406,31655,125738,38755,40002
SussexCounty,28534,11035,14182,56814,20850,17850
UnionCounty,108372,36244,66414,197213,60495,67761
WarrenCounty,20809,7603,11058,40102,13828,15292
