"SCTG","PctEmpty","N"
1,0.404712182455824,4
2,0.409262159847782,7
3,0.241867149942203,19
4,0.502456742502714,16
5,0.199516035193507,3
6,0.266295316538467,23
7,0.204082184839809,22
8,0.209453973305391,3
9,0.220797674677544,1
10,0.345868222703136,2
11,0.406653723247503,5
12,0.408710765314001,41
13,0.382289317879428,6
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,0
17,0.405256894636644,2
18,0.30780628855648,3
19,0.307658966212607,6
20,0.319153846071907,1
21,0.163003296356002,1
22,0.381398011930285,5
23,0.329297413853261,8
24,0.259173648542417,2
25,0.43197320002639,16
26,0.510140433424221,29
27,0.207833893632727,2
28,0.216947168869503,2
29,0.142965266998763,4
30,0.150707615637309,9
31,0.363223739178598,43
32,0.217604044021483,6
33,0.191250530152042,47
34,0.580058349613036,25
35,0.159588441529491,5
36,0.332997065654507,20
37,0.179037995207116,2
38,0.253528170079209,2
39,0.175566443523549,10
40,0.191743687740495,125
41,0.345680085296622,47
43,0.123133380301948,56
99,0.377666020609811,4
