Value,Area,Fwy,Art,Other
BusVmt,Albany,,,
TruckVmt,Albany,,,
BusVmt,Atlanta,,,
TruckVmt,Atlanta,,,
BusVmt,AugustaRichmondCounty,,,
TruckVmt,AugustaRichmondCounty,,,
BusVmt,Brunswick,,,
TruckVmt,Brunswick,,,
BusVmt,Chattanooga,,,
TruckVmt,Chattanooga,,,
BusVmt,Columbus,,,
TruckVmt,Columbus,,,
BusVmt,Hinesville,,,
TruckVmt,Hinesville,,,
BusVmt,Macon,,,
TruckVmt,Macon,,,
BusVmt,Rome,,,
TruckVmt,Rome,,,
BusVmt,Savannah,,,
TruckVmt,Savannah,,,
BusVmt,Valdosta,,,
TruckVmt,Valdosta,,,
