"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.122549959181878,0.877450040818122,2,2
2,0.473499644401482,0.526500355598518,4,3
3,0.623657112386256,0.376342887613744,11,6
4,0.180420050973909,0.819579949026091,5,10
5,0.0763722238391646,0.923627776160835,0,3
6,0.129995024550304,0.870004975449696,12,9
7,0.331175348408067,0.668824651591933,9,11
8,0.233455388714992,0.766544611285008,3,0
9,0.134342821827482,0.865657178172518,1,0
10,0.511086890555729,0.488913109444271,1,0
11,0.532061763030145,0.467938236969855,3,1
12,0.753776147811647,0.246223852188353,28,7
13,0.574043705293349,0.425956294706651,6,0
14,0.296984478905375,0.703015521094625,0,0
15,0.254762106060935,0.745237893939064,0,0
16,0.292247289852626,0.707752710147374,0,0
17,0.0512840369554983,0.948715963044502,0,2
18,0.595712731390873,0.404287268609127,0,2
19,0.458896381705954,0.541103618294046,5,1
20,0.153884141884506,0.846115858115494,0,1
21,0.48565728180227,0.51434271819773,0,0
22,0.634547071721447,0.365452928278553,4,1
23,0.220262195048898,0.779737804951102,3,5
24,0.143309869173441,0.856690130826559,2,0
25,0.121517041543887,0.878482958456113,3,11
26,0.489552395827496,0.510447604172505,13,10
27,0.0664638925860683,0.933536107413932,0,2
28,0.13006920545436,0.86993079454564,1,1
29,0.499509853805331,0.500490146194669,3,1
30,0.122154702334916,0.877845297665084,3,3
31,0.824243724639658,0.175756275360342,37,5
32,0.111509729259209,0.888490270740792,4,2
33,0.737681750219171,0.262318249780829,28,4
34,0.138665308571526,0.861334691428474,5,10
35,0.267488635666556,0.732511364333444,3,2
36,0.043253226064926,0.956746773935074,3,10
37,0.0687078468861626,0.931292153113837,0,1
38,0.301345390186715,0.698654609813286,0,2
39,0.187779510082017,0.812220489917983,7,0
40,0.602964155206269,0.397035844793731,73,27
41,0.767273528034381,0.232726471965619,34,5
43,0.0446998690491789,0.955300130950821,9,43
99,0.646446399835973,0.353553600164027,3,0
