"County","Metropolitan","Town","Rural"
"HallCounty",0.7802,0.0142,0.2056
"HancockCounty",0,0.3841,0.6159
"HaralsonCounty",0,0.2264,0.7736
"HarrisCounty",0.0052,0.028,0.9668
"HartCounty",0,0.2553,0.7447
"HeardCounty",0,0,1
"HenryCounty",0.8615,0,0.1385
"HoustonCounty",0.9004,0,0.0996
"IrwinCounty",0,0.3529,0.6471
"JacksonCounty",0.1222,0.2777,0.6001
"JasperCounty",0,0.1824,0.8176
"JeffDavisCounty",0,0.3049,0.6951
"JeffersonCounty",0,0.1933,0.8067
"JenkinsCounty",0,0.339,0.661
"JohnsonCounty",0,0.3459,0.6541
"JonesCounty",0.1636,0.1593,0.6771
"LamarCounty",0,0.3913,0.6087
"LanierCounty",0,0.2887,0.7113
"LaurensCounty",0,0.4336,0.5664
"LeeCounty",0.5094,0.1283,0.3623
"LibertyCounty",0.7684,0,0.2316
"LincolnCounty",0,0,1
"LongCounty",0.1866,0,0.8134
"LowndesCounty",0.6971,0.0308,0.272
"LumpkinCounty",0,0.1606,0.8394
"McDuffieCounty",0,0.3904,0.6096
"McIntoshCounty",0,0.2569,0.7431
"MaconCounty",0,0.4681,0.5319
"MadisonCounty",0.0811,1e-04,0.9188
"MarionCounty",0,0,1
"MeriwetherCounty",0,0.1672,0.8328
"MillerCounty",0,0,1
"MitchellCounty",0,0.4549,0.5451
"MonroeCounty",0.0148,0.1829,0.8023
"MontgomeryCounty",0,0.0129,0.9871
"MorganCounty",0,0.2463,0.7537
"MurrayCounty",0.2987,0,0.7013
"MuscogeeCounty",0.9702,0,0.0298
"NewtonCounty",0.6876,0,0.3124
"OconeeCounty",0.4968,0,0.5032
"OglethorpeCounty",0.0075,0,0.9925
"PauldingCounty",0.7764,0.0231,0.2005
"PeachCounty",0.2348,0.3829,0.3822
"PickensCounty",0,0.269,0.731
"PierceCounty",0,0.2065,0.7935
"PikeCounty",0.0104,0,0.9896
"PolkCounty",0,0.4858,0.5142
"PulaskiCounty",0,0.333,0.667
"PutnamCounty",0,0.1905,0.8095
"QuitmanCounty",0,0.269,0.731
"RabunCounty",0,0.2072,0.7928
"RandolphCounty",0,0.4937,0.5063
"RichmondCounty",0.9078,0,0.0922
"RockdaleCounty",0.8507,0,0.1493
"SchleyCounty",0,0,1
"ScrevenCounty",0,0.2108,0.7892
"SeminoleCounty",0,0.3145,0.6855
"SpaldingCounty",0.5838,0,0.4162
"StephensCounty",0,0.4144,0.5856
"StewartCounty",0,0,1
"SumterCounty",0,0.5822,0.4178
"TalbotCounty",0,0.0612,0.9388
"TaliaferroCounty",0,0,1
"TattnallCounty",0,0.3176,0.6824
"TaylorCounty",0,0,1
"TelfairCounty",0,0.5301,0.4699
"TerrellCounty",0,0.4794,0.5206
"ThomasCounty",0,0.5398,0.4602
"TiftCounty",0,0.5922,0.4078
"ToombsCounty",0,0.4894,0.5106
"TownsCounty",0,0,1
"TreutlenCounty",0,0.4113,0.5887
"TroupCounty",0,0.557,0.443
"TurnerCounty",0,0.5027,0.4973
"TwiggsCounty",0,0,1
"UnionCounty",0,0,1
"UpsonCounty",0,0.5309,0.4691
"WalkerCounty",0.4544,0.1071,0.4385
"WaltonCounty",0.3338,0.2397,0.4266
"WareCounty",0,0.7056,0.2944
"WarrenCounty",0,0,1
"WashingtonCounty",0,0.344,0.656
"WayneCounty",0,0.4206,0.5794
"WebsterCounty",0,0,1
"WheelerCounty",0,0,1
"WhiteCounty",0,0.1621,0.8379
"WhitfieldCounty",0.7092,0,0.2908
"WilcoxCounty",0,0,1
"WilkesCounty",0,0.3263,0.6737
"WilkinsonCounty",0,0,1
"WorthCounty",0,0.3084,0.6916
