"FAFZone","ApplingCounty","AtkinsonCounty","BaconCounty","BakerCounty","BaldwinCounty","BanksCounty","BarrowCounty","BartowCounty","BenHillCounty","BerrienCounty","BibbCounty","BleckleyCounty","BrantleyCounty","BrooksCounty","BryanCounty","BullochCounty","BurkeCounty","ButtsCounty","CalhounCounty","CamdenCounty","CandlerCounty","CarrollCounty","CatoosaCounty","CharltonCounty","ChathamCounty","ChattahoocheeCounty","ChattoogaCounty","CherokeeCounty","ClarkeCounty","ClayCounty","ClaytonCounty","ClinchCounty","CobbCounty","CoffeeCounty","ColquittCounty","ColumbiaCounty","CookCounty","CowetaCounty","CrawfordCounty","CrispCounty","DadeCounty","DawsonCounty","DecaturCounty","DeKalbCounty","DodgeCounty","DoolyCounty","DoughertyCounty","DouglasCounty","EarlyCounty","EcholsCounty","EffinghamCounty","ElbertCounty","EmanuelCounty","EvansCounty","FanninCounty","FayetteCounty","FloydCounty","ForsythCounty","FranklinCounty","FultonCounty","GilmerCounty","GlascockCounty","GlynnCounty","GordonCounty","GradyCounty","GreeneCounty","GwinnettCounty","HabershamCounty","HallCounty","HancockCounty","HaralsonCounty","HarrisCounty","HartCounty","HeardCounty","HenryCounty","HoustonCounty","IrwinCounty","JacksonCounty","JasperCounty","JeffDavisCounty","JeffersonCounty","JenkinsCounty","JohnsonCounty","JonesCounty","LamarCounty","LanierCounty","LaurensCounty","LeeCounty","LibertyCounty","LincolnCounty","LongCounty","LowndesCounty","LumpkinCounty","McDuffieCounty","McIntoshCounty","MaconCounty","MadisonCounty","MarionCounty","MeriwetherCounty","MillerCounty","MitchellCounty","MonroeCounty","MontgomeryCounty","MorganCounty","MurrayCounty","MuscogeeCounty","NewtonCounty","OconeeCounty","OglethorpeCounty","PauldingCounty","PeachCounty","PickensCounty","PierceCounty","PikeCounty","PolkCounty","PulaskiCounty","PutnamCounty","QuitmanCounty","RabunCounty","RandolphCounty","RichmondCounty","RockdaleCounty","SchleyCounty","ScrevenCounty","SeminoleCounty","SpaldingCounty","StephensCounty","StewartCounty","SumterCounty","TalbotCounty","TaliaferroCounty","TattnallCounty","TaylorCounty","TelfairCounty","TerrellCounty","ThomasCounty","TiftCounty","ToombsCounty","TownsCounty","TreutlenCounty","TroupCounty","TurnerCounty","TwiggsCounty","UnionCounty","UpsonCounty","WalkerCounty","WaltonCounty","WareCounty","WarrenCounty","WashingtonCounty","WayneCounty","WebsterCounty","WheelerCounty","WhiteCounty","WhitfieldCounty","WilcoxCounty","WilkesCounty","WilkinsonCounty","WorthCounty"
"11",347.51,319.88,345.78,244.88,260.13,238.31,212.37,155.88,285.95,309.03,235,263.45,371.53,299.81,384.7,356.41,344.12,204.11,227.47,439.96,335.82,122.91,173.25,390.29,395.99,164.3,130.07,179.47,233.845,204.56,172.45,354.27,156.4,326.28,271.98,307.09,303.51,152.07,223.21,246.39,141.22,205.02,253.12,186,275.52,240.39,233.76,139.77,224.97,348.14,385.68,267.74,329.45,356.78,232.91,172.85,130.38,192.13,251.37,160.86,215.66,293.31,436.21,158.57,276.78,248.28,190.62,241.32,213.04,275.14,123.07,156.92,264.97,130.56,186.34,239.54,293.12,226.39,225.45,324.49,312.89,352.4,298.23,247.56,203.21,324.83,282,228.19,395.9,297.58,384.51,323.64,218.73,289.59,434.93,218.58,248.76,183.4,166.81,240.62,258.36,212.69,322.13,228.68,196,154.05,207.16,230.66,252.31,137.24,231.33,200.09,373.1,194.77,127.86,259.58,249.38,179.62,268.49,200.9,316.29,194.14,193.23,369.23,239.17,190.87,257.43,180.55,210.24,181.7,263.84,355.23,197.65,301.98,208.59,288.07,279.93,326.74,262.92,305.48,145.01,268.65,254,251.17,191.545,162.22,214.09,349.37,279.84,294.76,380.12,192.89,314.47,238.57,187.7,266.88,280.57,260.93,253.72
"12",406.35,354.7,386.15,260.05,380.1,405.65,379.7,366.55,347.25,327.75,347.6,361.6,409.45,313.95,486.1,457.85,494.85,336.9,256.35,442.55,437.25,305.35,411.3,414.85,514.05,263.7,367.45,357.65,391.2,236.5,323.15,372.7,340.55,366.7,289.15,457.8,312.75,287.9,326.45,318.75,378.6,382.5,230.65,337,364.8,329.25,278.65,326.05,228.35,344.7,487.1,425.1,430.9,458.2,415.65,308.6,368.2,364.8,418.7,329.3,398.4,444,472.35,389.2,256.55,399,357.95,408.65,385,425.9,311.1,269.6,432.3,283.75,337.05,336.3,343.45,393.75,358.25,390.2,463.6,456.35,410.5,363.7,321.2,331.65,383.4,295.75,462.65,448.3,447.05,326.55,392.4,440.3,488.95,314.7,406.1,282.8,283.15,228.25,269.15,335.4,407.95,379.4,406.4,258.75,357.9,385.9,409.65,345.2,327.2,381.5,401.65,306.9,325.6,347.15,400.1,242.75,439.8,256.1,467,344.85,292.6,483.2,216.85,322.2,424.8,274.9,309.65,289.25,414.55,443,302.3,378.65,275.8,269.45,322.05,416.6,438.8,406.9,260.6,318.45,361.75,433.2,307.9,399.6,364.8,387.7,430.55,413.2,425.65,292.3,389.6,411.1,410.45,341.05,431.3,377.05,300.05
"19",335.181818181818,304.66,330.934545454545,226.105454545455,268.110909090909,273.290909090909,247.349090909091,204.105454545455,277.069090909091,294.4,240.69,259.661818181818,357.981818181818,286.6,384.489090909091,356.22,363.272727272727,224.296363636364,207.065454545455,424.670909090909,335.614545454545,170.32,230.350909090909,379.992727272727,395.792727272727,172.249090909091,195.294545454545,215.169090909091,263.927272727273,183.989090909091,201.898181818182,337.12,199.052727272728,310.778181818182,262.95,335.707272727273,286.154545454545,177.48,225.136363636364,241.096363636363,207.2,240.483636363636,230.292727272727,212.096363636364,272.029090909091,238.863636363636,224.729090909091,188.16,201.950909090909,323.929090909091,385.469090909091,297.825454545454,329.258181818182,353.465454545455,266.28,196.676363636364,190.232727272727,227.62,286.347272727273,199.005454545455,249.907272727273,315.792727272727,408.063636363636,214.534545454545,252.290909090909,276.890909090909,225.592727272727,276.121818181818,247.669090909091,292.721818181818,171.58,170.056363636364,299.932727272727,166.905454545455,215.792727272727,239.178181818182,281.078181818182,261.374545454545,245.281818181818,318.045454545455,332.294545454545,352.449090909091,302.489090909091,254.714545454545,215.330909090909,306.616363636364,281.792727272727,224.905454545455,390.296363636364,323.937272727273,377.887272727273,301.212727272727,251.770909090909,317.516363636364,416.136363636364,218.285454545455,278.831818181818,190.116363636364,182.561818181818,217.341818181818,240.416363636364,227.007272727273,317.209090909091,257.301818181818,239.287272727273,164.72,235.781818181818,259.545454545455,282.38,190.163636363636,230.769090909091,233.583636363636,354.463636363636,205.032727272727,178.209090909091,254.865454545454,271.94,168.545454545455,300.298181818182,189.761818181818,344.910909090909,222.76,199.086363636364,373.62,218.810909090909,208.354545454545,292.118181818182,182.425454545455,213.466363636363,189.738181818182,292.465454545455,350.68,204.529090909091,295.943636363636,205.409090909091,263.503636363636,264.329090909091,323.136363636364,292.918181818182,304.730909090909,162.458181818182,256.623636363636,257.029090909091,282.945454545455,205.005454545454,222.76,240.501818181818,336.327272727273,305.483636363636,302.085454545455,363.996363636364,195.592727272727,302.378181818182,271.663636363636,234.292727272727,263.238181818182,306.718181818182,268.08,245.725454545455
"20",1456.15517241379,1464.01724137931,1458.03448275862,1445.18275862069,1382.67931034483,1357.65172413793,1339.7,1289.08275862069,1431.6724137931,1456.91034482759,1374.29655172414,1397.7,1489.71379310345,1468.40689655172,1474.21034482759,1455.68275862069,1433.81379310345,1351.41379310345,1436.33448275862,1557.43448275862,1442.19310344828,1324.00689655172,1249.41379310345,1505.75172413793,1496.55172413793,1392.36206896552,1268.31724137931,1300.55862068966,1353.78448275862,1414.11034482759,1327.74482758621,1486.55517241379,1304.97586206896,1446.65517241379,1454.33103448276,1415.33793103448,1453.28275862069,1337.40689655172,1372.75172413793,1413.61034482759,1238.89310344828,1304.52413793103,1443.72068965517,1321.84482758621,1410.26896551724,1402.46551724138,1439.12068965517,1312.60689655172,1427.36206896552,1484.06551724138,1472.92413793103,1377.5,1438.01724137931,1455.91379310345,1293.15172413793,1335.64482758621,1284.07586206897,1317.87931034483,1359.68275862069,1313.86206896552,1284.74137931034,1400.06551724138,1539.73103448276,1271.94482758621,1459.23448275862,1370.54137931034,1325.44827586207,1344.00689655172,1319.21724137931,1388.15172413793,1316.90689655172,1370.73103448276,1356.58965517241,1337.12068965517,1336.84827586207,1386.28620689655,1440.45172413793,1348.89310344828,1360.9275862069,1444.08620689655,1412.88620689655,1446.20689655172,1415.78965517241,1381.95517241379,1353.25862068966,1467.25862068966,1406.92413793103,1435.98965517241,1481.54482758621,1393.91379310345,1474.1,1467.70689655172,1327.94827586207,1397.61724137931,1528.61724137931,1390.14482758621,1372.85517241379,1388.50689655172,1355.91379310345,1437.99310344828,1454.81034482759,1358.69655172414,1433.22413793103,1357.71379310345,1267.73793103448,1380.60689655172,1343.60689655172,1351.66896551724,1365.86551724138,1304.56896551724,1384.90344827586,1293.99310344828,1476.6275862069,1352.04482758621,1304.24137931034,1404.81034482759,1371.26206896552,1397.43103448276,1326.85862068966,1420.03448275862,1412.94827586207,1335.07931034483,1395.80862068966,1462.08620689655,1434.58620689655,1343.00689655172,1348.71034482759,1403.02068965517,1406.43620689655,1372.51379310345,1380.74827586207,1454.90689655172,1380.16379310345,1429.33448275862,1421.38275862069,1470.91724137931,1437.84827586207,1436.23793103448,1310.41724137931,1422.3,1356.38620689655,1424.43103448276,1387.55862068966,1302.07586206897,1360.99310344828,1252.65172413793,1341.91379310345,1483.34482758621,1391.2275862069,1405.62068965517,1479.05172413793,1411.09310344828,1430.38275862069,1327.10689655172,1258.88275862069,1423.26551724138,1395.93103448276,1390.70344827586,1431.42413793103
"41",1958.2,1942.1,1963.3,1880,1934.6,1906.95,1881,1813.05,1912.1,1947.7,1911.3,1890.6,2029.4,1933.9,2063.8,2035.5,2011.9,1876.4,1829.2,2062.5,2014.9,1791.55,1825.3,2034.8,2075.1,1792.7,1778.6,1857.85,1902.45,1806,1840.3,1992.6,1831,1947.9,1909.1,1974.9,1932.7,1823.6,1855.45,1869.55,1780.65,1882.7,1850.6,1853.7,1897,1866.3,1862.1,1808.4,1826.2,1964.6,2064.8,1936.35,2008.6,2035.9,1893.1,1844.4,1804.4,1865,1920,1829.5,1877.85,1961.1,2092.3,1810.2,1876.5,1916.1,1859.2,1910,1886.3,1943,1791.7,1798.6,1933.6,1806.65,1854.1,1865.3,1917.7,1895,1897.7,1942,1980.7,2030.9,1974.6,1923,1879.2,1951.6,1961.1,1856.6,2075,1965.4,2063.6,1946.5,1892.6,1957.4,2108.9,1843.7,1917.4,1811.8,1812.1,1848.2,1889.1,1887.5,2001.2,1896.5,1853.3,1787.7,1875,1899.3,1920.95,1811.6,1856.2,1850.7,2021.6,1835.9,1806.2,1878.4,1917.2,1783.9,1941.1,1806.4,1984.1,1861.95,1821.6,2045.2,1836.8,1863.5,1926.05,1808.9,1838.65,1818.2,1931.65,2034.3,1831.3,1919.5,1837,1889.4,1902.2,2005.85,1922.35,1984.6,1789.6,1893.2,1931.55,1908.65,1836.85,1801.65,1881.9,2007.65,1947.6,1969.6,1985.4,1821.3,1928.3,1912.4,1839.75,1891.5,1948.4,1936.4,1882.1
"42",1880.05,1863.95,1885.1,1801.75,1856.4,1828.75,1802.8,1751.2,1833.85,1869.5,1833.1,1812.4,1951.2,1855.65,1985.6,1957.3,1933.75,1798.2,1751,1984.3,1936.7,1713.35,1769.3,1956.6,1996.9,1714.5,1725.45,1779.65,1824.275,1727.8,1762.05,1914.4,1752.8,1869.725,1830.9,1896.7,1854.45,1745.4,1777.25,1791.325,1736.6,1804.5,1772.35,1775.55,1818.8,1788.1,1783.95,1730.2,1748,1886.45,1986.6,1858.2,1930.35,1957.7,1837.65,1766.2,1726.2,1786.8,1841.8,1751.3,1820.4,1882.9,2014.1,1754.4,1798.25,1837.85,1781.05,1831.75,1808.1,1864.75,1713.5,1720.4,1855.4,1728.45,1775.95,1787.1,1839.5,1816.8,1819.55,1863.8,1902.5,1952.65,1896.4,1844.8,1801,1873.4,1882.9,1778.35,1996.8,1887.2,1985.4,1868.3,1814.4,1879.2,2030.65,1765.5,1839.2,1733.6,1733.95,1770,1810.9,1809.3,1923.05,1818.3,1797.25,1709.5,1796.75,1821.1,1842.75,1733.4,1778,1803.5,1943.35,1757.65,1728,1800.2,1838.95,1705.7,1862.9,1728.2,1905.9,1783.75,1743.4,1967,1758.6,1785.3,1847.85,1730.75,1760.4,1740.05,1853.45,1956.15,1753.1,1841.3,1758.8,1811.2,1824,1927.65,1861.85,1906.35,1711.35,1815,1853.35,1855.2,1758.7,1757.6,1803.7,1929.45,1869.45,1891.4,1907.2,1743.1,1850.05,1834.2,1783.75,1813.25,1870.15,1858.15,1803.9
"49",1932.45454545455,1903.71818181818,1936.52727272727,1818.1,1873.35454545455,1845.7,1819.76363636364,1741.87272727273,1873.63636363636,1901.81818181818,1850.06363636364,1855.01818181818,1976.2,1879.66363636364,2002.56363636364,1974.28181818182,1950.7,1815.15454545455,1780.35454545455,2022.88181818182,1953.69090909091,1730.3,1751.8,1995.18181818182,2013.86363636364,1754.26363636364,1704.30909090909,1766.71818181818,1841.25,1757.13636363636,1779,1946.89090909091,1769.78181818182,1920.23636363637,1866.71363636364,1913.65454545455,1891.1,1762.36363636364,1818.51818181818,1831.10454545455,1703.85454545455,1789.94545454545,1802.02727272727,1792.5,1867.23636363636,1827.85454545455,1823.71818181818,1747.18181818182,1777.36363636364,1925.03636363636,2003.53636363636,1875.15,1947.31818181818,1974.65454545455,1819.40909090909,1783.18181818182,1716.24545454545,1803.75454545455,1858.76363636364,1768.25454545455,1804.70909090909,1899.88181818182,2048.66363636364,1738.47272727273,1826.89090909091,1854.84545454545,1798,1848.70909090909,1825.09090909091,1881.70909090909,1730.46363636364,1753.44545454545,1872.35454545455,1745.4,1792.9,1833.29090909091,1879.27272727273,1833.78181818182,1836.49090909091,1915.24545454545,1919.46363636364,1969.61818181818,1913.38181818182,1861.74545454545,1817.94545454545,1911.12727272727,1899.86363636364,1818.15454545455,2013.76363636364,1904.15454545455,2002.38181818182,1908.66363636364,1810.35454545455,1896.15454545455,2049.98181818182,1805.29090909091,1856.15,1773.36363636364,1766.94545454545,1796.76363636364,1851.35454545455,1826.25454545455,1939.99090909091,1835.25454545455,1779.77272727273,1746.30909090909,1813.71818181818,1838.02727272727,1859.7,1750.36363636364,1827.36363636364,1778.21818181818,1981.19090909091,1793.48181818182,1715.71818181818,1853.29090909091,1855.94545454545,1735.09090909091,1864.9,1757.59090909091,1922.85454545455,1800.7,1783.20909090909,1983.95454545455,1788.16363636364,1802.3,1864.81818181818,1770.50909090909,1800.20454545455,1776.81818181818,1870.40909090909,1973.1,1789.89090909091,1892.73636363636,1798.55454545455,1840.83636363636,1863.79090909091,1944.6,1850.05454545455,1923.34545454545,1744.43636363636,1854.80909090909,1870.3,1834.43636363636,1791.68636363636,1724.85454545455,1820.65454545455,1952.86363636364,1886.4,1908.38181818182,1963.15454545455,1782.85454545455,1898.20909090909,1851.10909090909,1766.23636363636,1853.03636363636,1887.11818181818,1875.11818181818,1843.68181818182
"50",762.444,719.368,765.524,651.019333333333,668.128666666667,640.236666666666,614.300666666667,528.98,689.884666666666,708.522666666667,644.664,675.236666666666,774.769333333333,704.497333333333,797.290666666667,769.000666666667,745.460666666667,609.735333333334,628.894,881.931333333333,748.402,524.784666666667,530.666,799.857333333333,808.586666666666,569.766,486.364666666667,552.052,635.774666666667,605.57,573.606666666667,753.753333333333,564.185333333334,743.998666666667,677.583333333333,708.427333333334,702.986,556.848666666667,636.814,647.544666666667,482.948666666667,575.622,650.882,587.036666666667,693.237333333333,644.109333333334,639.368,541.661333333333,625.794,751.89,798.250666666667,669.802666666666,742.039333333333,769.359333333334,597.944666666667,577.878666666667,502.077333333333,597.599333333333,653.425333333333,562.894666666667,584.336666666667,694.655333333334,855.329333333333,523.69,674.548666666667,649.478666666666,592.536666666667,641.937333333334,618.150666666666,676.484666666666,524.949333333333,562.652666666667,666.998666666667,539.892,587.498666666667,657.085333333333,695.608666666667,628.313333333334,631.234666666666,744.226,714.24,764.390666666667,708.103333333333,656.465333333333,612.536666666667,724.31,694.586666666666,633.796,808.488,698.648666666667,797.103333333333,728.628666666667,591.748666666667,690.927333333334,847.522666666667,620.800666666667,650.813333333334,588.868,576.137333333333,642.022,662.01,620.852666666667,734.711333333333,629.891333333333,558.640666666667,559.085333333333,608.366666666667,632.564,654.350666666666,544.871333333333,649.544,557.834666666667,792.822666666667,606.821333333334,500.739333333333,678.854666666667,650.704,581.81,652.877333333334,604.31,717.628666666667,595.35,598.705333333333,778.728666666666,636.932666666667,596.889333333334,657.936,586.016,615.705333333334,589.607333333333,665.181333333333,767.819333333334,602.682,721.72,614.054666666667,689.693333333333,679.431333333333,739.324,631.424,718.050666666667,553.639333333334,671.149333333333,665.022666666667,611.998666666667,601.238666666667,503.95,615.274,748.861333333333,681.176666666667,703.150666666667,796.668666666666,598.352666666666,723.99,640.796666666667,545.116666666667,669.376666666667,681.598666666667,669.826666666666,659.334
"61",2355.62,2319.18,2359.36,2247.6,2281.04,2253.4,2227.44,2135.12,2289.08,2322.36,2257.74,2275.04,2400.82,2317.48,2410.24,2381.98,2358.4,2222.8,2202.54,2446.1,2361.38,2138,2141.54,2418.38,2421.54,2169.68,2092.02,2165.02,2248.95,2179.32,2186.7,2367.38,2177.46,2334.42,2285.31,2321.34,2309.22,2170.04,2233.8,2246.53,2084.9,2187.48,2234.18,2200.2,2289.12,2243.28,2239.18,2154.88,2199.56,2348.28,2411.2,2282.84,2355,2382.3,2208.72,2190.88,2115.92,2211.42,2266.44,2175.92,2195.48,2307.58,2464.74,2126.22,2260.08,2262.5,2205.7,2256.4,2232.78,2289.4,2138.14,2169.68,2280.02,2153.1,2200.6,2247.96,2294.68,2241.48,2244.2,2338.08,2327.14,2377.3,2321.08,2269.42,2225.6,2328.62,2307.54,2233.58,2421.44,2311.8,2410.08,2330.12,2202.08,2303.84,2459.46,2220.74,2263.85,2188.8,2183.22,2220.44,2267.32,2233.92,2347.7,2242.92,2169.52,2162.12,2221.4,2245.7,2267.36,2158.04,2241.68,2158.2,2396.88,2211.3,2114.3,2267.1,2263.6,2157.28,2270.12,2179.78,2330.54,2208.4,2198.66,2391.64,2220.42,2210,2272.5,2185.96,2215.63,2192.64,2278.1,2380.78,2205.7,2315.58,2213.98,2273,2279.22,2352.3,2243.06,2331,2160.66,2270.26,2278,2222.32,2207.96,2105.9,2228.3,2370.26,2294.1,2316.06,2400.48,2198.28,2329.64,2258.74,2156.02,2268.48,2294.8,2282.8,2259.12
"62",2708.72857142857,2696.22857142857,2711.6,2577.41428571429,2599.58571428571,2565.8,2539.87142857143,2467.1,2655.12857142857,2685.38571428571,2583.8,2619.51428571429,2742.11428571429,2669.84285714286,2736.3,2708.01428571429,2676.91428571429,2548.87142857143,2555.28571428571,2809.42857142857,2687.41428571429,2483.31428571429,2406.54285714286,2771.21428571429,2747.6,2533.92857142857,2420.37142857143,2484.61428571429,2561.34285714285,2532.07142857143,2512.72857142857,2730.62857142857,2487.27142857143,2694.22857142857,2661.31428571429,2639.88571428571,2679.84285714286,2513.5,2581.42857142857,2621.15714285714,2390.48571428571,2490.68571428571,2577.25714285714,2512.6,2638.71428571429,2615.98571428571,2609.28571428571,2485.32857142857,2552.3,2722.24285714286,2737.27142857143,2595.24285714285,2681.04285714286,2708.37142857143,2473.7,2520.87142857143,2442.4,2511.07142857143,2578.87142857143,2494.52857142857,2460.47142857143,2626.11428571429,2803.51428571429,2440.95714285714,2600.94285714286,2581.05714285714,2518.1,2540.6,2513.08571428571,2607.92857142857,2480.67142857143,2533.98571428571,2592.45714285714,2499.81428571429,2526.62857142857,2602.1,2665.21428571429,2553.88571428571,2565.34285714286,2690.31428571429,2645.7,2695.84285714286,2647.11428571429,2595.48571428571,2551.67142857143,2701.17142857143,2633.6,2603.81428571429,2747.5,2623.35,2736.11428571429,2701.87142857143,2506.47142857143,2622.38571428571,2786.52857142857,2589.61428571429,2576.25,2555.07142857143,2539.84285714286,2568.54285714286,2637.08571428571,2560,2673.72857142857,2561.48571428571,2434.5,2527.08571428571,2539.92857142857,2558.14285714286,2579.8,2479.28571428571,2600,2474.58571428571,2739.98571428571,2549.82857142857,2456.57142857143,2630.37142857143,2582.15714285714,2509.54285714286,2532.6,2532.04285714286,2649.08571428571,2526.92857142857,2565.11428571429,2710.2,2563.34285714286,2536.02857142857,2551.1,2550.17142857143,2581.98571428572,2557.14285714286,2596.62857142857,2706.82857142857,2569.59285714286,2667.81428571429,2578.18571428571,2616.08571428571,2656.3,2678.32857142857,2508.07142857143,2657.05714285714,2525.5,2640.74285714286,2604.02857142857,2487.34285714286,2558.12142857143,2411.48571428571,2542.88571428571,2725.72857142857,2612.62857142857,2634.6,2743.7,2562.48571428571,2669.4,2525.54285714286,2420.98571428571,2638.95714285714,2608.10714285714,2608.82857142857,2635.92857142857
