"County","Metropolitan","Town"
"ApplingCounty",0,5.671873901384
"AtkinsonCounty",0,0
"BaconCounty",0,2.82219519441
"BakerCounty",0,0
"BaldwinCounty",0,33.173703530366
"BanksCounty",0,1.621401758126
"BarrowCounty",14.329311633724,44.78542272352
"BartowCounty",59.750287592996,4.036083666126
"BenHillCounty",0,8.792661849698
"BerrienCounty",0,3.279398649914
"BibbCounty",95.060313180564,0
"BleckleyCounty",0,4.613134340736
"BrantleyCounty",0,0.173219256872
"BrooksCounty",1.869286578064,2.997241099844
"BryanCounty",6.117124411172,7.74958644719
"BullochCounty",0,25.484248608656
"BurkeCounty",0,4.737607834006
"ButtsCounty",0,4.685953177936
"CalhounCounty",0,0
"CamdenCounty",0,31.311982620992
"CandlerCounty",0,3.008937673832
"CarrollCounty",23.782554623018,45.357611215644
"CatoosaCounty",41.382196528982,0
"CharltonCounty",0,4.809480335204
"ChathamCounty",157.01898452194,2.625615608232
"ChattahoocheeCounty",6.078104943052,0
"ChattoogaCounty",0,9.52068265343
"CherokeeCounty",138.524618412724,2.400005012674
"ClarkeCounty",69.003254069462,0
"ClayCounty",0,0
"ClaytonCounty",123.009893715886,0
"ClinchCounty",0,2.06823451391
"CobbCounty",334.102721640064,0
"CoffeeCounty",0,11.995722342682
"ColquittCounty",0,18.182997240132
"ColumbiaCounty",63.27114092014,3.470563155542
"CookCounty",0,6.0363379731
"CowetaCounty",85.782316869744,2.772101548726
"CrawfordCounty",0,0
"CrispCounty",0,7.52012602859
"DadeCounty",2.340348778756,2.926596789108
"DawsonCounty",7.480271807946,0
"DecaturCounty",0,10.31211067201
"DeKalbCounty",254.797851923156,0
"DodgeCounty",0,5.642535554812
"DoolyCounty",0,3.61599387927
"DoughertyCounty",55.726068069126,0
"DouglasCounty",84.32618066729,0
"EarlyCounty",0,3.073009370222
"EcholsCounty",0,0
"EffinghamCounty",2.357345374898,10.668659266624
"ElbertCounty",0,5.232207970924
"EmanuelCounty",0,8.940597989304
"EvansCounty",0,3.162862255458
"FanninCounty",0,0
"FayetteCounty",87.155170484696,0
"FloydCounty",47.666003104064,0
"ForsythCounty",155.525125381882,0
"FranklinCounty",0,2.297552846974
"FultonCounty",418.678981344958,0
"GilmerCounty",0,5.065296848528
"GlascockCounty",0,0
