"SCTG","Medium","Heavy","N_Medium","N_Heavy"
1,0.235748475035365,0.764251524964635,3,10
2,0.41606230030227,0.58393769969773,43,53
3,0.0950501599357383,0.904949840064262,4,14
4,0.317942474820577,0.682057525179423,13,13
5,0.00302424737154489,0.996975752628455,1,18
6,0.212373161402064,0.787626838597936,9,7
7,0.146639265746798,0.853360734253202,6,24
8,0.233455388714992,0.766544611285008,1,6
9,0.134342821827482,0.865657178172518,0,0
10,0.511086890555729,0.488913109444271,2,0
11,0.532061763030145,0.467938236969855,0,2
12,0.798163625971103,0.201836374028897,67,12
13,0.574043705293349,0.425956294706651,4,2
14,0.296984478905375,0.703015521094625,0,1
15,0.254762106060935,0.745237893939064,0,1
16,0.292247289852626,0.707752710147374,1,0
17,0.0512840369554983,0.948715963044502,2,3
18,0.595712731390873,0.404287268609127,3,2
19,0.665948165969903,0.334051834030097,9,3
20,0.153884141884506,0.846115858115494,2,1
21,0.48565728180227,0.51434271819773,0,0
22,0.767819778787067,0.232180221212933,10,3
23,0.220262195048898,0.779737804951102,2,2
24,0.143309869173441,0.856690130826559,2,3
25,0.347018305631143,0.652981694368857,5,7
26,0.550631094774996,0.449368905225004,19,8
27,0.0664638925860683,0.933536107413932,0,1
28,0.13006920545436,0.86993079454564,0,5
29,0.499509853805331,0.500490146194669,2,0
30,0.122154702334916,0.877845297665084,6,1
31,0.685995161563675,0.314004838436325,47,12
32,0.00848095212679679,0.991519047873203,1,17
33,0.383248230974075,0.616751769025925,25,19
34,0.128999971460596,0.871000028539404,7,30
35,0.267488635666556,0.732511364333444,3,0
36,0.261737359716831,0.738262640283169,15,13
37,0.0687078468861626,0.931292153113837,0,4
38,0.301345390186715,0.698654609813286,0,0
39,0.0541454239902112,0.945854576009789,2,16
40,0.457800866538,0.542199133462,109,71
41,0.82430178050122,0.17569821949878,33,4
43,0.0156016224324039,0.984398377567596,3,84
99,0.646446399835973,0.353553600164027,4,1
