Value,Area,Fwy,Art,Other
BusVmt,Columbia,,,
TruckVmt,Columbia,,,
BusVmt,FayettevilleSpringdaleRogers,,,
TruckVmt,FayettevilleSpringdaleRogers,,,
BusVmt,JeffersonCity,,,
TruckVmt,JeffersonCity,,,
BusVmt,Joplin,,,
TruckVmt,Joplin,,,
BusVmt,KansasCity,,,
TruckVmt,KansasCity,,,
BusVmt,Springfield,,,
TruckVmt,Springfield,,,
BusVmt,StJoseph,,,
TruckVmt,StJoseph,,,
BusVmt,StLouis,,,
TruckVmt,StLouis,,,
