"FAFZone","AdairCounty","AndrewCounty","AtchisonCounty","AudrainCounty","BarryCounty","BartonCounty","BatesCounty","BentonCounty","BollingerCounty","BooneCounty","BuchananCounty","ButlerCounty","CaldwellCounty","CallawayCounty","CamdenCounty","CapeGirardeauCounty","CarrollCounty","CarterCounty","CassCounty","CedarCounty","CharitonCounty","ChristianCounty","ClarkCounty","ClayCounty","ClintonCounty","ColeCounty","CooperCounty","CrawfordCounty","DadeCounty","DallasCounty","DaviessCounty","DeKalbCounty","DentCounty","DouglasCounty","DunklinCounty","FranklinCounty","GasconadeCounty","GentryCounty","GreeneCounty","GrundyCounty","HarrisonCounty","HenryCounty","HickoryCounty","HoltCounty","HowardCounty","HowellCounty","IronCounty","JacksonCounty","JasperCounty","JeffersonCounty","JohnsonCounty","KnoxCounty","LacledeCounty","LafayetteCounty","LawrenceCounty","LewisCounty","LincolnCounty","LinnCounty","LivingstonCounty","McDonaldCounty","MaconCounty","MadisonCounty","MariesCounty","MarionCounty","MercerCounty","MillerCounty","MississippiCounty","MoniteauCounty","MonroeCounty","MontgomeryCounty","MorganCounty","NewMadridCounty","NewtonCounty","NodawayCounty","OregonCounty","OsageCounty","OzarkCounty","PemiscotCounty","PerryCounty","PettisCounty","PhelpsCounty","PikeCounty","PlatteCounty","PolkCounty","PulaskiCounty","PutnamCounty","RallsCounty","RandolphCounty","RayCounty","ReynoldsCounty","RipleyCounty","StCharlesCounty","StClairCounty","SteGenevieveCounty","StFrancoisCounty","StLouisCounty","SalineCounty","SchuylerCounty","ScotlandCounty","ScottCounty","ShannonCounty","ShelbyCounty","StoddardCounty","StoneCounty","SullivanCounty","TaneyCounty","TexasCounty","VernonCounty","WarrenCounty","WashingtonCounty","WayneCounty","WebsterCounty","WorthCounty","WrightCounty","StLouiscity"
"11",692.84,804.36,856.02,600.81,575.11,634.62,667.11,630.63,423.44,616.39,789.32,375.4,754.3,604.01,574.15,397.18,708.49,417.66,680.92,607.35,682.7,546.74,670.06,740.34,774.58,628.4,647.74,531.2,592.17,582.9,777.97,803.81,492.28,490.35,337.84,526.99,558.93,841,549.11,755.62,823.2,638,607.02,824.71,642.65,443.62,471.51,729.99,613.53,480.63,700.28,671.59,537.51,701.89,578.72,655.34,552.78,709.69,729.76,629.34,682.54,447.3,561.63,616.7,778.24,584.98,369.94,642.89,631.99,569.03,597.34,346.2,649.17,833.56,425.54,580.76,478.81,315.8,425.94,678.17,528.99,581.51,760.15,578.04,542.93,739.01,603.67,652.16,729.88,444.92,400.68,526.47,619,450.65,474.91,512.64,675.1,714.97,694.2,376.08,459.01,651.96,383.72,552.51,726.35,528.1,486.39,642.38,552.42,496.6,407.94,524.58,857.4,506.2,517.87
"12",857.55,926.6,978.25,765.55,669.35,763.2,807.65,771.2,588.15,781.1,911.55,540.1,919.05,768.75,714.75,561.85,873.15,578.25,821.5,747.95,847.4,687.35,834.75,866.7,899.15,742.5,812.45,695.9,732.75,723.45,924.95,928.45,652.85,630.95,502.55,691.65,723.65,965.6,689.65,920.35,947.8,778.55,747.6,946.95,807.35,584.2,630.75,850.65,731,645.35,807.85,836.3,678.05,866.6,719.3,820.05,717.45,874.35,894.45,695.45,847.25,608.1,697.25,781.4,942.95,722.45,534.65,758.35,796.65,733.75,737.95,510.9,715.25,955.8,566.15,725,619.35,493.85,590.65,797.8,674.8,746.25,882.35,718.65,685.25,903.75,768.35,816.85,894.55,605.5,543.5,691.15,759.55,615.35,639.65,675.25,839.85,879.65,858.9,540.75,612.7,816.65,548.45,653.15,891.05,636,626.95,787.65,717.15,661.35,577.25,665.15,982,646.75,671.4
"19",738.876363636364,842.832727272727,894.487272727273,646.854545454545,619.109090909091,678.143636363636,711.438181818182,676.392727272727,468.601818181818,662.421818181818,827.790909090909,422.354545454545,800.347272727273,650.054545454545,618.581818181818,442.34,754.512727272727,465.605454545455,727.927272727273,650.881818181818,728.721818181818,590.281818181818,716.1,779.610909090909,819.718181818182,673.356363636364,693.789090909091,576.345454545455,635.7,626.156363636364,824.003636363636,848.958181818182,538.534545454546,533.527272727273,384.490909090909,574.181818181818,606.147272727273,886.143636363636,592.632727272727,801.669090909091,868.325454545455,683.965454545454,650.194545454545,863.18,688.685454545454,486.796363636364,516.68,768.163636363636,657.056363636364,525.798181818182,736.281818181818,717.623636363636,581.083636363636,747.921818181818,622.236363636364,701.376363636364,598.805454545455,755.718181818182,775.794545454545,670.805454545455,728.585454545454,492.465454545455,601.84,662.721818181818,824.289090909091,626.3,415.765454545455,680.06,678.012727272727,615.078181818182,645.027272727273,392.832727272727,690.434545454546,872.038181818182,468.712727272727,627.963636363636,521.978181818182,362.427272727273,471.101818181818,716.127272727273,570.96,627.567272727273,798.612727272727,621.581818181818,587.036363636364,785.054545454545,649.705454545455,698.196363636364,775.918181818182,492.856363636364,443.536363636364,572.62,662.516363636364,495.807272727273,520.085454545455,556.003636363636,721.16,761.003636363636,740.241818181818,422.469090909091,505.512727272727,697.990909090909,430.365454545454,595.669090909091,772.385454545455,571.263636363636,529.752727272727,685.910909090909,598.469090909091,541.781818181818,456.098181818182,568.101818181818,902.529090909091,549.716363636364,558.187272727273
"20",852.741379310345,860.458620689655,828.996551724138,996.534482758621,1036.83103448276,983.893103448276,947.493103448276,980.844827586207,1128.66206896552,986.248275862069,868.486206896552,1157.83793103448,900.8,1005.66896551724,1001.64482758621,1129.3275862069,927.593103448276,1113.3724137931,929.98275862069,988.513793103448,945.627586206897,1025.13103448276,860.096551724138,899.844827586207,887.679310344828,1008.86206896552,973.637931034483,1060.74137931034,1006.00689655172,1007.40344827586,902.158620689655,886.893103448276,1065.94482758621,1056.62413793103,1193.51379310345,1050.70689655172,1036.43793103448,877.568965517241,1012.78275862069,835.203448275862,825.151724137931,954.51724137931,992.989655172414,844.455172413793,969.579310344828,1082.92413793103,1104.9275862069,909.096551724138,1002.03103448276,1077.25517241379,941.665517241379,861.558620689655,1021.79310344828,934.751724137931,1024.18275862069,878.258620689655,915.803448275862,932.120689655172,912.258620689655,1028.6,950.386206896552,1116.44137931034,1033.22413793103,871.118965517241,819.151724137931,1007.26551724138,1160.91034482759,987.451724137931,976.089655172414,1018.12413793103,990.4,1169.96206896552,1013.24827586207,852.972413793103,1108.85862068966,1021.21379310345,1067.85517241379,1183.58965517241,1112.14137931034,959.668965517241,1048,898.568965517241,889.41724137931,994.537931034483,1030.27586206897,829.351724137931,888.105172413793,966.358620689655,916.348275862069,1096.78275862069,1132.55517241379,1046.90344827586,973.393103448276,1098.18620689655,1099.81379310345,1059.74137931034,951.593103448276,840.855172413793,845.206896551724,1143.91724137931,1095.35517241379,951.796551724138,1154.45172413793,1043.8275862069,844.3,1045.35172413793,1074.80344827586,965.98275862069,1031.48965517241,1083.44482758621,1137.11724137931,1033.06206896552,874.21724137931,1046.78620689655,1063.75862068966
"41",1508.65,1389.15,1278.75,1457.65,1246.35,1245.6,1298.5,1349.85,1498.45,1437.1,1355.55,1463.75,1413.65,1426.55,1354.75,1516.25,1415.65,1421.05,1330.35,1291.55,1454.1,1286.35,1565.85,1354.25,1379.25,1402.75,1444.35,1412.85,1265.45,1313.75,1415.75,1403.65,1410.45,1334.4,1491.15,1445.05,1433.3,1427.5,1271.85,1440.55,1438.6,1339.35,1337.9,1409.45,1454.15,1374.55,1479.05,1341.45,1213.4,1478.9,1380.25,1531.75,1326.35,1385,1246.5,1559.05,1500.05,1461.45,1431.15,1216.95,1489.35,1491.5,1391.95,1517.25,1461.05,1381.35,1525.75,1399.95,1480.35,1463.25,1377.95,1560.55,1206.35,1418.35,1414.15,1425.85,1351.55,1551.1,1518.15,1376.4,1383.05,1499.85,1349.85,1299.55,1355.35,1492.15,1491.75,1469.95,1383.25,1443.7,1450.3,1482.05,1315.25,1489.65,1463.75,1483.95,1424.35,1520.25,1543.15,1523.85,1403.95,1521.15,1489.35,1274.15,1467.95,1317.2,1362.15,1270.05,1469.5,1453.85,1468.05,1306.55,1443.9,1327.5,1483.85
"42",1492.8,1373.25,1295.05,1441.85,1230.55,1229.75,1282.65,1333.95,1482.6,1421.25,1339.7,1493.4,1397.825,1410.75,1338.85,1586.9,1399.85,1405.15,1314.45,1275.7,1438.25,1270.475,1550,1338.35,1363.4,1386.85,1428.5,1397.05,1249.6,1297.95,1399.85,1387.8,1394.55,1318.55,1487.55,1429.25,1417.45,1411.65,1256.05,1424.7,1422.75,1323.5,1322.05,1393.6,1438.3,1358.7,1463.25,1325.6,1197.55,1463.05,1364.35,1515.95,1310.5,1369.15,1230.65,1543.25,1484.25,1445.65,1415.3,1201.05,1473.5,1475.65,1376.15,1501.45,1445.2,1365.525,1559.65,1384.15,1464.55,1447.4,1362.05,1535.9,1190.5,1402.45,1398.25,1410,1335.7,1502.2,1502.275,1360.55,1367.2,1483.975,1334.05,1283.7,1339.55,1476.25,1475.85,1454.05,1367.45,1427.85,1469.5,1466.15,1299.45,1473.75,1447.9,1468.15,1408.45,1504.45,1527.275,1565.8,1388.15,1505.3,1473.5,1258.3,1452.15,1301.35,1346.3,1254.2,1453.65,1438,1452.25,1290.7,1428.05,1311.65,1468.05
"49",1458.04090909091,1338.52272727272,1243.05,1407.08636363637,1195.79545454545,1195.00454545454,1247.89545454545,1299.23181818182,1447.84090909091,1386.49545454546,1304.96818181819,1423.65454545455,1363.08636363637,1375.99545454546,1304.13181818182,1487.32727272727,1365.08636363637,1370.43181818181,1279.71818181818,1240.94090909091,1403.49545454546,1235.73181818182,1515.26818181818,1303.62272727273,1328.64090909091,1352.12272727273,1393.75,1362.29545454545,1214.85,1263.18636363637,1365.13181818182,1353.04090909091,1359.83181818181,1283.81363636363,1441.96363636364,1394.49545454546,1382.70454545455,1376.91818181818,1221.29545454545,1389.94090909091,1387.99545454546,1288.76818181818,1287.30454545454,1350.30454545454,1403.55909090909,1323.96818181819,1428.49545454546,1290.84090909091,1162.81363636363,1428.30454545454,1329.63181818182,1481.19545454546,1275.74090909091,1334.41363636363,1195.89545454545,1508.48636363637,1449.48636363637,1410.89545454545,1380.56818181819,1166.33181818181,1438.76818181818,1440.91363636363,1341.39545454545,1466.69545454546,1410.46818181819,1330.76818181818,1486.8,1349.39545454545,1429.79545454545,1412.64090909091,1327.33181818181,1478.47272727273,1155.74090909091,1359.55454545454,1363.52272727272,1375.26818181818,1300.96818181819,1475.66363636364,1467.54090909091,1325.80454545454,1332.46818181819,1449.23181818182,1299.29545454545,1248.94090909091,1304.79545454545,1441.52272727272,1441.12272727273,1419.33181818181,1332.68636363637,1393.10454545455,1407.32727272727,1431.43181818181,1264.69545454546,1439.02272727272,1413.15909090909,1433.36818181818,1373.73181818182,1469.69545454546,1492.54090909091,1487.10909090909,1353.39545454545,1470.56818181819,1438.74090909091,1223.56818181819,1417.36818181818,1266.60454545455,1311.56818181819,1219.46818181819,1418.91818181818,1403.24090909091,1417.48636363637,1255.94090909091,1385.89545454545,1276.89545454545,1433.29545454545
"50",466.162,465.889333333333,517.534666666667,395.082,226.116,300.378666666667,347.286666666667,318.921333333333,291.192666666667,376.326666666667,450.838666666667,224.802666666667,433.301333333333,364.618666666667,298.386666666667,309.399333333333,413.176,233.46,360.385333333333,291.941333333333,416.154666666667,223.082666666667,502.142,405.925333333333,438.665333333333,339.641333333333,367.984,311.096,274.162666666667,271.062666666667,463.82,467.901333333333,276.413333333333,228.389333333333,221.453333333333,352.817333333333,344.373333333333,505.094666666667,235.872,462.145333333333,487.277333333333,325.529333333333,295.182666666667,486.225333333333,391.690666666667,206.44,286.288,389.942666666667,272.170666666667,344.200666666667,357.053333333333,472.991333333333,267.396,381.549333333333,244.036,487.422,401.711333333333,432.224,438.805333333333,245.246666666667,445.453333333333,280.896,310.892,448.776666666667,488.788,318.950666666667,284.642,343.218666666667,419.587333333333,385.395333333333,321.574666666667,260.258,256.617333333333,495.086666666667,196.609333333333,338.168,199.606666666667,233.735333333333,333.180666666667,345.545333333333,291.009333333333,421.774,421.668,265.206666666667,289.318666666667,483.386666666667,426.354,412.092,405.564,258.354666666667,204.276,378.178,306.413333333333,324.992666666667,306.073333333333,367.984666666667,377.458666666667,487.174,502.640666666667,288.706666666666,240.372,443.25,256.010666666667,214.984,462.944,200.350666666667,248.154666666667,319.934666666667,380.708666666667,320.168,251.364,249.105333333333,521.486666666667,244.168,365.334
"61",1786.92,1630.46,1582.42,1784.3,1574.54,1573.76,1626.66,1678,1826.62,1746.46,1629.12,1791.94,1691.92,1767.34,1682.9,1844.42,1693.36,1749.2,1651.62,1619.72,1731.76,1614.52,1796.02,1633.78,1658.82,1730.9,1727.22,1741.04,1593.62,1641.92,1694,1670.82,1738.6,1662.58,1819.32,1773.24,1761.46,1656.58,1600.04,1718.82,1683.96,1667.52,1666.06,1606.02,1737.02,1702.72,1807.24,1628.7,1541.58,1807.06,1677.9,1810.04,1654.52,1667.86,1574.66,1837.32,1831.26,1739.74,1709.42,1545.1,1767.62,1819.66,1720.14,1827.36,1706.42,1709.52,1853.92,1735.14,1776.26,1789.9,1706.1,1845.42,1534.52,1619.02,1742.3,1754.02,1679.72,1860.26,1846.3,1705.4,1711.22,1826.5,1629.46,1627.72,1683.54,1737.5,1818.36,1747.62,1662.96,1771.86,1778.46,1810.2,1643.44,1817.8,1791.92,1812.12,1707.2,1757.54,1773.32,1852.04,1732.14,1799.42,1817.52,1602.32,1746.22,1645.36,1690.32,1598.22,1797.68,1782.02,1796.22,1634.72,1653.02,1655.66,1812.04
"62",1795.5,1638.97142857143,1590.94285714286,1846.65714285714,1895.95714285714,1827.37142857143,1771.78571428571,1822.7,2048.3,1830.97142857143,1651.2,2092.87142857143,1700.54285714286,1860.58571428571,1854.47142857143,2049.35714285714,1741.41428571429,2024.98571428571,1745.08571428571,1834.4,1768.97142857143,1890.28571428571,1804.51428571429,1699.08571428571,1680.5,1865.48571428571,1811.7,1944.65714285714,1861.1,1863.25714285714,1702.6,1679.3,1952.58571428571,1938.38571428571,2140.95714285714,1929.35714285714,1907.57142857143,1665.08571428571,1871.47142857143,1727.4,1692.47142857143,1782.51428571429,1841.25714285714,1614.54285714286,1805.5,1978.5,2012.08571428571,1713.18571428571,1848.55714285714,1969.87142857143,1762.9,1818.65714285714,1885.2,1752.37142857143,1882.18571428571,1845.94285714286,1896.6,1748.35714285714,1718.01428571429,1876.14285714286,1776.2,2029.67142857143,1902.65714285714,1835.97142857143,1714.9,1863.04285714286,2097.54285714286,1832.78571428571,1815.44285714286,1879.6,1837.28571428571,2111.37142857143,1858.24285714286,1627.54285714286,2018.08571428571,1884.3,1955.5,2132.17142857143,2023.1,1790.38571428571,1925.2,1870.28571428571,1683.15714285714,1843.6,1898.15714285714,1745.98571428571,1850.48571428571,1800.58571428571,1724.27142857143,1999.67142857143,2054.27142857143,1923.54285714286,1811.34285714286,2001.8,2004.28571428571,1943.11428571429,1778.07142857143,1766.07142857143,1781.78571428571,2071.6,1997.48571428571,1808.01428571429,2087.68571428571,1911.5,1754.84285714286,1921.17142857143,1966.11428571429,1800.01428571429,1900,1979.3,2061.21428571429,1902.4,1661.51428571429,1923.37142857143,1949.25714285714
