"County","FIPS","StateFIPS","CountyFIPS"
"AdairCounty",29001,29,1
"AndrewCounty",29003,29,3
"AtchisonCounty",29005,29,5
"AudrainCounty",29007,29,7
"BarryCounty",29009,29,9
"BartonCounty",29011,29,11
"BatesCounty",29013,29,13
"BentonCounty",29015,29,15
"BollingerCounty",29017,29,17
"BooneCounty",29019,29,19
"BuchananCounty",29021,29,21
"ButlerCounty",29023,29,23
"CaldwellCounty",29025,29,25
"CallawayCounty",29027,29,27
"CamdenCounty",29029,29,29
"CapeGirardeauCounty",29031,29,31
"CarrollCounty",29033,29,33
"CarterCounty",29035,29,35
"CassCounty",29037,29,37
"CedarCounty",29039,29,39
"CharitonCounty",29041,29,41
"ChristianCounty",29043,29,43
"ClarkCounty",29045,29,45
"ClayCounty",29047,29,47
"ClintonCounty",29049,29,49
"ColeCounty",29051,29,51
"CooperCounty",29053,29,53
"CrawfordCounty",29055,29,55
"DadeCounty",29057,29,57
"DallasCounty",29059,29,59
"DaviessCounty",29061,29,61
"DeKalbCounty",29063,29,63
"DentCounty",29065,29,65
"DouglasCounty",29067,29,67
"DunklinCounty",29069,29,69
"FranklinCounty",29071,29,71
"GasconadeCounty",29073,29,73
"GentryCounty",29075,29,75
"GreeneCounty",29077,29,77
"GrundyCounty",29079,29,79
"HarrisonCounty",29081,29,81
"HenryCounty",29083,29,83
"HickoryCounty",29085,29,85
"HoltCounty",29087,29,87
"HowardCounty",29089,29,89
"HowellCounty",29091,29,91
"IronCounty",29093,29,93
"JacksonCounty",29095,29,95
"JasperCounty",29097,29,97
"JeffersonCounty",29099,29,99
"JohnsonCounty",29101,29,101
"KnoxCounty",29103,29,103
"LacledeCounty",29105,29,105
"LafayetteCounty",29107,29,107
"LawrenceCounty",29109,29,109
"LewisCounty",29111,29,111
"LincolnCounty",29113,29,113
"LinnCounty",29115,29,115
"LivingstonCounty",29117,29,117
"McDonaldCounty",29119,29,119
"MaconCounty",29121,29,121
"MadisonCounty",29123,29,123
"MariesCounty",29125,29,125
"MarionCounty",29127,29,127
"MercerCounty",29129,29,129
"MillerCounty",29131,29,131
"MississippiCounty",29133,29,133
"MoniteauCounty",29135,29,135
"MonroeCounty",29137,29,137
"MontgomeryCounty",29139,29,139
"MorganCounty",29141,29,141
"NewMadridCounty",29143,29,143
"NewtonCounty",29145,29,145
"NodawayCounty",29147,29,147
"OregonCounty",29149,29,149
"OsageCounty",29151,29,151
"OzarkCounty",29153,29,153
"PemiscotCounty",29155,29,155
"PerryCounty",29157,29,157
"PettisCounty",29159,29,159
"PhelpsCounty",29161,29,161
"PikeCounty",29163,29,163
"PlatteCounty",29165,29,165
"PolkCounty",29167,29,167
"PulaskiCounty",29169,29,169
"PutnamCounty",29171,29,171
"RallsCounty",29173,29,173
"RandolphCounty",29175,29,175
"RayCounty",29177,29,177
"ReynoldsCounty",29179,29,179
"RipleyCounty",29181,29,181
"StCharlesCounty",29183,29,183
"StClairCounty",29185,29,185
"SteGenevieveCounty",29186,29,186
"StFrancoisCounty",29187,29,187
"StLouisCounty",29189,29,189
"SalineCounty",29195,29,195
"SchuylerCounty",29197,29,197
"ScotlandCounty",29199,29,199
"ScottCounty",29201,29,201
"ShannonCounty",29203,29,203
"ShelbyCounty",29205,29,205
"StoddardCounty",29207,29,207
"StoneCounty",29209,29,209
"SullivanCounty",29211,29,211
"TaneyCounty",29213,29,213
"TexasCounty",29215,29,215
"VernonCounty",29217,29,217
"WarrenCounty",29219,29,219
"WashingtonCounty",29221,29,221
"WayneCounty",29223,29,223
"WebsterCounty",29225,29,225
"WorthCounty",29227,29,227
"WrightCounty",29229,29,229
"StLouiscity",29510,29,510
