County,Age0to14,Age15to19,Age20to29,Age30to54,Age55to64,Age65Plus
KentCounty,33555,12370,22731,53270,18402,21982
NewCastleCounty,102412,40966,76762,189724,62393,66222
SussexCounty,33253,11247,20977,60461,30134,41073
