Value,Area,Fwy,Art,Other
BusVmt,Gulfport,,,
TruckVmt,Gulfport,,,
BusVmt,Hattiesburg,,,
TruckVmt,Hattiesburg,,,
BusVmt,Jackson,,,
TruckVmt,Jackson,,,
BusVmt,Memphis,,,
TruckVmt,Memphis,,,
