"SCTG","PctEmpty","N"
1,0.449630749813058,13
2,0.351145488928676,20
3,0.480400200356057,13
4,0.247947395983837,16
5,0.275545261883229,15
6,0.0950094336659167,19
7,0.161185526301739,18
8,0.209453973305391,5
9,0.220797674677544,3
10,0.345868222703136,0
11,0.406653723247503,9
12,0.445604587130517,36
13,0.382289317879428,7
14,0.330631811974,0
15,0.394477968299597,0
16,0.411406611770122,1
17,0.405256894636644,8
18,0.30780628855648,1
19,0.307658966212607,7
20,0.319153846071907,1
21,0.163003296356002,1
22,0.381398011930285,6
23,0.329297413853261,2
24,0.259173648542417,4
25,0.422997156225563,50
26,0.374240643420377,34
27,0.207833893632727,0
28,0.216947168869503,2
29,0.142965266998763,0
30,0.150707615637309,4
31,0.500811829422089,30
32,0.285921047215,13
33,0.138016512705984,32
34,0.364856815708204,33
35,0.159588441529491,4
36,0.188801829237201,24
37,0.179037995207116,7
38,0.253528170079209,0
39,0.158355858523544,23
40,0.293541758375253,130
41,0.253928504431834,10
43,0.15019761074261,16
99,0.377666020609811,3
