"FAFZone","AdamsCounty","AlcornCounty","AmiteCounty","AttalaCounty","BentonCounty","BolivarCounty","CalhounCounty","CarrollCounty","ChickasawCounty","ChoctawCounty","ClaiborneCounty","ClarkeCounty","ClayCounty","CoahomaCounty","CopiahCounty","CovingtonCounty","DeSotoCounty","ForrestCounty","FranklinCounty","GeorgeCounty","GreeneCounty","GrenadaCounty","HancockCounty","HarrisonCounty","HindsCounty","HolmesCounty","HumphreysCounty","IssaquenaCounty","ItawambaCounty","JacksonCounty","JasperCounty","JeffersonCounty","JeffersonDavisCounty","JonesCounty","KemperCounty","LafayetteCounty","LamarCounty","LauderdaleCounty","LawrenceCounty","LeakeCounty","LeeCounty","LefloreCounty","LincolnCounty","LowndesCounty","MadisonCounty","MarionCounty","MarshallCounty","MonroeCounty","MontgomeryCounty","NeshobaCounty","NewtonCounty","NoxubeeCounty","OktibbehaCounty","PanolaCounty","PearlRiverCounty","PerryCounty","PikeCounty","PontotocCounty","PrentissCounty","QuitmanCounty","RankinCounty","ScottCounty","SharkeyCounty","SimpsonCounty","SmithCounty","StoneCounty","SunflowerCounty","TallahatchieCounty","TateCounty","TippahCounty","TishomingoCounty","TunicaCounty","UnionCounty","WalthallCounty","WarrenCounty","WashingtonCounty","WayneCounty","WebsterCounty","WilkinsonCounty","WinstonCounty","YalobushaCounty","YazooCounty"
"129",616.724418604651,597.137209302326,571.240697674418,567.68023255814,620.868604651163,664.063953488372,580.366279069767,599.052325581396,562.287209302325,554.415116279069,605.140697674419,481.843023255814,529.629069767441,670.296511627907,564.212790697675,500.708139534883,664.929069767441,467.915116279069,584.127906976744,421.105813953489,438.780232558139,603.596511627907,463.302325581396,441.043023255814,569.543023255814,623.403488372093,642.387209302326,638.693023255814,548.703488372093,412.359302325581,520.45,600.859302325581,513.929069767441,487.826744186047,509.415116279069,606.229069767442,486.877906976744,484.932558139535,530.54534883721,562.063953488372,566.796511627907,617.256976744186,552.273255813953,503.068604651163,582.687209302326,503.940697674419,627.856976744186,534.066279069767,581.053488372093,527.403488372093,516.575581395349,512.580232558139,529.552325581396,638.903488372093,493.003488372093,449.208139534883,544.903488372093,576.68488372093,600.368604651163,653.017441860466,559.503488372093,539.236046511628,647.440697674419,529.594186046512,531.877906976744,465.140697674419,644.01511627907,653.431395348837,658.024418604651,613.926744186047,580.912790697674,691.991860465117,591.303488372093,523.526744186046,602.656976744186,676.361627906977,453.687209302326,553.131395348837,604.629069767441,550.18488372093,619.103488372093,604.156976744186
"131",506.264102564102,320.13717948718,498.178205128205,367.971794871795,359.492307692308,450.7,367.458974358974,385.8,323.710256410256,344.617948717949,459.678205128205,335.74358974359,316.482051282051,431.312820512821,436.958974358974,400.497435897436,403.653846153846,411.661538461538,486.758974358974,385.461538461538,397.811538461538,389.3,439.061538461538,416.187179487179,413.079487179487,399.366666666667,440.466666666667,482.241025641026,289.635897435898,387.5,365.548717948718,487.094871794872,426.829487179487,375.364102564102,339.914102564103,366.328205128205,419.533333333333,315.638461538461,436.089743589744,390.997435897436,308.592307692308,404.812820512821,462.164102564103,289.410256410256,415.148717948718,430.880769230769,367.525641025641,299.45641025641,366.15641025641,356.494871794872,345.530769230769,305.815384615385,316.410256410256,397.289743589744,443.771794871795,406.058974358974,471.846153846154,331.197435897436,326.546153846154,411.394871794872,393.148717948718,368.189743589744,490.978205128205,407.958974358974,388.115384615385,418.975641025641,431.330769230769,436.953846153846,398.920512820513,348.107692307692,303.074358974359,432.779487179487,333.348717948718,450.466666666667,446.192307692308,449.396153846154,363.498717948718,341.579487179487,531.566666666667,348.410256410256,397.610256410257,447.692307692308
"132",715.15,546.683333333333,687.833333333333,573.516666666667,571.216666666667,656.25,574.366666666667,591.35,527.366666666667,550.166666666667,668.55,544.6,522.05,639.866666666667,645.833333333333,609.366666666667,614.75,563.716666666667,695.991666666667,516.9,534.566666666667,594.85,566.283333333333,544.033333333333,621.95,604.9,646,691.1,498,515.35,574.4,695.966666666667,628.05,584.25,548.766666666667,574.866666666667,606.266666666667,524.483333333333,644.966666666667,599.866666666667,517.166666666667,610.366666666667,671.05,494.966666666667,624,620.533333333333,578.2,503.566666666667,571.683333333333,565.366666666667,554.366666666667,511.366666666667,521.966666666667,605.866666666667,582.916666666667,545.016666666667,661.483333333333,539.766666666667,550.716666666667,619.966666666667,602,577.05,699.85,616.833333333333,596.966666666667,553.883333333333,636.866666666667,647.05,607.8,564.266666666667,529.65,643.866666666667,541.666666666667,640.133333333333,655.066666666667,654.95,498.666666666667,547.15,721.233333333333,553.966666666667,606.166666666667,656.566666666667
"139",563.519736842105,418.575877192982,545.264912280702,448.443421052631,448.394298245614,532.373245614035,446.886403508772,467.475877192982,414.77149122807,426.301315789474,519.717105263158,395.530263157895,398.160964912281,518.687280701755,496.157456140351,454.647807017544,492.685964912281,447.499122807017,541.061403508772,408.827192982456,423.657894736842,469.912719298246,456.97850877193,435.459649122807,472.996052631579,480.93552631579,524.463596491228,542.157456140351,378.054824561404,407.618421052632,425.150438596491,544.396929824562,478.729824561404,426.115350877193,398.581140350877,453.696052631579,465.831578947368,374.300438596491,489.009649122807,449.672368421053,397.375,486.496929824562,514.391666666666,371.084210526316,475.082017543859,477.965789473684,456.426754385965,388.591666666666,447.831140350877,415.166228070176,404.191666666667,387.195175438596,398.084210526316,484.662280701755,472.860964912281,433.299122807018,518.92850877193,418.875877192983,423.544298245614,498.768859649123,452.726754385965,426.852631578947,550.898684210526,466.554824561404,445.951315789473,445.285087719298,513.011842105263,518.431140350877,486.110964912281,440.015350877193,401.517105263158,521.811842105263,421.326315789474,497.552631578948,506.120614035088,531.075877192982,393.806578947369,423.258333333333,578.65,429.149122807017,482.476754385965,507.620614035088
"151",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"159",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"160",2056.8375,1903.99659090909,2097.33068181818,1951.70795454545,1865.54659090909,1944.50113636363,1913.11477272728,1928.9125,1923.89431818182,1966.3375,2000.39204545455,2053.18522727273,1960.30113636364,1896.03068181818,2035.34659090909,2067.30795454545,1816.11704545454,2103.29886363637,2071.35454545454,2155.39431818182,2118.0125,1897.13522727272,2208.16477272727,2160.01022727272,2013.87159090909,1954.08977272727,1942.79659090909,1947.12159090909,1925.28977272728,2188.99659090909,2052.81704545455,2014.71477272727,2069.36477272728,2068.20568181818,2025.35340909091,1877.56022727273,2108.02840909091,2032.37613636363,2064.67159090909,1975.43636363637,1907.17386363637,1945.7625,2060.55340909091,1969.61704545454,1985.09204545455,2092.20795454545,1847.28977272728,1943.93636363637,1923.29659090909,1994.52386363636,2018.63636363636,1991.3875,1976.81704545454,1857.60340909091,2139.48977272728,2119.73068181818,2085.86704545454,1898.3375,1924.59886363636,1878.63522727272,2018.59204545455,2001.66704545455,1936.92386363637,2042.59659090909,2029.54659090909,2134.04659090909,1946.38295454546,1900.80113636364,1834.40113636364,1909.31704545454,1928.4125,1837.14431818182,1884.22159090909,2104.77386363637,1974.64659090909,1905.39431818182,2089.14659090909,1944.93068181818,2082.8375,1983.22159090909,1887.93068181818,1974.03522727273
"171",840.184615384615,546.330769230769,840.084615384616,682.992307692308,560.392307692308,651.584615384616,644.392307692307,660.192307692308,627.992307692308,697.623076923077,790.284615384616,756.923076923077,645.046153846154,603.130769230769,770.869230769231,798.584615384616,547.407692307693,834.584615384616,821.038461538461,886.669230769231,833.353846153846,628.407692307693,900.057692307692,891.284615384616,743.692307692308,685.361538461538,688.361538461538,718.892307692307,610.023076923077,920.284615384616,784.1,811.984615384615,800.630769230769,796.546153846154,710.092307692308,608.830769230769,839.315384615385,731.715384615385,800.2,706.723076923077,591.907692307692,652.846153846154,796.084615384616,654.369230769231,716.361538461538,823.492307692308,578.557692307692,628.684615384615,654.584615384616,725.807692307692,749.923076923077,676.123076923077,661.561538461538,588.884615384615,870.765384615385,851.015384615385,821.4,590.784615384615,566.946153846154,609.907692307693,749.861538461538,732.930769230769,706.084615384616,773.869230769231,760.830769230769,865.330769230769,653.484615384615,632.084615384616,565.684615384615,551.661538461538,570.746153846154,568.430769230769,573.692307692308,840.307692307692,776.815384615385,675.892307692307,792.892307692308,676.215384615384,873.484615384615,693.561538461538,619.215384615384,720.607692307693
"172",618.322222222222,340.955555555556,618.266666666667,461.155555555556,354.944444444444,429.755555555556,422.566666666667,438.333333333333,422.611111111111,475.777777777778,568.455555555556,551.555555555556,439.655555555556,381.277777777778,549.022222222222,576.766666666667,325.566666666667,612.722222222222,599.2,664.822222222222,621.566666666667,406.566666666667,678.211111111111,669.455555555556,521.833333333333,463.522222222222,466.522222222222,497.066666666667,404.644444444444,698.422222222222,562.266666666667,590.122222222222,578.788888888889,576.088888888889,504.711111111111,386.988888888889,617.466666666667,526.333333333333,578.366666666667,484.877777777778,386.533333333333,431,574.222222222222,449,494.511111111111,601.622222222222,356.711111111111,423.311111111111,432.722222222222,503.966666666667,528.077777777778,470.755555555556,456.2,367.022222222222,648.922222222222,629.166666666667,599.566666666667,394.277777777778,361.555555555556,388.066666666667,528.011111111111,511.077777777778,484.266666666667,552.022222222222,538.977777777778,643.477777777778,431.622222222222,410.222222222222,343.822222222222,346.3,365.388888888889,346.577777777778,379.166666666667,618.466666666667,554.966666666667,454.066666666667,587.511111111111,454.366666666667,651.622222222222,485.133333333333,397.366666666667,498.766666666667
"179",693.670625,404.5575,693.583125,536.479375,418.35625,505.656875,492.795625,513.676875,486.2275,546.975625,643.780625,616.343125,503.26875,457.2,624.354375,652.083125,400.888125,687.779375,674.47875,735.223125,689.41375,481.899375,753.27625,744.506875,597.175625,538.845,542.7275,572.950625,468.18125,769.055625,636.091875,665.458125,654.131875,647.991875,568.329375,457.25375,692.528125,591.325,653.690625,560.213125,450.1425,507.215625,649.563125,512.595625,569.845,676.980625,428.241875,486.91875,508.054375,576.563125,602.299375,534.34875,519.796875,442.364375,723.9725,701.858125,674.889375,456.515625,425.16,463.399375,603.345,586.429375,560.156875,627.354375,614.32375,718.5525,507.533125,485.566875,419.166875,409.66125,429.06625,422.4975,439.6925,693.789375,630.300625,529.950625,652.31875,527.686875,726.969375,551.696875,472.700625,574.098125
"181",838.28,542.78,838.18,681.1,556.88,649.68,642.48,658.3,624.48,695.74,788.4,758.4,641.48,601.28,768.98,796.68,545.5,832.68,819.18,883.78,834.82,626.52,898.18,889.4,741.8,683.48,686.48,716.98,606.48,905.72,786.2,810.08,798.78,798,706.58,606.98,837.42,733,798.3,704.86,588.38,650.98,794.18,650.8,714.48,821.6,576.68,625.16,652.68,723.9,748.08,672.58,658,586.98,868.88,849.1,819.5,587.24,563.38,608.02,747.98,731.08,704.18,771.98,758.98,863.48,651.58,630.18,563.78,548.1,567.18,566.58,570.18,838.4,774.92,673.98,794.4,674.3,871.58,690,617.3,718.72
"182",782.113888888889,452.416666666667,782.025,624.919444444444,481.691666666666,594.580555555556,556.552777777777,602.130555555556,534.080555555556,598.741666666667,732.213888888889,646.477777777778,551.130555555556,546.130555555556,712.802777777778,708.413888888889,489.336111111111,724.388888888889,762.994444444445,753.883333333333,722.9,570.352777777778,789.888888888889,781.111111111111,685.630555555556,627.297222222222,633.630555555556,661.886111111111,480.416666666667,778.627777777778,676.277777777778,753.908333333333,729.486111111111,686.088888888889,594.425,521.008333333333,729.127777777778,626.372222222222,735.930555555556,642.147222222222,498.002777777778,598.091666666667,738.008333333333,531.458333333333,658.297222222222,737.986111111111,495.211111111112,514.097222222222,596.5,632.930555555556,654.805555555555,560.458333333333,567.647222222222,530.813888888889,760.588888888889,729.083333333333,763.336111111111,512.086111111111,473.019444444444,551.852777777778,688.469444444444,667.647222222222,649.080555555556,708.897222222222,690.280555555556,755.166666666667,596.458333333333,574.008333333333,507.613888888889,472.961111111111,452.911111111111,511.425,494.997222222222,757.380555555556,718.752777777778,618.886111111111,682.438888888889,583.713888888889,815.413888888889,599.647222222222,549.677777777777,662.558333333333
"183",910.6,580.3375,910.5,753.4,613.8375,722,679.0875,730.6,661.975,723.775,860.7,769.0125,679.0375,673.55,841.3,833.775,617.8125,846.525,891.475,876.425,845.4375,698.825,912.0125,903.2375,814.1,755.775,758.775,789.3,603.7125,901.1625,798.8125,882.3875,860.1,808.6375,718.175,643.55625,851.25,748.9125,870.6,777.125,625.9125,723.275,866.5,653.1375,786.775,864.1375,618.0625,638.075,724.9875,755.4375,778.8125,684.2125,695.55,659.3,882.7125,850.525,891.8125,644.21875,600.925,680.325,820.275,801.4375,776.5,844.3,821.3875,877.2875,723.8875,702.5,636.1,605.09375,579.5375,638.85,627.13125,883.7375,847.2125,746.3,804.975,703.9375,943.9,727.55,689.625,791.0125
"189",764.210655737705,440.984426229508,764.122131147541,607.018852459016,466.164754098361,577.65,539.590983606558,584.218852459016,522.645081967213,586.919672131148,714.318852459016,641.977049180328,539.695901639344,529.194262295082,694.897540983607,701.327049180328,471.430327868852,719.963114754098,745.087704918033,749.388524590164,718.404918032787,552.443442622951,785.456557377049,776.681147540984,667.718852459016,609.394262295082,618.186065573771,644.946721311475,474.990163934426,774.129508196721,671.67868852459,736.005737704918,716.374590163934,681.596721311475,591.359836065574,504.04344262295,724.709016393443,621.872131147541,719.500819672131,625.224590163934,486.568032786885,582.609016393443,720.109016393443,527.784426229508,640.394262295082,732.110655737705,477.707377049181,510.477868852459,578.599180327869,618.104098360656,650.294262295082,557.389344262295,556.218852459016,512.910655737705,756.159836065574,725.390983606557,745.433606557377,496.559016393442,461.58606557377,533.943442622951,670.859836065574,652.830327868852,632.15,692.751639344262,678.322131147541,750.72868852459,579.533606557377,556.109016393443,489.712295081967,457.439344262295,445.908196721312,494.490983606557,479.468852459016,747.963114754098,700.840163934426,601.946721311475,677.945901639344,571.440163934426,797.512295081967,588.217213114754,535.900819672131,644.636885245902
"190",892.655555555556,692.377272727272,929.809090909091,790.504545454545,695.736868686869,759.10404040404,751.904545454546,767.70404040404,761.408585858585,805.132828282829,862.167171717171,890.372222222222,782.523737373738,710.641919191919,878.378282828282,906.10404040404,654.912626262626,942.077272727272,905.319191919192,994.178282828283,956.804545454545,735.924242424242,1007.56616161617,998.804545454545,851.20404040404,792.866161616161,783.720707070707,799.888383838384,747.496464646465,1027.77424242424,891.610606060606,879.832828282829,908.15,906.990404040404,847.574242424243,716.346969696969,946.824242424243,866.092424242424,907.716666666666,814.234848484848,729.388383838384,760.358080808081,903.591414141415,791.84494949495,823.866161616161,931.005555555555,686.064141414141,766.167171717171,762.077272727272,833.311616161616,857.432828282828,813.601515151516,799.04292929293,696.39494949495,978.267171717172,958.524747474748,928.912626262626,737.132828282829,712.976262626262,717.424242424242,857.366161616161,840.451010101011,788.433333333333,881.378282828282,868.34393939394,972.84292929293,760.975252525252,739.591414141415,673.193434343435,697.715656565656,716.804545454545,675.941919191919,723.013636363637,947.811616161616,842.152525252525,757.564141414141,926.34494949495,783.725757575758,921.824242424242,822.013636363637,726.725757575758,818.85202020202
"201",674.477777777778,587.011111111111,725.855555555555,627.288888888889,541.133333333333,597.511111111111,588.688888888889,604.488888888889,599.466666666667,641.911111111111,656.877777777778,728.766666666667,635.888888888889,549.044444444444,711.477777777778,741.433333333333,491.455555555556,777.422222222222,699.877777777778,829.511111111111,794.755555555556,572.711111111111,842.911111111111,834.133333333333,685.111111111111,629.255555555556,599.266666666667,603.588888888889,600.866666666667,863.122222222222,728.388888888889,671.188888888889,743.5,744.944444444444,700.922222222222,553.155555555556,782.144444444445,707.955555555556,740.788888888889,651.022222222222,582.766666666667,598.777777777778,736.688888888889,645.188888888889,660.666666666667,766.333333333333,522.866666666667,619.522222222222,598.877777777778,670.088888888889,694.222222222222,666.966666666667,652.388888888889,533.188888888889,813.611111111111,793.844444444444,761.988888888889,573.911111111111,607.6,555.366666666667,692.711111111111,677.244444444444,593.388888888889,716.722222222222,705.133333333333,808.177777777778,599.388888888889,576.9,509.988888888889,571.788888888889,611.422222222222,512.733333333333,559.788888888889,780.888888888889,631.122222222222,561.877777777778,764.733333333333,620.5,700.477777777778,658.788888888889,563.5,630.5
"202",739.325,663.483333333333,785.183333333334,719.783333333333,633.633333333333,638.3,681.183333333333,665.8,691.983333333333,734.433333333333,692.766666666667,821.283333333333,728.383333333333,589.866666666667,720.8,768.7,584.183333333333,804.7,759.2,856.8,843,665.216666666667,890.65,861.4,701,664.866666666667,635.166666666667,639.5,693.366666666667,890.4,782.116666666667,707.1,770.766666666667,793.2,793.45,645.65,809.416666666667,800.45,750.116666666667,743.516666666667,675.25,639.566666666667,746,737.683333333333,696.066666666667,793.6,615.366666666667,712.016666666667,691.383333333333,762.6,786.716666666667,759.466666666667,744.883333333333,625.683333333333,840.883333333333,821.133333333333,771.316666666667,666.433333333333,684.083333333333,603.533333333333,719.983333333333,769.75,629.3,744,758.866666666667,835.466666666667,640.2,619.966666666667,602.483333333333,652.8,687.883333333333,591.166666666667,652.3,790.2,667.033333333333,597.766666666667,823.666666666667,713.016666666667,765.325,751.3,656.016666666667,666.416666666667
"209",837.143888888889,766.861111111111,889.202222222222,812.200555555556,726.035,752.782777777777,773.596111111111,775.169444444444,784.38,826.826111111111,809.815,912.981666666667,820.789444444444,704.318333333333,842.516666666667,887.806111111111,676.605,923.786111111111,863.224444444445,975.886666666667,957.866111111111,757.616111111111,991.539444444444,981.211666666666,821.567222222222,780.883888888889,750.687222222223,755.017222222222,785.771666666667,1010.19111111111,895.282777777777,824.137222222222,889.849444444445,908.057222222222,885.835,738.045,928.528333333334,892.678333333334,871.842777777777,835.929444444444,767.657222222223,754.039444444444,867.726111111112,830.105,818.992777777778,912.703888888889,707.771666666667,804.429444444444,783.779444444444,855.009444444445,876.321666666666,851.870555555555,837.310555555556,718.088333333333,959.976111111112,940.228333333333,893.046111111111,758.827222222223,787.46,716.993888888888,839.079444444445,858.785,744.818333333333,863.085555555556,872.010555555555,954.541666666667,754.665555555556,734.380555555555,694.888333333334,756.885,791.280555555556,695.199444444444,744.707222222223,911.947222222223,784.076111111111,713.285,935.823888888889,805.421666666667,863.143888888889,843.708333333333,748.421666666667,781.937222222223
"211",780.7625,432.1625,780.6625,623.5625,465.6375,595.9625,530.9125,600.7625,513.8,575.575,730.8625,620.8375,530.8625,547.5,711.45,685.575,487.9625,698.3625,761.625,728.25,697.2625,568.975,763.8375,755.0625,684.2625,625.95,640.95,663.2625,455.5375,752.975,650.65,752.5625,711.925,660.4625,570,495.3625,703.075,600.725,721.1625,617.9875,477.725,605.275,736.6625,504.9625,656.95,715.9625,469.89375,489.875,595.1625,607.275,630.625,536.025,547.3625,529.4625,734.525,702.3625,761.975,496.0375,452.7625,550.475,678.2375,653.275,650.4625,693.0625,673.2,729.0875,597.8625,572.6625,506.2625,456.9125,431.3625,512.8,478.95,735.5625,717.375,620.2625,656.8,555.7625,814.0625,579.3625,526.64375,661.175
"212",687.727272727273,340.772727272727,687.645454545455,530.545454545455,374.295454545455,502.945454545455,439.577272727273,507.745454545455,422.445454545455,484.245454545455,637.845454545455,529.472727272727,439.509090909091,454.463636363636,618.390909090909,594.245454545455,394.945454545455,606.972727272727,668.577272727272,636.881818181818,605.927272727273,475.954545454545,672.472727272727,663.727272727273,591.245454545455,532.881818181818,547.881818181818,570.245454545455,364.172727272727,661.636363636364,559.263636363636,659.481818181818,620.545454545455,569.127272727273,478.645454545455,404.004545454545,611.745454545455,509.354545454545,629.827272727273,526.645454545455,386.363636363636,512.254545454545,643.636363636364,413.627272727273,563.881818181818,624.627272727273,378.522727272727,398.545454545455,502.081818181818,515.927272727273,539.245454545455,444.672727272727,456.027272727273,436.445454545455,643.172727272727,610.972727272727,668.945454545454,404.695454545455,361.381818181818,457.454545454545,586.872727272727,561.927272727273,557.445454545454,601.672727272727,581.845454545455,637.745454545455,504.790909090909,479.618181818182,413.218181818182,365.577272727273,340.027272727273,419.763636363636,387.595454545455,644.181818181818,624.354545454545,527.245454545455,565.445454545454,464.409090909091,721,488.027272727273,435.295454545455,568.145454545455
"219",671.343069306931,339.59603960396,668.959900990099,518.717326732673,369.90594059406,496.035643564356,434.811881188119,500.193069306931,420.9,482.407425742574,622.517326732673,521.425742574257,437.308910891089,447.574257425743,602.036138613862,585.594554455446,388.079207920792,599.503465346535,652.139108910892,628.823267326733,597.843069306931,469.091089108911,664.994554455445,656.223267326733,575.918316831683,525.069306930693,540.689108910891,563.813861386139,369.821782178218,654.091584158416,551.210396039604,645.788613861386,606.84603960396,561.034158415841,487.080198019802,399.704455445544,604.24603960396,500.558415841584,613.289603960396,526.657920792079,384.817821782178,505.042574257426,627.24801980198,423.219801980198,554.741089108911,615.287623762376,374.530693069307,402.728712871287,494.028217821782,512.360891089109,527.815841584158,450.828712871287,454.2,429.558415841584,635.694554455446,603.34603960396,647.030198019802,399.907920792079,359.957425742574,450.591089108911,568.44405940594,546.999504950495,550.535643564356,585.621287128713,568.429207920792,630.267326732673,497.908910891089,472.760396039604,406.359405940594,361.175742574257,342.937623762376,412.874257425743,383.066336633663,633.995544554455,609.040099009901,520.329702970297,557.385643564357,462.355445544554,702.34801980198,486.2,434.114851485149,560.815346534653
"221",90.8444444444444,404.777777777778,75.1,243.077777777778,375.444444444444,269.555555555556,315.022222222222,258.277777777778,331,272.566666666667,127.822222222222,234.733333333333,315.077777777778,309.566666666667,132.577777777778,169.111111111111,354.833333333333,159.955555555556,98.8444444444444,185.177777777778,211.244444444444,279.122222222222,116.222222222222,139.466666666667,169.877777777778,227.566666666667,233.955555555556,190.744444444444,376.966666666667,168.433333333333,221.744444444444,107.377777777778,152.855555555556,183.422222222222,277.911111111111,324.855555555556,155.6,248.633333333333,131.677777777778,219.744444444444,358.566666666667,264.444444444444,110.977777777778,315.611111111111,186.855555555556,129.877777777778,357.866666666667,339.133333333333,262.477777777778,244.788888888889,232.555555555556,301.222222222222,293.388888888889,319.877777777778,124.333333333333,176.4,88.4,354.444444444444,392.477777777778,330.344444444444,176.566666666667,213.177777777778,199.455555555556,172.866666666667,188.355555555556,154.777777777778,272.488888888889,300.188888888889,337.266666666667,383.833333333333,415.166666666667,338.277777777778,361.211111111111,110.8,153.3,234.411111111111,219.6,294.777777777778,61.4666666666667,260.2,301.477777777778,204.522222222222
"222",203.75,558.8,216.15,397.2,529.5,362.55,469.1,412.35,485.1,426.6,257.525,390.15,469.15,397.65,286.65,323,508.9,311.25,242.9,333.55,362.5,433.2,254,277.25,324,381.6,396.8,311.05,531,306.25,377.2,237.125,306.9,338.8,433.3,478.9,309.4,404.05,285.8,373.8,512.6,420.5,265.05,469.7,340.9,284,511.9,493.2,416.55,398.9,386.6,461.7,447.5,474,267.8,327.7,241.4,508.5,546.55,403.55,330.6,367.3,319.85,326.9,342.4,301.35,357.35,425.475,491.3,537.9,569.2,426.35,515.3,264.9,273.25,321.2,375,448.8,207.75,414.3,455.6,358.6
"223",161.83,392.78,120.55,243.95,385.65,313.16,319.85,269.6,330.02,271.06,181.725,197.6,303.09,333.72,144.25,143.96,366.13,120.41,135.055,142.71,171.65,290.41,69.02,90.62,181.97,238.89,254.82,234.34,358.17,119.61,184.61,161.265,132.61,146.29,240.73,336.18,117.31,211.5,132.22,218.57,346.57,278.5,121.88,296.34,198.18,107.94,369.2,325.79,273.8,228.87,206.89,267.6,295.34,331.21,78.46,136.82,98.67,348.07,380.48,345.32,183.17,201.71,243.06,161.69,170.59,110.61,294.09,314.23,348.6,386.12,403.16,362.47,363.5,99.98,198.27,277.965,182.44,296.14,132.06,252.42,312.81,216.58
"229",129.893023255813,419.979069767442,163.304651162791,267.527906976744,388.759302325581,243.020930232558,330.176744186046,263.538372093023,346.83023255814,295.610465116279,157.301162790698,284.267441860465,336.55,280.956976744186,178.244186046512,222,344.394186046512,243.267441860466,152.241860465117,285.859302325581,288.817441860465,294.393023255814,247.98023255814,262.208139534884,187.173255813954,248.123255813954,230.593023255814,194.866279069768,395.272093023256,291.187209302326,253.198837209302,147.562790697675,210.576744186046,244.779069767442,307.122093023256,340.011627906977,240.6,277.858139534884,191.505813953488,244.346511627907,377.548837209303,248.946511627907,176.191860465117,336.496511627907,209.962790697675,215.393023255814,371.106976744186,358.553488372093,279.436046511628,268.340697674419,255.276744186046,318.627906976744,315.246511627907,312.647674418605,242.638372093024,259.709302325581,182.870930232559,369.581395348837,410.118604651163,290.96511627907,201.341860465116,237.979069767442,202.587209302326,211.561627906976,229.122093023256,259.633720930233,240.788372093023,279.833720930233,350.216279069768,398.258139534884,431.718604651163,309.672093023256,376.361627906977,202.801162790698,157.35,202.777906976744,276.955813953488,311.61511627907,141.155813953488,284.817441860465,316.65,213.463953488372
"230",1723.3,1460.675,1715.21875,1581.6875,1509.409375,1639.71875,1541.40625,1599.515625,1518.75,1558.35,1676.71875,1552.7875,1530.19375,1591.26875,1653.99375,1617.55,1531.73125,1630.29375,1704.178125,1660.1875,1629.21875,1612.7375,1695.7875,1687.015625,1630.121875,1613.08125,1654.1875,1699.275,1461.68125,1670.7375,1582.58125,1704.14375,1643.86875,1592.40625,1556.95625,1539.125,1635.04375,1532.68125,1653.125,1608.05,1482.73125,1618.54375,1679.19375,1503.125,1632.1875,1647.9125,1513.634375,1496.33125,1579.875,1573.54375,1562.575,1519.55,1530.125,1573.19375,1666.48125,1634.29375,1688.8875,1505.33125,1469.58125,1594.2375,1610.1875,1585.23125,1708.015625,1624.99375,1605.16875,1661.0625,1641.5875,1616.40625,1550.00625,1500.678125,1443.6,1556.5625,1501.05,1667.50625,1663.2375,1664.015625,1588.76875,1555.3,1748.6,1562.125,1570.409375,1664.7375
"241",1123.32142857143,860.692857142857,1115.25,981.721428571429,909.428571428572,1039.75,941.421428571429,999.542857142857,918.771428571428,958.371428571429,1076.75,952.821428571428,930.221428571429,991.278571428571,1054.02142857143,1017.57142857143,931.757142857143,1030.32142857143,1104.19285714285,1043.69285714286,1029.25,1012.77142857143,1092.05,1072.74285714285,1030.15714285715,1013.12142857143,1054.19285714286,1099.29285714285,861.692857142857,1040.27857142858,982.621428571429,1104.17142857142,1043.89285714286,992.421428571429,956.978571428572,939.142857142857,1035.07142857143,932.692857142857,1053.15714285715,1008.07142857143,882.757142857143,1018.57142857143,1079.22142857143,903.171428571428,1032.19285714286,1047.92857142857,913.657142857143,896.371428571429,979.892857142857,973.571428571428,962.592857142857,919.571428571428,930.171428571428,973.221428571429,1066.52142857143,1034.32142857143,1088.92142857143,905.371428571429,869.621428571429,994.271428571428,1010.19285714286,985.257142857143,1108.02857142858,1025.02142857143,1005.19285714286,1061.09285714285,1041.62142857143,1016.42142857143,950.021428571428,900.714285714286,843.621428571429,956.585714285715,901.071428571428,1067.52142857143,1063.27142857143,1064.02857142858,988.778571428571,955.321428571428,1148.62142857143,962.171428571428,970.428571428572,1064.77142857143
"242",1085.44,822.78,1077.34,943.82,871.52,1001.84,903.54,961.64,880.86,920.46,1038.84,914.9,892.34,953.36,1016.12,979.66,893.84,992.42,1066.21,996.3,991.34,974.86,1047.92,1026.24,992.24,975.2,1016.3,1061.4,823.78,1000.02,944.7,1066.26,1005.98,954.54,919.06,901.23,997.14,894.78,1015.24,970.16,844.84,980.64,1041.34,865.24,994.3,1010.04,875.75,858.44,942,935.64,924.68,881.66,892.24,935.34,1028.6,996.44,1051,867.44,831.7,956.36,972.3,947.34,1070.14,987.12,967.28,1023.18,1003.72,978.54,912.14,862.79,805.74,918.68,863.16,1029.64,1025.36,1026.14,950.86,917.44,1110.74,924.24,932.52,1026.86
