"County","Metropolitan","Town","Rural"
"AdamsCounty",0,0.6277,0.3723
"AlcornCounty",0,0.3365,0.6635
"AmiteCounty",0,0,1
"AttalaCounty",0,0.3569,0.6431
"BentonCounty",0,0,1
"BolivarCounty",0,0.4604,0.5396
"CalhounCounty",0,0,1
"CarrollCounty",0,0,1
"ChickasawCounty",0,0.147,0.853
"ChoctawCounty",0,0,1
"ClaiborneCounty",0,0,1
"ClarkeCounty",0,0,1
"ClayCounty",0,0.4446,0.5554
"CoahomaCounty",0,0.68,0.32
"CopiahCounty",0,0.3442,0.6558
"CovingtonCounty",0,0,1
"DeSotoCounty",0.7957,0,0.2043
"ForrestCounty",0.7036,0,0.2964
"FranklinCounty",0,0,1
"GeorgeCounty",0,0.1168,0.8832
"GreeneCounty",0,0,1
"GrenadaCounty",0,0.4785,0.5215
"HancockCounty",0.3956,0.1788,0.4256
"HarrisonCounty",0.7716,0,0.2284
"HindsCounty",0.8343,0.013,0.1528
"HolmesCounty",0,0.1315,0.8685
"HumphreysCounty",0,0.5015,0.4985
"IssaquenaCounty",0,0,1
"ItawambaCounty",0,0.1375,0.8625
"JacksonCounty",0.6991,0.0283,0.2726
"JasperCounty",0,0,1
"JeffersonCounty",0,0,1
"JeffersonDavisCounty",0,0,1
"JonesCounty",0,0.3856,0.6144
"KemperCounty",0,0,1
"LafayetteCounty",0,0.5442,0.4558
"LamarCounty",0.4964,0,0.5036
"LauderdaleCounty",0,0.5174,0.4826
"LawrenceCounty",0,0,1
"LeakeCounty",0,0.1881,0.8119
"LeeCounty",0,0.5464,0.4536
"LefloreCounty",0,0.8232,0.1768
"LincolnCounty",0,0.305,0.695
"LowndesCounty",0,0.574,0.426
"MadisonCounty",0.5593,0.1609,0.2798
"MarionCounty",0,0.2693,0.7307
"MarshallCounty",0,0.1658,0.8342
"MonroeCounty",0,0.3037,0.6963
"MontgomeryCounty",0,0.4016,0.5984
"NeshobaCounty",0,0.2615,0.7385
"NewtonCounty",0,0.1294,0.8706
"NoxubeeCounty",0,0.2597,0.7403
"OktibbehaCounty",0,0.6358,0.3642
"PanolaCounty",0,0.2106,0.7894
"PearlRiverCounty",0,0.3007,0.6993
"PerryCounty",0,0,1
"PikeCounty",0,0.4056,0.5944
"PontotocCounty",0,0.1605,0.8395
"PrentissCounty",0,0.2394,0.7606
"QuitmanCounty",0,0.43,0.57
"RankinCounty",0.6609,0,0.3391
"ScottCounty",0,0.2783,0.7217
"SharkeyCounty",0,0,1
"SimpsonCounty",0,0.1516,0.8484
"SmithCounty",0,0,1
"StoneCounty",0,0.2119,0.7881
"SunflowerCounty",0,0.5424,0.4576
"TallahatchieCounty",0,0.1905,0.8095
"TateCounty",0,0.2261,0.7739
"TippahCounty",0,0.1616,0.8384
"TishomingoCounty",0,0,1
"TunicaCounty",0,0.3398,0.6602
"UnionCounty",0,0.2444,0.7556
"WalthallCounty",0,0,1
"WarrenCounty",0,0.5911,0.4089
"WashingtonCounty",0,0.8248,0.1752
"WayneCounty",0,0.2036,0.7964
"WebsterCounty",0,0,1
"WilkinsonCounty",0,0,1
"WinstonCounty",0,0.2409,0.7591
"YalobushaCounty",0,0.2068,0.7932
"YazooCounty",0,0.5539,0.4461
