,0to20K,20Kto40K,40Kto60K,60Kto80K,80Kto100K,100KPlus
0,0.00149072360816351,0.0123080975021438,0.0213937652322575,0.0232600230226675,0.0192827366010343,0.0309030521986906
1,0.00232112600120616,0.0107166992310757,0.014672567007718,0.0135616275835439,0.00977365094182979,0.0165529498589748
2,0.00398325425761399,0.0143100789755184,0.0162315060550029,0.0124063304989326,0.00712456053983035,0.0132521214132677
3,0.00463158276784035,0.0155925630531557,0.0166972634065959,0.0118085659198963,0.00612020104044779,0.011733175445235
4,0.00476741654761081,0.0156432607363674,0.0165171827312828,0.0114055988598001,0.00597926396061503,0.0109972477497089
5,0.00476952304163332,0.0152999077778274,0.0160299095800822,0.010932849035221,0.0060765888357164,0.0103287584311824
6,0.0048112554579366,0.0149618196529207,0.0153869378384356,0.0102838142702841,0.0060775824510525,0.00945019270853418
7,0.00493947753663891,0.0147350243575311,0.0146281033672955,0.00945809036095402,0.00585182473829617,0.00834951165681791
8,0.00513409866971194,0.0145553612160004,0.0137440682827346,0.00851563645194642,0.00539901370501035,0.00714243438396719
9,0.00535098184169553,0.0142962539893649,0.0127244895955598,0.0075350693417053,0.00478518678918715,0.00596679596978909
10,0.00554523681114939,0.0138462859799675,0.0115837391864611,0.00658267299611274,0.00409704943846831,0.00492136729406438
11,0.00567939636525922,0.0131513549429098,0.0103647941210738,0.00569652527158062,0.00341333607787986,0.0040467303166966
12,0.00572439203155591,0.0122238500788355,0.00912779402525122,0.00488587687414347,0.00279004659437406,0.00333513661782281
13,0.00565975299943922,0.0111270524263329,0.00793249930692222,0.00414174517962069,0.0022561675648069,0.0027532528988101
14,0.00547545603774868,0.00994670718312685,0.00682331261380871,0.00345178462278952,0.00181687957946609,0.00226427835313131
15,0.00517425578936222,0.00876257770861265,0.00582232127138307,0.00281213255532791,0.00146137127925228,0.00184157703548674
16,0.00477199683511383,0.00762997185882538,0.00493141534008927,0.0022314356802164,0.00117223105778882,0.00147216339767527
17,0.00429455445969191,0.00657542836939131,0.00414066436524344,0.00172651237617402,0.000933476949303051,0.00115294146235586
18,0.00377229472448171,0.0056041935247039,0.00343812589901433,0.00131307775977362,0.000735068738697125,0.000884401709422769
19,0.00323449256666925,0.00471271020619935,0.00281663705091279,0.000996862765707302,0.000573237244814913,0.000665716239140139
20,0.00270597532962736,0.00389890970425659,0.00227538519803006,0.000769606727700874,0.000447641298353193,0.000492988318414699
21,0.00220663341811361,0.00316622650793474,0.00181687566165712,0.000611481059436554,0.00035747362058152,0.000360205726254765
22,0.00175258506214253,0.00252165139552527,0.0014419432581961,0.000498164504199129,0.000298688952110067,0.000261217006991154
23,0.00135698727618069,0.00197118415331554,0.00114590360617493,0.000408757499380659,0.000263591884726437,0.000191069784804747
24,0.00102921373594658,0.00151639463794872,0.000917861676477459,0.000330863613012787,0.000242664682298195,0.000145942887252263
25,0.000772716798609494,0.00115390139996624,0.000743288146779789,0.000261109868107562,0.000227438280268158,0.000121985480873105
26,0.000583177756821296,0.000877141975993913,0.000608239352308916,0.000201871213386238,0.000212875547832372,0.000114057890830955
27,0.000448667974450231,0.000678493715340583,0.000502873996643197,0.000156645039334688,0.00019818022541165,0.000115382797373355
28,0.000352444640670095,0.000550115112950978,0.00042248147547941,0.000126637858973476,0.00018582601348786,0.00011854302949746
29,0.000277467400289997,0.000483220226673504,0.000365731230193774,0.000109882216494876,0.000179440099433193,0.000117443578731554
30,0.000210720752251143,0.000466782475319157,0.000331440913502875,0.000102515406334243,0.000181598834899523,0.00010921026747933
31,0.000145532581723177,0.000487067448413742,0.000315960884959197,0.000100741694032991,0.000192473286816294,9.48641406239193e-05
32,8.08030365443348e-05,0.000529084443113426,0.000312850779893831,0.00010201332360861,0.000209861976690641,7.80351300406958e-05
